嗷嗷待哺	aadb
驱动	quds
区分	quf
区分	quff
屈服	qufu
去过	qug
去过	qugo
全神贯注	qugv
区号	quhc
趋缓	quhr
取回	quhv
区划	quhx
去除	quiu
区间	quj
区间	qujm
曲解	qujp
取决	qujt
取名	qumk
曲目	qumu
去年	qun
去年	qunm
取暖	qunr
区内	qunw
巧舌如簧	qurh
屈辱	quru
取胜	quug
趋势	quui
曲折	quve
取证	quvg
区长	quvh
驱逐	quvu
千山万水	quwu
趣味	quww
取消	qux
去向	quxl
曲线	quxm
取消	quxn
气势汹汹	quxx
翘首以待	quyd
取样	quyh
屈原	quyr
取悦	quyt
区域	quyu
取之不尽	qvbj
屈指可数	qvku
罄竹难书	qvnu
趋之若鹜	qvrw
千真万确	qvwq
恰当	qxdh
奇形怪状	qxgv
恰好	qxh
恰好	qxhc
恰恰	qxq
恰巧	qxqn
恰恰	qxqx
洽谈	qxt
洽谈	qxtj
恰是	qxui
千辛万苦	qxwk
岂有此理	qycl
群岛	qydc
群发	qyfa
前因后果	qyhg
潜移默化	qymh
群体	qyti
其余	qyu
群众	qyv
群众	qyvs
千言万语	qywy
群星	qyxk
群雄	qyxs
群组	qyzu
千姿百态	qzbt
七嘴八舌	qzbu
入不敷出	rbfi
弱不禁风	rbjf
锐不可当	rbkd
忍不住	rbv
绕过	rcg
绕过	rcgo
人才济济	rcjj
扰乱	rcl
扰乱	rclr
饶恕	rcuu
热爱	rea
热爱	reai
热带	red
热带	redd
热点	redm
热诚	rei
热潮	reic
热忱	reif
热诚	reig
热烈	rel
热辣	rela
热浪	relh
热力	reli
热量	rell
热烈	relp
热泪	relw
热门	rem
热卖	remd
热门	remf
热闹	ren
热闹	renc
热能	reng
热情	req
热气	reqi
热情	reqk
热身	reu
热身	reuf
热水	reuv
热衷	rev
热衷	revs
热心	rex
热心	rexb
热线	rexm
热销	rexn
热血	rext
人才	rfcd
认错	rfco
人大	rfda
人道	rfdc
认定	rfdk
人工	rfg
人格	rfge
人工	rfgs
认购	rfgz
任何	rfhe
人称	rfig
人家	rfj
人际	rfji
人间	rfjm
任教	rfjn
人家	rfjx
人均	rfjy
人口	rfk
认可	rfke
人口	rfkz
人类	rfl
人力	rfli
认领	rflk
人流	rflq
人类	rflw
人民	rfm
人马	rfma
人民	rfmb
人们	rfmf
任命	rfmk
任免	rfmm
忍耐	rfnd
人品	rfpb
任凭	rfpk
人气	rfqi
人情	rfqk
人权	rfqr
人群	rfqy
荏苒	rfrj
认同	rft
人体	rfti
认同	rfts
人头	rftz
人参	rfuf
人生	rfug
认识	rfui
认输	rfuu
热水	rfuv
忍受	rfuz
认真	rfv
认真	rfvf
认证	rfvg
认账	rfvh
任职	rfvi
人文	rfwf
任务	rfwu
认为	rfww
人性	rfx
人选	rfxr
人畜	rfxu
任意	rfyi
人员	rfyr
任用	rfys
人造	rfzc
认真	rfzf
认罪	rfzv
扔掉	rgdn
容光焕发	rghf
仍旧	rgj
仍将	rgjl
仍旧	rgjq
扔了	rgl
扔了	rgle
仍然	rgrj
仍是	rgu
仍是	rgui
仍未	rgw
仍未	rgww
让步	rhb
让步	rhbu
融会贯通	rhgt
让出	rhi
热火朝天	rhit
让出	rhiu
让利	rhli
人欢马叫	rhmj
让你	rhn
让你	rhni
让人	rhrf
如火如荼	rhrt
如花似玉	rhsy
让他	rhta
如虎添翼	rhty
让我	rhwo
让位	rhww
日本	rib
日报	ribc
日本	ribf
日光	rig
日光	rigl
日后	rih
日韩	rihj
日后	rihz
日常	rii
日程	riig
日常	riih
日产	riij
日出	riiu
日记	rij
日记	riji
日渐	rijm
日历	ril
日历	rili
日内	rin
日内	rinw
日期	riq
日期	riqi
日前	riqm
日趋	riqu
日照	riv
日照	rivc
日志	rivi
日中	rivs
日文	riw
日文	riwf
日下	rixx
日夜	riy
日夜	riye
日益	riyi
日元	riyr
日用	riys
日月	riyt
日语	riyu
日子	riz
日子	rizi
忍俊不禁	rjbj
然而	rje
然而	rjer
然后	rjhz
燃料	rjln
燃气	rjq
燃气	rjqi
燃烧	rju
燃烧	rjuc
燃油	rjy
日积月累	rjyl
燃油	rjyz
如雷贯耳	rlge
人来人往	rlrw
如狼似虎	rlsh
热泪盈眶	rlyk
人民币	rmb
入木三分	rmsf
人面桃花	rmth
人面兽心	rmux
燃眉之急	rmvj
若不	rob
若不	robu
弱点	rod
弱点	rodm
若干	rogj
若是	rou
弱势	roui
弱智	rovi
弱小	rox
弱小	roxn
若有	roy
若要	royc
若有	royz
人怕出名猪怕壮	rpiv
忍气吞声	rqtu
人弃我取	rqwq
软件	rrj
软禁	rrjb
软件	rrjm
软盘	rrp
软盘	rrpj
软驱	rrq
弱肉强食	rrqu
软弱	rrr
软弱	rrro
软体	rrt
软体	rrti
软硬	rry
荣辱与共	rryg
软硬	rryk
日日夜夜	rryy
融合	rshe
荣获	rsho
融化	rshx
冗长	rsih
容积	rsji
溶解	rsjp
容量	rsl
容量	rsll
容貌	rsmc
容纳	rsn
容纳	rsna
容器	rsqi
融洽	rsqx
容忍	rsr
容忍	rsrf
融入	rsru
荣幸	rsx
荣幸	rsxk
容易	rsy
荣耀	rsyc
溶液	rsye
容易	rsyi
荣誉	rsyu
融资	rsz
融资	rszi
忍痛割爱	rtga
如此	ruci
人声鼎沸	rudf
入党	rudh
乳房	rufh
如果	rug
如果	rugo
入股	rugu
如何	ruh
如何	ruhe
入户	ruhu
入会	ruhv
入场	ruih
蠕虫	ruis
如今	rujb
入境	rujk
儒家	rujx
入库	ruku
入口	rukz
如来	ruld
入门	rum
入门	rumf
如能	rung
入侵	ruqb
如期	ruqi
人山人海	rurh
如同	rut
如同	ruts
如图	rutu
如上	ruuh
如实	ruui
如数	ruuu
入睡	ruuv
入手	ruuz
入住	ruv
如释重负	ruvf
入住	ruvu
入网	ruw
入网	ruwh
入伍	ruwu
入围	ruww
如下	rux
乳腺	ruxm
入选	ruxr
如需	ruxu
如下	ruxx
儒雅	ruya
如意	ruyi
日晒雨淋	ruyl
如愿	ruyr
如有	ruyz
瑞典	rvdm
锐利	rvli
锐气	rvq
锐气	rvqi
瑞士	rvu
瑞士	rvui
瑞星	rvxk
忍无可忍	rwkr
若无其事	rwqu
如鱼得水	rydu
润滑	ryh
润滑	ryhx
软硬件	ryj
人仰马翻	rymf
如愿以偿	ryyi
柔道	rzd
柔道	rzdc
柔和	rzh
柔和	rzhe
蹂躏	rzl
蹂躏	rzlb
肉类	rzlw
孺子牛	rzn
柔情	rzq
柔情	rzqk
柔软	rzr
柔弱	rzro
柔软	rzrr
肉体	rzti
肉食	rzui
肉欲	rzyu
撒谎	sah
撒谎	sahl
撒娇	saj
撒娇	sajn
洒脱	sat
洒脱	sato
撒野	say
撒野	saye
死不瞑目	sbmm
随波逐流	sbvl
骚动	scd
骚动	scds
扫除	sci
扫除	sciu
骚乱	scl
骚乱	sclr
扫描	scmn
骚扰	scr
骚扰	scrc
扫帚	scv
扫帚	scvz
扫兴	scx
扫兴	scxk
赛后	sdh
赛后	sdhz
赛场	sdi
赛车	sdie
赛程	sdig
赛场	sdih
赛季	sdji
赛跑	sdp
赛跑	sdpc
赛前	sdqm
赛区	sdqu
所得税	sdu
赛事	sdui
赛制	sdv
赛制	sdvi
色变	sebm
色彩	sec
色彩	secd
色带	sedd
色调	sedn
死而后已	sehy
色情	seq
色情	seqk
瑟瑟	sese
色泽	sez
色泽	seze
森林	sfl
森林	sflb
三番五次	sfwc
四分五裂	sfwl
三顾茅庐	sgml
死灰复燃	shfr
桑拿	shn
桑拿	shna
丧偶	shou
丧气	shq
丧气	shqi
丧生	shug
丧失	shui
四次	sic
四次	sici
厮打	sida
司法	sifa
四方	sifh
四个	sige
丝毫	sihc
四海	sihd
似乎	sihu
撕毁	sihv
死后	sihz
思潮	siic
四川	siir
四处	siiu
丝绸	siiz
司机	siji
死角	sijn
思考	sikc
三长两短	sild
死了	sile
私利	sili
司令	silk
思量	sill
饲料	siln
思路	silu
思虑	silv
四楼	silz
司马	sima
四面	simm
寺庙	simn
思念	sinm
肆虐	sint
死去	siqu
私人	sirf
思索	siso
厮杀	siua
四十	siui
死者	sive
四肢	sivi
死亡	siw
死亡	siwh
思维	siww
思想	six
死刑	sixk
思想	sixl
思绪	sixu
私下	sixx
饲养	siyh
肆意	siyi
私营	siyk
寺院	siyr
四月	siyt
死于	siyu
私有	siyz
私自	siz
私自	sizi
散布	sjb
三百	sjbd
散步	sjbu
三次	sjci
三等	sjd
三代	sjdd
三等	sjdg
三点	sjdm
散发	sjf
散发	sjfa
三分	sjff
三个	sjg
三个	sjge
三国	sjgo
散会	sjhv
三级	sjj
三级	sjji
三教九流	sjjl
三角	sjjn
三九	sjjq
三军	sjjy
散了	sjl
散了	sjle
三菱	sjlk
三类	sjlw
三轮	sjly
三楼	sjlz
三年	sjn
三年	sjnm
三千	sjqm
散热	sjre
三人	sjrf
三日	sjri
随叫随到	sjsd
三天	sjt
三天	sjtm
三条	sjtn
三十	sjui
三种	sjv
散装	sjvl
三种	sjvs
散文	sjw
散文	sjwf
三位	sjww
三星	sjxk
三峡	sjxx
三亚	sjya
随机应变	sjyb
三元	sjyr
三月	sjyt
司空见惯	skjg
三令五申	slwu
四面八方	smbf
四面楚歌	smig
扫描仪	smy
所得	sode
锁定	sodk
缩短	sodr
所犯	sofj
所长	soih
缩减	sojm
唢呐	sona
所能	song
索尼	soni
索赔	sop
索赔	sopw
索取	soq
索取	soqu
所说	souo
所属	souu
缩水	souv
所致	sov
所长	sovh
所致	sovi
所谓	soww
所需	sox
缩小	soxn
缩写	soxp
所学	soxt
所需	soxu
索引	soyb
索要	soyc
所以	soyi
缩影	soyk
所有	soyz
所在	soz
所在	sozd
所做	sozo
四平八稳	spbw
死气沉沉	sqii
算法	srf
算法	srfa
算计	srj
算计	srji
算了	srl
酸辣	srla
算了	srle
损人利己	srlj
算命	srm
算命	srmk
算盘	srp
算盘	srpj
算是	sru
算是	srui
三人行必有我师	srxu
送别	ssbp
送达	ssda
送到	ssdc
送给	ssg
送给	ssgw
送货	ssho
送出	ssi
宋朝	ssic
松弛	ssii
送出	ssiu
送交	ssjn
送礼	ssli
三三两两	ssll
松散	sssj
宋体	sst
宋体	ssti
松懈	ssxp
松下	ssxx
颂扬	ssyh
怂恿	ssys
四通八达	stbd
三头六臂	stlb
鼠标	subn
素材	sucd
速递	sudi
速度	sudu
似是而非	suef
俗话	suhx
俗称	sui
俗称	suig
肃静	sujk
塑胶	sujn
塑料	sul
塑料	suln
速率	sulv
肃穆	sumu
俗气	suq
俗气	suqi
肃清	suqk
诉讼	sus
缩手缩脚	susj
诉讼	suss
诉说	suu
宿舍	suue
诉说	suuo
素质	suvi
诉诸	suvu
苏州	suvz
苏醒	suxk
速写	suxp
素养	suyh
夙愿	suyr
俗语	suyu
素有	suyz
塑造	suzc
随便	svb
随笔	svbi
随便	svbm
隧道	svdc
随地	svdi
随风	svf
随风	svfg
随后	svhz
随处	sviu
随机	svj
随即	svji
岁末	svm
岁末	svmo
碎片	svpm
虽然	svr
虽然	svrj
速战速决	svsj
随同	svt
随同	svts
随身	svuf
随时	svui
虽说	svuo
随手	svuz
随着	svv
随着	svve
随之	svvi
随心	svx
随心	svxb
岁月	svy
随意	svyi
岁月	svyt
肆无忌惮	swjd
三心二意	sxey
似笑非笑	sxfx
所向披靡	sxpm
随心所欲	sxsy
死心塌地	sxtd
私有化	syh
损耗	syhc
损害	syhd
损坏	syhk
三言两语	syly
损失	syu
损伤	syuh
损失	syui
孙子	syzi
搜刮	szgx
搜狐	szh
搜狐	szhu
搜查	szia
搜集	szji
搜罗	szl
搜罗	szlo
搜索	szs
搜索	szso
所作所为	szsw
搜寻	szx
搜寻	szxy
他的	tade
他会	tah
他会	tahv
他将	tajl
他就	tajq
它们	tamf
他能	tang
他人	tarf
他所	tas
他所	taso
踏上	tauh
踏实	taui
他说	tauo
他想	tax
他想	taxl
他也	tay
他也	taye
他用	tays
螳臂当车	tbdi
挑拨离间	tblj
恬不知耻	tbvi
推波助澜	tbvl
逃避	tcb
淘宝	tcbc
逃避	tcbi
陶瓷	tcci
套餐	tccj
桃花	tch
讨好	tchc
桃花	tchx
掏出	tci
掏出	tciu
淘金	tcj
淘金	tcjb
套间	tcjm
讨论	tcl
逃离	tcli
讨论	tcly
逃跑	tcp
逃跑	tcpc
淘气	tcq
淘气	tcqi
淘汰	tct
淘汰	tctd
逃脱	tcto
饕餮	tctp
讨债	tcv
讨债	tcvd
套装	tcvl
逃亡	tcwh
陶冶	tcye
讨厌	tcyj
桃园	tcyr
陶醉	tczv
台币	tdbi
台北	tdbw
太大	tdda
太多	tddo
态度	tddu
泰斗	tddz
胎儿	tder
台风	tdfg
太高	tdg
太高	tdgc
泰国	tdgo
太好	tdh
太好	tdhc
太湖	tdhu
太后	tdhz
太极	tdji
台阶	tdjp
抬举	tdju
太空	tdks
太难	tdn
太难	tdnj
太平	tdp
太平	tdpk
抬起	tdq
抬起	tdqi
台前	tdqm
台球	tdqq
痛定思痛	tdst
太太	tdtd
抬头	tdtz
太少	tduc
台商	tduh
台式	tdui
泰山	tduj
台湾	tdwj
贪得无厌	tdwy
太小	tdx
太小	tdxn
太阳	tdyh
特别	teb
特别	tebp
特此	tec
特此	teci
特点	ted
特大	teda
特等	tedg
特地	tedi
特定	tedk
特点	tedm
特工	teg
特稿	tegc
特工	tegs
特长	tei
特长	teih
特产	teij
特级	teji
特警	tejk
特价	tejx
特刊	tekj
特快	tekk
特困	teky
特例	teli
特卖	temd
特派	tepd
土耳其	teq
特权	teqr
特区	tequ
特色	tes
特色	tese
特殊	teu
特使	teui
特殊	teuu
特征	tev
特征	tevg
特制	tevi
特种	tevs
特务	tew
特务	tewu
特性	texk
特效	texn
特写	texp
特许	texu
特邀	teyc
特意	teyi
特约	teyt
特有	teyz
天翻地覆	tfdf
铁饭碗	tfw
天方夜谭	tfyt
腾飞	tgf
腾飞	tgfw
同甘共苦	tggk
腾空	tgk
腾空	tgks
痛改前非	tgqf
提供	tgs
疼痛	tgt
疼痛	tgts
腾讯	tgx
腾讯	tgxy
同归于尽	tgyj
糖果	thgo
堂皇	thhl
唐朝	thic
螳螂	thlh
桃红柳绿	thll
天花乱坠	thlv
头昏脑胀	thnv
倘若	thro
唐突	thtu
唐诗	thui
唐山	thuj
躺在	thzd
提案	tia
提案	tian
提拔	tiba
替补	tibu
体操	ticc
题材	ticd
题词	tici
提到	tidc
替代	tidd
同仇敌忾	tidk
梯队	tidv
提高	tig
提高	tigc
提纲	tigh
提供	tigs
体会	tih
替换	tihr
鹈鹕	tihu
体会	tihv
停车场	tii
提成	tiig
提倡	tiih
提出	tiiu
推陈出新	tiix
提纯	tiiy
体积	tiji
体检	tijm
提交	tijn
提价	tijx
提款	tikr
体力	til
体力	tili
体谅	till
提炼	tilm
提名	timk
体面	timm
题目	timu
体能	tin
体能	ting
体内	tinw
体魄	tipo
提前	tiq
提起	tiqi
提请	tiqk
提前	tiqm
踢球	tiqq
提取	tiqu
提速	tisu
倜傥	tith
体坛	titj
体贴	titp
提升	tiug
提示	tiui
体重	tiv
体制	tivi
体质	tivi
体重	tivs
提问	tiw
体温	tiwf
体系	tixi
提醒	tixk
体现	tixm
提携	tixp
提要	tiyc
提议	tiyi
体验	tiyj
同床异梦	tiym
体育	tiyu
提早	tizc
坦白	tjbd
探测	tjce
谈到	tjdc
坦荡	tjdh
天经地义	tjdy
贪官	tjgr
弹劾	tjhe
弹簧	tjhl
瘫痪	tjhr
谈话	tjhx
弹出	tji
坦诚	tjig
弹出	tjiu
谈及	tjji
探究	tjjq
坦克	tjke
谈论	tjl
弹力	tjli
贪婪	tjlj
贪恋	tjlm
谈论	tjly
探秘	tjmi
探明	tjmk
摊牌	tjpd
谈判	tjpj
探亲	tjqb
坦然	tjrj
探索	tjs
探索	tjso
碳酸	tjsr
坍塌	tjta
探讨	tjtc
忐忑	tjte
谈谈	tjtj
坦率	tjuk
贪污	tjw
探望	tjwh
贪污	tjwu
摊位	tjww
叹息	tjxi
弹性	tjxk
探险	tjxm
探寻	tjxy
坦言	tjyj
弹奏	tjz
弹奏	tjzz
挺拔	tkb
挺拔	tkba
停泊	tkbo
听从	tkcs
听到	tkdc
听得	tkde
停电	tkdm
停顿	tkdy
停放	tkfh
听歌	tkge
听过	tkgo
停工	tkgs
挺好	tkhc
听话	tkhx
停车	tkie
停产	tkij
挺进	tkjb
停机	tkji
听见	tkjm
听觉	tkjt
听课	tkke
听了	tkl
听了	tkle
听力	tkli
停留	tklq
听取	tkq
听取	tkqu
听说	tku
听说	tkuo
听着	tkve
听证	tkvg
厅长	tkvh
停止	tkvi
听众	tkvs
停下	tkx
听信	tkxb
听写	tkxp
停下	tkxx
停业	tkye
螳螂捕蝉	tlbi
天罗地网	tldw
偷梁换柱	tlhv
同流合污	tlhw
填报	tmbc
填表	tmbn
填补	tmbu
天才	tmc
天才	tmcd
天大	tmda
天地	tmdi
天鹅	tme
天鹅	tmee
天赋	tmfu
天河	tmhe
填充	tmi
填充	tmis
天津	tmjb
天机	tmji
田径	tmjk
田间	tmjm
添加	tmjx
天空	tmks
天亮	tml
天籁	tmld
天亮	tmll
甜蜜	tmmi
甜美	tmmw
天平	tmpk
天气	tmqi
天桥	tmqn
天然	tmrj
天色	tms
天色	tmse
天堂	tmth
天体	tmti
天坛	tmtj
天天	tmtm
天上	tmu
天生	tmug
天上	tmuh
天使	tmui
天山	tmuj
天水	tmuv
天真	tmv
天真	tmvf
添置	tmvi
天文	tmw
天外	tmwd
天文	tmwf
天王	tmwh
天性	tmxk
天线	tmxm
填写	tmxp
天下	tmxx
天涯	tmy
天涯	tmya
田野	tmye
田园	tmyr
天灾	tmzd
跳板	tnbj
挑拨	tnbo
跳槽	tncc
调低	tndi
跳动	tnds
调高	tng
条规	tngv
调和	tnh
调和	tnhe
调换	tnhr
条件	tnj
调剂	tnji
条件	tnjm
调节	tnjp
调价	tnjx
调侃	tnk
调侃	tnkj
条款	tnkr
条例	tnl
调理	tnli
调料	tnln
跳楼	tnlz
条目	tnmu
调频	tnpb
调皮	tnpi
跳票	tnpn
调配	tnpw
挑起	tnq
挑剔	tnt
挑剔	tnti
调停	tntk
跳水	tnu
调试	tnui
跳水	tnuv
调整	tnv
调整	tnvg
调制	tnvi
挑战	tnvj
跳转	tnvr
笤帚	tnvz
条文	tnwf
眺望	tnwh
跳舞	tnwu
调味	tnww
挑选	tnx
挑衅	tnxb
调戏	tnxi
调谐	tnxp
挑选	tnxr
跳跃	tnyc
调养	tnyh
跳远	tnyr
条约	tnyt
条子	tnzi
妥当	todh
脱稿	togc
托管	togr
脱钩	togz
脱产	toi
脱产	toij
脱节	tojp
拓宽	tokr
脱离	tol
脱了	tole
脱离	toli
脱落	tolo
拖累	tolw
脱贫	topb
拖欠	toq
拖欠	toqm
拖沓	tota
妥善	touj
拓展	tovj
妥协	tox
脱险	toxm
脱销	toxn
拖鞋	toxp
拖延	toyj
椭圆	toyr
贴补	tpbu
铁道	tpdc
贴近	tpjb
铁路	tpl
铁岭	tplk
铁路	tplu
贴牌	tppd
贴切	tpqp
贴图	tpt
贴图	tptu
贴身	tpu
贴身	tpuf
铁证	tpvg
贴心	tpxb
贴息	tpxi
头破血流	tpxl
太平洋	tpy
帖子	tpz
帖子	tpzi
跆拳道	tqd
同期	tqi
推敲	tqn
团队	trdv
团购	trg
团购	trgz
团伙	trh
团伙	trho
团结	trjp
团聚	trju
天然气	trq
团体	trti
团团	trtr
天壤之别	trvb
团长	trvh
团委	trww
团圆	try
团圆	tryr
通报	tsbc
同比	tsbi
同伴	tsbj
通病	tsbk
同步	tsbu
通达	tsda
通道	tsdc
同等	tsdg
通电	tsdm
通风	tsfg
通告	tsgc
通过	tsgo
兔死狗烹	tsgp
通关	tsgr
通话	tsh
兔死狐悲	tshb
痛恨	tshf
同行	tshh
同伙	tsho
通话	tshx
通常	tsi
通车	tsie
统称	tsig
通常	tsih
通吃	tsii
同窗	tsil
统筹	tsiz
统计	tsji
通奸	tsjm
同居	tsju
痛快	tskk
痛苦	tsku
同龄	tslk
同类	tslw
同盟	tsmg
同名	tsmk
童年	tsn
童年	tsnm
同情	tsq
同期	tsqi
同情	tsqk
同仁	tsrf
通俗	tssu
统统	tsts
同上	tsuh
同时	tsui
统率	tsuk
通顺	tsuy
通知	tsvi
统战	tsvj
通往	tswh
通信	tsxb
通行	tsxk
通向	tsxl
通宵	tsxn
同学	tsxt
通讯	tsxy
同业	tsye
同样	tsyh
同意	tsyi
通用	tsys
忐忑不安	ttba
滔滔不绝	ttbj
脱胎换骨	tthg
偷偷摸摸	ttmm
吞吞吐吐	tttt
头头是道	ttud
堂堂正正	ttvv
亭亭玉立	ttyl
图案	tua
图案	tuan
突变	tubm
图标	tubn
土地	tudi
土豆	tudz
突发	tuf
突发	tufa
土匪	tufw
图书馆	tug
涂改	tugd
图画	tuhx
突出	tuiu
突击	tuji
途径	tujk
土建	tujm
图解	tujp
土家	tujx
图库	tuku
徒劳	tulc
图例	tuli
涂料	tuln
土木	tumu
图谋	tumz
图片	tup
图片	tupm
突破	tupo
贪生怕死	tups
突然	tur
土壤	turh
突然	turj
屠杀	tuua
图示	tuui
图书	tuuu
途中	tuv
图章	tuvh
图纸	tuvi
途中	tuvs
图文	tuw
图文	tuwf
突围	tuww
突袭	tuxi
图形	tuxk
图像	tuxl
涂鸦	tuya
图样	tuyh
屠宰	tuzd
兔子	tuzi
退步	tvbu
推测	tvc
推测	tvce
推倒	tvd
推倒	tvdc
推断	tvdr
推动	tvds
推翻	tvfj
颓废	tvfw
推广	tvg
推广	tvgl
退货	tvho
退还	tvhr
退回	tvhv
退化	tvhx
推迟	tvii
推崇	tvis
退出	tviu
推进	tvjb
推荐	tvjm
推介	tvjp
头重脚轻	tvjq
推举	tvju
推开	tvkd
推理	tvli
推论	tvly
同志们	tvm
涂脂抹粉	tvmf
推敲	tvqn
铁证如山	tvru
推算	tvs
褪色	tvse
颓丧	tvsh
退缩	tvso
推算	tvsr
通知书	tvu
退税	tvuv
退职	tvvi
退伍	tvw
退伍	tvwu
推行	tvx
推行	tvxk
推向	tvxl
推销	tvxn
推卸	tvxp
退休	tvxq
推选	tvxr
退学	tvxt
退役	tvyi
叹为观止	twgv
通宵达旦	txdd
提心吊胆	txdd
谈笑风生	txfu
啼笑皆非	txjf
痛心疾首	txju
通讯录	txl
通讯社	txu
通行证	txv
推心置腹	txvf
同心协力	txxl
脱颖而出	tyei
体育馆	tyg
天涯海角	tyhj
体育场	tyi
添油加醋	tyjc
腾云驾雾	tyjw
甜言蜜语	tymy
天衣无缝	tywf
投标	tzb
投保	tzbc
投奔	tzbf
投标	tzbn
头部	tzbu
偷盗	tzdc
头等	tzdg
投递	tzdi
头顶	tzdk
偷渡	tzdu
头发	tzfa
投放	tzfh
投稿	tzgc
透过	tzgo
头号	tzhc
透彻	tzi
透彻	tzie
投产	tzij
投机	tzj
投机	tzji
投靠	tzkc
透露	tzl
偷懒	tzlj
透露	tzlu
偷漏	tzlz
透明	tzm
透明	tzmk
头目	tzmu
头脑	tzn
头脑	tznc
投票	tzp
偷拍	tzpd
头皮	tzpi
投票	tzpn
偷窃	tzqp
投入	tzru
投诉	tzs
投送	tzss
投诉	tzsu
头痛	tzt
头疼	tztg
头条	tztn
头痛	tzts
偷偷	tztz
头上	tzu
投身	tzuf
头上	tzuh
透视	tzui
透支	tzvi
投标	tzvn
贪赃枉法	tzwf
头像	tzx
偷袭	tzxi
头像	tzxl
头衔	tzxm
头绪	tzxu
替罪羊	tzy
投影	tzyk
投资	tzzi
杀毒	uadu
沙发	uaf
沙发	uafa
傻瓜	uag
傻瓜	uagx
杀害	uah
杀害	uahd
刹车	uaie
沙尘	uaif
杀菌	uajy
傻了	ual
沙龙	uals
杀戮	ualu
什么	uame
沙漠	uamo
杀人	uarf
杀入	uaru
杀死	uasi
沙滩	uat
沙特	uate
沙滩	uatj
杀伤	uauh
杀手	uauz
傻笑	uaxn
傻眼	uayj
说不定	ubd
舍不得	ubde
事半功倍	ubgb
事倍功半	ubgb
善罢甘休	ubgx
势不两立	ubll
身败名裂	ubml
上半年	ubn
是不是	ubu
手不释卷	ubuj
数不胜数	ubuu
舍本逐末	ubvm
时不我待	ubwd
稍等	ucdg
少儿	uce
少儿	ucer
韶关	ucg
韶关	ucgr
烧毁	uchv
稍后	uchz
收藏夹	ucj
少见	ucjm
烧烤	uckc
少林	uclb
少量	ucll
少年	ucn
少男	ucnj
少年	ucnm
少女	ucnv
少数	ucu
稍稍	ucuc
烧伤	ucuh
少数	ucuu
稍微	ucw
稍微	ucww
绍兴	ucxk
少许	ucxu
芍药	ucyc
少于	ucyu
神采奕奕	ucyy
稍有	ucyz
圣诞节	udj
声东击西	udjx
筛糠	udkh
首当其冲	udqi
水滴石穿	udui
筛选	udxr
涉案	uean
设备	ueb
社保	uebc
视而不见	uebj
疏而不漏	uebl
设备	uebw
设定	uedk
射雕	uedn
设法	uefa
设防	uefh
社会	ueh
社会	uehv
奢侈	ueii
涉及	uej
设计	ueji
社交	uejn
蛇口	uekz
设立	uel
设立	ueli
摄录	uelu
社论	uely
射门	uem
射门	uemf
赦免	uemm
社区	uequ
社群	ueqy
社团	uetr
舌头	uetz
设施	ueui
射手	ueuz
设置	uev
社长	uevh
设置	uevi
涉外	uewd
设为	ueww
设想	uexl
摄像	uexl
涉嫌	uexm
摄影	ueyk
设有	ueyz
涉足	uezu
深奥	ufa
深奥	ufao
申报	ufbc
申办	ufbj
肾病	ufbk
身边	ufbm
身材	ufcd
深层	ufcg
煽风点火	ufdh
审定	ufdk
深度	ufdu
身份	uff
身份	ufff
身高	ufg
身高	ufgc
深感	ufgj
审核	ufhe
神话	ufhx
深厚	ufhz
审查	ufia
深沉	ufif
申斥	ufii
伸出	ufiu
审计	ufji
神经	ufjk
深究	ufjq
身价	ufjx
深刻	ufke
煞费苦心	ufkx
审理	ufli
深蓝	uflj
申领	uflk
神龙	ufls
什么	ufme
神秘	ufmi
申明	ufmk
审美	ufmw
身旁	ufph
审批	ufpi
审判	ufpj
神奇	ufqi
申请	ufqk
深浅	ufqm
深切	ufqp
深秋	ufqq
身躯	ufqu
是非曲直	ufqv
深入	ufru
深思	ufsi
伸缩	ufso
神算	ufsr
神速	ufsu
身体	uft
神态	uftd
身体	ufti
渗透	uftz
深深	ufuf
神圣	ufug
身上	ufuh
绅士	ufui
申述	ufuu
深水	ufuv
伸手	ufuz
身份证	ufv
身着	ufve
深圳	ufvf
伸张	ufvh
甚至	ufvi
伸展	ufvj
身着	ufvo
慎重	ufvs
神州	ufvz
审问	ufwf
身为	ufww
身心	ufxb
神仙	ufxm
审讯	ufxy
呻吟	ufyb
深夜	ufye
沈阳	ufyh
审议	ufyi
身影	ufyk
深渊	ufyr
慎用	ufys
深造	ufz
深造	ufzc
深圳	ufzf
肾脏	ufzh
身子	ufzi
生病	ugb
胜败	ugbd
生病	ugbk
生存	ugc
生存	ugcy
盛大	ugda
声道	ugdc
胜地	ugdi
圣诞	ugdj
盛典	ugdm
声调	ugdn
生动	ugds
省份	ugf
省份	ugff
胜负	ugfu
升高	ugg
升高	uggc
生活	ugho
盛会	ughv
升华	ughx
生成	ugig
生产	ugij
胜出	ugiu
升级	ugj
升级	ugji
圣经	ugjk
升降	ugjl
时过境迁	ugjq
声卡	ugk
声卡	ugka
盛开	ugkd
盛况	ugkl
升空	ugks
胜利	ugl
胜利	ugli
省略	uglt
声明	ugmk
生命	ugmk
省内	ugnw
生怕	ugpa
生平	ugpk
生气	ugqi
盛情	ugqk
省钱	ugqm
省区	ugqu
生日	ugr
胜任	ugrf
生日	ugri
声色	ugse
生死	ugsi
绳索	ugso
胜算	ugsr
