阿	$ddcmd(阿,阿[aa])	aaek#序5000
传	$ddcmd(传,传[ir])	vrrd#序1932
砖	$ddcmd(砖,砖[vru])	vrud#序1931
篆	$ddcmd(篆,篆[vrv])	vrvn#序1930
中	$ddcmd(中,中[vs])	vsaa#序1929
种	$ddcmd(种,种[is])	vsha#序1928
钟	$ddcmd(钟,钟[vsj])	vsja#序1927
盅	$ddcmd(盅,盅[vsm])	vsma#序1926
肿	$ddcmd(肿,肿[vso])	vsoa#序1925
重	$ddcmd(重,重[isp])	vspa#序1924
众	$ddcmd(众,众[vsr])	vsrr#序1923
终	$ddcmd(终,终[vss])	vssd#序1922
塚	$ddcmd(塚,塚[vst])	vstn#序1921
衷	$ddcmd(衷,衷[vsw])	vswy#序1920
忠	$ddcmd(忠,忠[vsx])	vsxa#序1919
贮	$ddcmd(贮,贮[vub])	vuba#序1918
著	$ddcmd(著,著[vcc])	vuco#序1917
主	$ddcmd(主,主[vu])	vudw#序1916
注	$ddcmd(注,注[vud])	vudw#序1915
拄	$ddcmd(拄,拄[vuf])	vufw#序1914
烛	$ddcmd(烛,烛[vuh])	vuhi#序1913
蛛	$ddcmd(蛛,蛛[vui])	vuin#序1912
铸	$ddcmd(铸,铸[vuj])	vujc#序1911
嘱	$ddcmd(嘱,嘱[vuk])	vukd#序1910
驻	$ddcmd(驻,驻[vum])	vumw#序1909
瞩	$ddcmd(瞩,瞩[vuo])	vuod#序1908
朱	$ddcmd(朱,朱[vup])	vupn#序1907
助	$ddcmd(助,助[vuq])	vuql#序1906
住	$ddcmd(住,住[vur])	vurw#序1905
属	$ddcmd(属,属[uuu])	vuud#序1904
筑	$ddcmd(筑,筑[vuv])	vuvd#序1903
珠	$ddcmd(珠,珠[vuw])	vuwn#序1902
著	$ddcmd(著,著[vcc])	vuyo#序1901
逐	$ddcmd(逐,逐[vuz])	vuza#序1900
赘	$ddcmd(赘,赘[vvb])	vvbf#序1899
揣	$ddcmd(揣,揣[ik])	vvfa#序1898
锥	$ddcmd(锥,锥[vvj])	vvjf#序1897
椎	$ddcmd(椎,椎[ivm])	vvmf#序1896
缀	$ddcmd(缀,缀[vvs])	vvsy#序1895
坠	$ddcmd(坠,坠[vvt])	vvte#序1894
追	$ddcmd(追,追[vv])	vvzp#序1893
这	$ddcmd(这,这[v])	vwzw#序1892
這	$ddcmd(這,這[vezy])	vwzy#序1891
抓	$ddcmd(抓,抓[vx])	vxfv#序1890
挝	$ddcmd(挝,挝[vxf])	vxfz#序1889
爪	$ddcmd(爪,爪[vcp])	vxpn#序1888
屯	$ddcmd(屯,屯[tya])	vyav#序1887
准	$ddcmd(准,准[vy])	vydf#序1886
淳	$ddcmd(淳,淳[iyd])	vydz#序1885
準	$ddcmd(準,準[vyu])	vyuf#序1884
谆	$ddcmd(谆,谆[vyy])	vyyz#序1883
冑	$ddcmd(冑,冑[vza])	vzao#序1882
宙	$ddcmd(宙,宙[vzb])	vzba#序1881
州	$ddcmd(州,州[vzd])	vzda#序1880
帚	$ddcmd(帚,帚[vze])	vzej#序1879
轴	$ddcmd(轴,轴[vzi])	vzia#序1878
咒	$ddcmd(咒,咒[vzj])	vzjk#序1877
呪	$ddcmd(呪,呪[vzk])	vzke#序1876
骤	$ddcmd(骤,骤[vzm])	vzmn#序1875
肘	$ddcmd(肘,肘[vzo])	vzoc#序1874
舟	$ddcmd(舟,舟[vzp])	vzpd#序1873
周	$ddcmd(周,周[vz])	vzpk#序1872
紂	$ddcmd(紂,紂[vzs])	vzsc#序1871
昼	$ddcmd(昼,昼[vzu])	vzua#序1870
诌	$ddcmd(诌,诌[vzy])	vzye#序1869
週	$ddcmd(週,週[vzz])	vzzk#序1868
凹	$ddcmd(凹,凹[aoa])	waaa#序1867
瓦	$ddcmd(瓦,瓦[wa])	waad#序1866
洼	$ddcmd(洼,洼[wad])	wadt#序1865
挖	$ddcmd(挖,挖[waf])	wafg#序1864
蛙	$ddcmd(蛙,蛙[wai])	wait#序1863
哇	$ddcmd(哇,哇[wak])	wakt#序1862
娃	$ddcmd(娃,娃[wan])	want#序1861
袜	$ddcmd(袜,袜[wap])	wapn#序1860
歪	$ddcmd(歪,歪[wda])	wdav#序1859
外	$ddcmd(外,外[wd])	wdpd#序1858
瘟	$ddcmd(瘟,瘟[wfb])	wfbm#序1857
温	$ddcmd(温,温[wfd])	wfdm#序1856
揾	$ddcmd(揾,揾[wff])	wffm#序1855
稳	$ddcmd(稳,稳[wfh])	wfhx#序1854
蚊	$ddcmd(蚊,蚊[wfi])	wfiw#序1853
吻	$ddcmd(吻,吻[wfk])	wfkp#序1852
闻	$ddcmd(闻,闻[wfm])	wfme#序1851
问	$ddcmd(问,问[wf])	wfmk#序1850
纹	$ddcmd(纹,纹[wfs])	wfsw#序1849
塭	$ddcmd(塭,塭[wft])	wftm#序1848
文	$ddcmd(文,文[wfw])	wfwx#序1847
瓮	$ddcmd(瓮,瓮[wgb])	wgbw#序1846
翁	$ddcmd(翁,翁[wg])	wgby#序1845
嗡	$ddcmd(嗡,嗡[wgk])	wgky#序1844
王	$ddcmd(王,王[wh])	what#序1843
汪	$ddcmd(汪,汪[whd])	whdw#序1842
輞	$ddcmd(輞,輞[whi])	whiv#序1841
网	$ddcmd(网,网[whk])	whkx#序1840
枉	$ddcmd(枉,枉[whm])	whmw#序1839
旺	$ddcmd(旺,旺[who])	whow#序1838
往	$ddcmd(往,往[whr])	whrw#序1837
網	$ddcmd(網,網[whs])	whsv#序1836
望	$ddcmd(望,望[whw])	whww#序1835
忘	$ddcmd(忘,忘[whx])	whxw#序1834
万	$ddcmd(万,万[wj])	wjap#序1833
完	$ddcmd(完,完[wjb])	wjbe#序1832
蔓	$ddcmd(蔓,蔓[mjc])	wjcy#序1831
湾	$ddcmd(湾,湾[wjd])	wjdg#序1830
顽	$ddcmd(顽,顽[wje])	wjea#序1829
挽	$ddcmd(挽,挽[wjf])	wjfv#序1828
丸	$ddcmd(丸,丸[wjg])	wjgd#序1827
烷	$ddcmd(烷,烷[wjh])	wjhe#序1826
椀	$ddcmd(椀,椀[wjm])	wjmv#序1825
婉	$ddcmd(婉,婉[wjn])	wjnv#序1824
晚	$ddcmd(晚,晚[wjo])	wjov#序1823
綰	$ddcmd(綰,綰[wjs])	wjsk#序1822
塆	$ddcmd(塆,塆[wjt])	wjtg#序1821
碗	$ddcmd(碗,碗[wju])	wjuv#序1820
玩	$ddcmd(玩,玩[wjw])	wjwe#序1819
惋	$ddcmd(惋,惋[wjx])	wjxv#序1818
窝	$ddcmd(窝,窝[wob])	wobd#序1817
萵	$ddcmd(萵,萵[woc])	wock#序1816
沃	$ddcmd(沃,沃[wod])	wodd#序1815
握	$ddcmd(握,握[wo])	woft#序1814
挝	$ddcmd(挝,挝[vxf])	wofz#序1813
蜗	$ddcmd(蜗,蜗[woi])	woid#序1812
卧	$ddcmd(卧,卧[wok])	wokd#序1811
我	$ddcmd(我,我[w])	wopd#序1810
倭	$ddcmd(倭,倭[wor])	worn#序1809
斡	$ddcmd(斡,斡[wou])	wouu#序1808
五	$ddcmd(五,五[wua])	wuaa#序1807
无	$ddcmd(无,无[moa])	wuav#序1806
芜	$ddcmd(芜,芜[wuc])	wucv#序1805
污	$ddcmd(污,污[wud])	wudg#序1804
捂	$ddcmd(捂,捂[wuf])	wufk#序1803
巫	$ddcmd(巫,巫[wug])	wugr#序1802
钨	$ddcmd(钨,钨[wuj])	wuja#序1801
吴	$ddcmd(吴,吴[wuk])	wukd#序1800
梧	$ddcmd(梧,梧[wum])	wumk#序1799
物	$ddcmd(物,物[wun])	wunp#序1798
晤	$ddcmd(晤,晤[wuo])	wuok#序1797
乌	$ddcmd(乌,乌[wup])	wupa#序1796
舞	$ddcmd(舞,舞[wur])	wura#序1795
務	$ddcmd(務,務[wus])	wusl#序1794
坞	$ddcmd(坞,坞[wut])	wuta#序1793
屋	$ddcmd(屋,屋[wuu])	wuut#序1792
武	$ddcmd(武,武[wuv])	wuvd#序1791
务	$ddcmd(务,务[wuw])	wuwl#序1790
恶	$ddcmd(恶,恶[eex])	wuxa#序1789
误	$ddcmd(误,误[wuy])	wuyd#序1788
未	$ddcmd(未,未[wwa])	wwan#序1787
危	$ddcmd(危,危[wwd])	wwdv#序1786
卫	$ddcmd(卫,卫[wwe])	wwea#序1785
威	$ddcmd(威,威[wwg])	wwgn#序1784
委	$ddcmd(委,委[wwh])	wwhn#序1783
幃	$ddcmd(幃,幃[wwj])	wwja#序1782
围	$ddcmd(围,围[wwk])	wwka#序1781
为	$ddcmd(为,为[ww])	wwld#序1780
桅	$ddcmd(桅,桅[wwm])	wwmv#序1779
位	$ddcmd(位,位[wwr])	wwrl#序1778
维	$ddcmd(维,维[wws])	wwsf#序1777
畏	$ddcmd(畏,畏[wwt])	wwtn#序1776
尾	$ddcmd(尾,尾[wwu])	wwum#序1775
慰	$ddcmd(慰,慰[wwx])	wwxu#序1774
谓	$ddcmd(谓,谓[wwy])	wwyo#序1773
违	$ddcmd(违,违[wwz])	wwza#序1772
薪	$ddcmd(薪,薪[xbc])	xbcj#序1771
心	$ddcmd(心,心[xb])	xbdd#序1770
訢	$ddcmd(訢,訢[xbi])	xbij#序1769
欣	$ddcmd(欣,欣[xbj])	xbjq#序1768
新	$ddcmd(新,新[xbl])	xblj#序1767
信	$ddcmd(信,信[xbr])	xbrk#序1766
馨	$ddcmd(馨,馨[xbu])	xbuo#序1765
衅	$ddcmd(衅,衅[xbx])	xbxa#序1764
西	$ddcmd(西,西[xi])	xiaa#序1763
卌	$ddcmd(卌,卌[xia])	xiaa#序1762
昔	$ddcmd(昔,昔[xic])	xico#序1761
洗	$ddcmd(洗,洗[xid])	xide#序1760
隙	$ddcmd(隙,隙[xie])	xiex#序1759
扱	$ddcmd(扱,扱[xif])	xifn#序1758
习	$ddcmd(习,习[xig])	xiga#序1757
稀	$ddcmd(稀,稀[xih])	xihj#序1756
訢	$ddcmd(訢,訢[xbi])	xiij#序1755
锡	$ddcmd(锡,锡[xij])	xijp#序1754
吸	$ddcmd(吸,吸[xik])	xikn#序1753
袭	$ddcmd(袭,袭[xil])	xily#序1752
析	$ddcmd(析,析[xim])	ximj#序1751
牺	$ddcmd(牺,牺[xin])	xinx#序1750
膝	$ddcmd(膝,膝[xio])	xiod#序1749
系	$ddcmd(系,系[jips])	xips#序1748
係	$ddcmd(係,係[jips])	xirx#序1747
细	$ddcmd(细,细[xis])	xist#序1746
喜	$ddcmd(喜,喜[xiu])	xiuk#序1745
息	$ddcmd(息,息[xix])	xixp#序1744
戏	$ddcmd(戏,戏[xiy])	xiyg#序1743
形	$ddcmd(形,形[xka])	xkap#序1742
刑	$ddcmd(刑,刑[xkd])	xkda#序1741
邢	$ddcmd(邢,邢[xke])	xkea#序1740
杏	$ddcmd(杏,杏[xkm])	xkmk#序1739
姓	$ddcmd(姓,姓[xkn])	xknf#序1738
星	$ddcmd(星,星[xko])	xkof#序1737
興	$ddcmd(興,興[xkp])	xkpb#序1736
猩	$ddcmd(猩,猩[xkq])	xkqf#序1735
行	$ddcmd(行,行[hh])	xkrd#序1734
倖	$ddcmd(倖,倖[xkr])	xkru#序1733
幸	$ddcmd(幸,幸[xkt])	xktu#序1732
性	$ddcmd(性,性[xkx])	xkxf#序1731
醒	$ddcmd(醒,醒[xky])	xkyf#序1730
巷	$ddcmd(巷,巷[hhc])	xlcv#序1729
象	$ddcmd(象,象[xld])	xldn#序1728
降	$ddcmd(降,降[jle])	xlea#序1727
项	$ddcmd(项,项[xlg])	xlga#序1726
香	$ddcmd(香,香[xlh])	xlho#序1725
厢	$ddcmd(厢,厢[xli])	xlio#序1724
镶	$ddcmd(镶,镶[xlj])	xljy#序1723
响	$ddcmd(响,响[xlk])	xlkk#序1722
相	$ddcmd(相,相[xlm])	xlmo#序1721
向	$ddcmd(向,向[xlp])	xlpk#序1720
像	$ddcmd(像,像[xlr])	xlrn#序1719
響	$ddcmd(響,響[xls])	xlso#序1718
餉	$ddcmd(餉,餉[xlu])	xluk#序1717
乡	$ddcmd(乡,乡[xlv])	xlvp#序1716
享	$ddcmd(享,享[xlw])	xlwz#序1715
想	$ddcmd(想,想[xl])	xlxm#序1714
翔	$ddcmd(翔,翔[xly])	xlyy#序1713
鲜	$ddcmd(鲜,鲜[xma])	xmay#序1712
贤	$ddcmd(贤,贤[xmb])	xmba#序1711
莧	$ddcmd(莧,莧[xmc])	xmcj#序1710
涎	$ddcmd(涎,涎[xmd])	xmdv#序1709
险	$ddcmd(险,险[xme])	xmea#序1708
掀	$ddcmd(掀,掀[xmf])	xmfq#序1707
弦	$ddcmd(弦,弦[xmg])	xmgs#序1706
蜆	$ddcmd(蜆,蜆[xmi])	xmij#序1705
铣	$ddcmd(铣,铣[xije])	xmje#序1704
啣	$ddcmd(啣,啣[xmk])	xmke#序1703
闲	$ddcmd(闲,闲[xmm])	xmmm#序1702
先	$ddcmd(先,先[xmn])	xmne#序1701
显	$ddcmd(显,显[xmo])	xmoa#序1700
县	$ddcmd(县,县[xmq])	xmqs#序1699
仙	$ddcmd(仙,仙[xmr])	xmre#序1698
线	$ddcmd(线,线[xms])	xmsg#序1697
献	$ddcmd(献,献[xmu])	xmuq#序1696
舷	$ddcmd(舷,舷[xmv])	xmvs#序1695
现	$ddcmd(现,现[xm])	xmwj#序1694
現	$ddcmd(現,現[xmw])	xmwj#序1693
羡	$ddcmd(羡,羡[xmy])	xmyr#序1692
小	$ddcmd(小,小[x])	xnad#序1691
宵	$ddcmd(宵,宵[xnb])	xnbo#序1690
萧	$ddcmd(萧,萧[xnc])	xnca#序1689
消	$ddcmd(消,消[xnd])	xndo#序1688
销	$ddcmd(销,销[xnj])	xnjo#序1687
啸	$ddcmd(啸,啸[xnk])	xnka#序1686
校	$ddcmd(校,校[jnm])	xnmf#序1685
鸮	$ddcmd(鸮,鸮[xnn])	xnnk#序1684
晓	$ddcmd(晓,晓[xno])	xnoe#序1683
傚	$ddcmd(傚,傚[xnr])	xnrw#序1682
孝	$ddcmd(孝,孝[xnt])	xntz#序1681
硝	$ddcmd(硝,硝[xnu])	xnuo#序1680
簫	$ddcmd(簫,簫[xnv])	xnva#序1679
笑	$ddcmd(笑,笑[xn])	xnvd#序1678
效	$ddcmd(效,效[xnw])	xnww#序1677
肖	$ddcmd(肖,肖[xnx])	xnxo#序1676
霄	$ddcmd(霄,霄[xny])	xnyo#序1675
鮭	$ddcmd(鮭,鮭[gvat])	xpat#序1674
写	$ddcmd(写,写[xpb])	xpba#序1673
葉	$ddcmd(葉,葉[xpc])	xpcm#序1672
泄	$ddcmd(泄,泄[xpd])	xpdv#序1671
邪	$ddcmd(邪,邪[xpe])	xpea#序1670
些	$ddcmd(些,些[xp])	xpev#序1669
携	$ddcmd(携,携[xpf])	xpfp#序1668
鞋	$ddcmd(鞋,鞋[xpg])	xpgt#序1667
蝎	$ddcmd(蝎,蝎[xpi])	xpiv#序1666
解	$ddcmd(解,解[jpj])	xpjn#序1665
叶	$ddcmd(叶,叶[xpk])	xpku#序1664
脅	$ddcmd(脅,脅[xpl])	xplo#序1663
械	$ddcmd(械,械[xpm])	xpmc#序1662
胁	$ddcmd(胁,胁[xpo])	xpod#序1661
血	$ddcmd(血,血[xpp])	xppm#序1660
斜	$ddcmd(斜,斜[xpr])	xpru#序1659
紲	$ddcmd(紲,紲[xps])	xpsv#序1658
协	$ddcmd(协,协[xpu])	xpud#序1657
褻	$ddcmd(褻,褻[xpw])	xpwy#序1656
懈	$ddcmd(懈,懈[xpx])	xpxn#序1655
谢	$ddcmd(谢,谢[xpy])	xpyc#序1654
宿	$ddcmd(宿,宿[sub])	xqbb#序1653
秀	$ddcmd(秀,秀[xqh])	xqhp#序1652
锈	$ddcmd(锈,锈[xqj])	xqjp#序1651
嗅	$ddcmd(嗅,嗅[xqk])	xqkq#序1650
朽	$ddcmd(朽,朽[xqm])	xqmg#序1649
袖	$ddcmd(袖,袖[xqp])	xqpa#序1648
休	$ddcmd(休,休[xqr])	xqrm#序1647
修	$ddcmd(修,修[xq])	xqrp#序1646
绣	$ddcmd(绣,绣[xqs])	xqsp#序1645
羞	$ddcmd(羞,羞[xqy])	xqya#序1644
宣	$ddcmd(宣,宣[xrb])	xrba#序1643
萱	$ddcmd(萱,萱[xrc])	xrca#序1642
旋	$ddcmd(旋,旋[xrf])	xrfr#序1641
烜	$ddcmd(烜,烜[xrh])	xrha#序1640
轩	$ddcmd(轩,轩[xri])	xriu#序1639
鉉	$ddcmd(鉉,鉉[xrj])	xrjd#序1638
喧	$ddcmd(喧,喧[xrk])	xrka#序1637
眩	$ddcmd(眩,眩[xro])	xros#序1636
衒	$ddcmd(衒,衒[xrr])	xrrd#序1635
绚	$ddcmd(绚,绚[xrs])	xrso#序1634
玄	$ddcmd(玄,玄[xrw])	xrws#序1633
悬	$ddcmd(悬,悬[xrx])	xrxq#序1632
諼	$ddcmd(諼,諼[xry])	xryy#序1631
選	$ddcmd(選,選[xrz])	xrzb#序1630
选	$ddcmd(选,选[xr])	xrzn#序1629
汹	$ddcmd(汹,汹[xsd])	xsdk#序1628
匈	$ddcmd(匈,匈[xsg])	xsgk#序1627
熊	$ddcmd(熊,熊[xsh])	xshs#序1626
兄	$ddcmd(兄,兄[xs])	xske#序1625
凶	$ddcmd(凶,凶[xsk])	xskx#序1624
胸	$ddcmd(胸,胸[xso])	xsok#序1623
雄	$ddcmd(雄,雄[xsu])	xsuf#序1622
穴	$ddcmd(穴,穴[xtb])	xtbb#序1621
薛	$ddcmd(薛,薛[xtc])	xtcu#序1620
削	$ddcmd(削,削[xndx])	xtdx#序1619
靴	$ddcmd(靴,靴[xtg])	xtgv#序1618
血	$ddcmd(血,血[xpp])	xtpm#序1617
峃	$ddcmd(峃,峃[xtx])	xtxe#序1616
学	$ddcmd(学,学[xt])	xtxz#序1615
雪	$ddcmd(雪,雪[xty])	xtye#序1614
蓄	$ddcmd(蓄,蓄[xuc])	xuct#序1613
序	$ddcmd(序,序[xug])	xuga#序1612
虚	$ddcmd(虚,虚[xuh])	xuha#序1611
旭	$ddcmd(旭,旭[xuj])	xujo#序1610
吁	$ddcmd(吁,吁[xuk])	xuku#序1609
婿	$ddcmd(婿,婿[xun])	xuno#序1608
勗	$ddcmd(勗,勗[xuo])	xuol#序1607
须	$ddcmd(须,须[xup])	xupa#序1606
徐	$ddcmd(徐,徐[xur])	xurh#序1605
续	$ddcmd(续,续[xus])	xusd#序1604
墟	$ddcmd(墟,墟[xut])	xuta#序1603
粛	$ddcmd(粛,粛[suva])	xuva#序1602
畜	$ddcmd(畜,畜[iuw])	xuwt#序1601
恤	$ddcmd(恤,恤[xux])	xuxx#序1600
需	$ddcmd(需,需[xuy])	xuya#序1599
许	$ddcmd(许,许[xu])	xuyu#序1598
下	$ddcmd(下,下[xx])	xxad#序1597
夏	$ddcmd(夏,夏[xxa])	xxaw#序1596
峡	$ddcmd(峡,峡[xxe])	xxen#序1595
煆	$ddcmd(煆,煆[xxh])	xxhy#序1594
厦	$ddcmd(厦,厦[uai])	xxiw#序1593
吓	$ddcmd(吓,吓[hekd])	xxkd#序1592
榎	$ddcmd(榎,榎[xxm])	xxmw#序1591
瞎	$ddcmd(瞎,瞎[xxo])	xxok#序1590
狭	$ddcmd(狭,狭[xxq])	xxqn#序1589
侠	$ddcmd(侠,侠[xxr])	xxrn#序1588
霞	$ddcmd(霞,霞[xxy])	xxyy#序1587
薫	$ddcmd(薫,薫[xyc])	xych#序1586
殉	$ddcmd(殉,殉[xyd])	xydo#序1585
寻	$ddcmd(寻,寻[xy])	xyec#序1584
尋	$ddcmd(尋,尋[xye])	xyec#序1583
旬	$ddcmd(旬,旬[xyg])	xygo#序1582
熏	$ddcmd(熏,熏[xyh])	xyhp#序1581
勋	$ddcmd(勋,勋[xyk])	xykl#序1580
驯	$ddcmd(驯,驯[xym])	xyma#序1579
瞓	$ddcmd(瞓,瞓[ffo])	xyoa#序1578
循	$ddcmd(循,循[xyr])	xyro#序1577
壎	$ddcmd(壎,壎[xyt])	xyth#序1576
巽	$ddcmd(巽,巽[xyv])	xyvb#序1575
训	$ddcmd(训,训[xyy])	xyya#序1574
迅	$ddcmd(迅,迅[xyz])	xyzv#序1573
亚	$ddcmd(亚,亚[ya])	yaaa#序1572
雅	$ddcmd(雅,雅[yaa])	yaaf#序1571
丫	$ddcmd(丫,丫[yab])	yaba#序1570
芽	$ddcmd(芽,芽[yac])	yacp#序1569
涯	$ddcmd(涯,涯[yad])	yadt#序1568
崖	$ddcmd(崖,崖[yae])	yaet#序1567
押	$ddcmd(押,押[yaf])	yafa#序1566
压	$ddcmd(压,压[yai])	yaid#序1565
呀	$ddcmd(呀,呀[yak])	yakp#序1564
鸦	$ddcmd(鸦,鸦[yan])	yana#序1563
氬	$ddcmd(氬,氬[yaq])	yaqa#序1562
衙	$ddcmd(衙,衙[yar])	yard#序1561
讶	$ddcmd(讶,讶[yay])	yayp#序1560
寅	$ddcmd(寅,寅[ybb])	ybbb#序1559
茵	$ddcmd(茵,茵[ybc])	ybcd#序1558
淫	$ddcmd(淫,淫[ybd])	ybdu#序1557
隐	$ddcmd(隐,隐[ybe])	ybex#序1556
引	$ddcmd(引,引[ybg])	ybga#序1555
訢	$ddcmd(訢,訢[xbi])	ybij#序1554
银	$ddcmd(银,银[ybj])	ybjn#序1553
因	$ddcmd(因,因[yb])	ybkd#序1552
吟	$ddcmd(吟,吟[ybk])	ybkv#序1551
音	$ddcmd(音,音[ybl])	yblo#序1550
姻	$ddcmd(姻,姻[ybn])	ybnd#序1549
殷	$ddcmd(殷,殷[ybp])	ybpy#序1548
饮	$ddcmd(饮,饮[ybu])	ybur#序1547
尹	$ddcmd(尹,尹[ybv])	ybvp#序1546
尧	$ddcmd(尧,尧[yca])	ycae#序1545
窑	$ddcmd(窑,窑[ycb])	ycbf#序1544
药	$ddcmd(药,药[ycc])	yccd#序1543
摇	$ddcmd(摇,摇[ycf])	ycff#序1542
耀	$ddcmd(耀,耀[ycg])	ycgf#序1541
焼	$ddcmd(焼,焼[uche])	yche#序1540
钥	$ddcmd(钥,钥[ycj])	ycjo#序1539
咬	$ddcmd(咬,咬[yck])	yckf#序1538
榣	$ddcmd(榣,榣[ycm])	ycmf#序1537
妖	$ddcmd(妖,妖[ycn])	ycnd#序1536
腰	$ddcmd(腰,腰[yco])	ycon#序1535
么	$ddcmd(么,么[me])	ycps#序1534
侥	$ddcmd(侥,侥[jnr])	ycre#序1533
約	$ddcmd(約,約[ycs])	ycsd#序1532
垚	$ddcmd(垚,垚[yct])	yctt#序1531
尭	$ddcmd(尭,尭[ycu])	ycue#序1530
舀	$ddcmd(舀,舀[ycv])	ycva#序1529
瑶	$ddcmd(瑶,瑶[ycw])	ycwf#序1528
要	$ddcmd(要,要[yc])	ycxn#序1527
肴	$ddcmd(肴,肴[ycx])	ycxo#序1526
谣	$ddcmd(谣,谣[ycy])	ycyf#序1525
遥	$ddcmd(遥,遥[ycz])	yczv#序1524
业	$ddcmd(业,业[yea])	yeaa#序1523
页	$ddcmd(页,页[yeb])	yeba#序1522
葉	$ddcmd(葉,葉[xpc])	yecm#序1521
液	$ddcmd(液,液[yed])	yedn#序1520
邪	$ddcmd(邪,邪[xpe])	yeea#序1519
爷	$ddcmd(爷,爷[yef])	yefe#序1518
靨	$ddcmd(靨,靨[yei])	yeia#序1517
叶	$ddcmd(叶,叶[xpk])	yeku#序1516
椰	$ddcmd(椰,椰[yem])	yeme#序1515
腋	$ddcmd(腋,腋[yeo])	yeod#序1514
也	$ddcmd(也,也[ye])	yevv#序1513
夜	$ddcmd(夜,夜[yew])	yewd#序1512
謁	$ddcmd(謁,謁[yey])	yeyv#序1511
央	$ddcmd(央,央[yha])	yhan#序1510
羊	$ddcmd(羊,羊[yhb])	yhba#序1509
洋	$ddcmd(洋,洋[yhd])	yhdy#序1508
阳	$ddcmd(阳,阳[yhe])	yheo#序1507
扬	$ddcmd(扬,扬[yhf])	yhfp#序1506
秧	$ddcmd(秧,秧[yhh])	yhhn#序1505
杨	$ddcmd(杨,杨[yhm])	yhmp#序1504
样	$ddcmd(样,样[yh])	yhmy#序1503
暘	$ddcmd(暘,暘[yho])	yhop#序1502
氧	$ddcmd(氧,氧[yhq])	yhqy#序1501
仰	$ddcmd(仰,仰[yhr])	yhre#序1500
养	$ddcmd(养,养[yhy])	yhya#序1499
一	$ddcmd(一,一[y])	yiaa#序1498
夷	$ddcmd(夷,夷[yia])	yian#序1497
宜	$ddcmd(宜,宜[yib])	yibq#序1496
艺	$ddcmd(艺,艺[yic])	yicg#序1495
溢	$ddcmd(溢,溢[yid])	yidm#序1494
屹	$ddcmd(屹,屹[yie])	yieg#序1493
抑	$ddcmd(抑,抑[yif])	yife#序1492
乙	$ddcmd(乙,乙[yig])	yigg#序1491
移	$ddcmd(移,移[yih])	yihd#序1490
蚁	$ddcmd(蚁,蚁[yii])	yiid#序1489
铱	$ddcmd(铱,铱[yij])	yijy#序1488
医	$ddcmd(医,医[yik])	yiku#序1487
毅	$ddcmd(毅,毅[yil])	yily#序1486
益	$ddcmd(益,益[yim])	yimq#序1485
姨	$ddcmd(姨,姨[yin])	yinn#序1484
易	$ddcmd(易,易[yio])	yiop#序1483
疑	$ddcmd(疑,疑[yip])	yipr#序1482
依	$ddcmd(依,依[yir])	yiry#序1481
矣	$ddcmd(矣,矣[yis])	yisu#序1480
異	$ddcmd(異,異[yit])	yitb#序1479
壹	$ddcmd(壹,壹[yiu])	yiud#序1478
以	$ddcmd(以,以[yi])	yivr#序1477
已	$ddcmd(已,已[yiv])	yivv#序1476
衣	$ddcmd(衣,衣[yiw])	yiwy#序1475
意	$ddcmd(意,意[yix])	yixl#序1474
议	$ddcmd(议,议[yiy])	yiyd#序1473
逸	$ddcmd(逸,逸[yiz])	yizd#序1472
严	$ddcmd(严,严[yja])	yjai#序1471
宴	$ddcmd(宴,宴[yjb])	yjbn#序1470
演	$ddcmd(演,演[yjd])	yjdb#序1469
岩	$ddcmd(岩,岩[yje])	yjeu#序1468
掩	$ddcmd(掩,掩[yjf])	yjfv#序1467
烟	$ddcmd(烟,烟[yjh])	yjhd#序1466
厌	$ddcmd(厌,厌[yji])	yjiq#序1465
咽	$ddcmd(咽,咽[yekd])	yjkd#序1464
颜	$ddcmd(颜,颜[yjl])	yjla#序1463
验	$ddcmd(验,验[yjm])	yjma#序1462
眼	$ddcmd(眼,眼[yj])	yjon#序1461
晏	$ddcmd(晏,晏[yjo])	yjon#序1460
殷	$ddcmd(殷,殷[ybp])	yjpy#序1459
衍	$ddcmd(衍,衍[yjr])	yjrd#序1458
堰	$ddcmd(堰,堰[yjt])	yjtn#序1457
研	$ddcmd(研,研[yju])	yjuc#序1456
黡	$ddcmd(黡,黡[yjv])	yjvi#序1455
言	$ddcmd(言,言[yjw])	yjwk#序1454
厳	$ddcmd(厳,厳[yjx])	yjxw#序1453
谚	$ddcmd(谚,谚[yjy])	yjyp#序1452
延	$ddcmd(延,延[yjz])	yjzp#序1451
英	$ddcmd(英,英[ykc])	ykcn#序1450
罌	$ddcmd(罌,罌[ykf])	ykfb#序1449
应	$ddcmd(应,应[yk])	ykga#序1448
鹰	$ddcmd(鹰,鹰[ykg])	ykgn#序1447
鶯	$ddcmd(鶯,鶯[ykh])	ykhn#序1446
蝇	$ddcmd(蝇,蝇[yki])	ykiv#序1445
嚶	$ddcmd(嚶,嚶[ykk])	ykkn#序1444
盈	$ddcmd(盈,盈[ykm])	ykmg#序1443
婴	$ddcmd(婴,婴[ykn])	yknb#序1442
影	$ddcmd(影,影[yko])	ykop#序1441
颖	$ddcmd(颖,颖[ykp])	ykpa#序1440
缨	$ddcmd(缨,缨[yks])	yksn#序1439
