啊	a#序60000
$ddcmd(纯,纯[iys])	iysv#序3785
$ddcmd(醇,醇[iyy])	iyyz#序3784
$ddcmd(抽,抽[izf])	izfa#序3783
$ddcmd(稠,稠[izh])	izhk#序3782
$ddcmd(瞅,瞅[izo])	izoh#序3780
$ddcmd(臭,臭[izp])	izpq#序3779
$ddcmd(仇,仇[iz])	izrj#序3777
$ddcmd(绸,绸[izs])	izsk#序3776
$ddcmd(畴,畴[izt])	iztc#序3775
$ddcmd(丑,丑[izv])	izva#序3774
$ddcmd(愁,愁[izx])	izxh#序3773
$ddcmd(酬,酬[izy])	izya#序3772
$ddcmd(踌,踌[izz])	izzc#序3771
$ddcmd(紧,紧[jba])	jbas#序3770
$ddcmd(津,津[jbd])	jbda#序3768
$ddcmd(靳,靳[jbg])	jbgj#序3767
$ddcmd(烬,烬[jbh])	jbhd#序3766
$ddcmd(锦,锦[jbj])	jbjj#序3765
$ddcmd(禁,禁[jbm])	jbmx#序3763
$ddcmd(斤,斤[jbp])	jbpa#序3761
$ddcmd(金,金[jbr])	jbrb#序3760
$ddcmd(尽,尽[jbu])	jbud#序3758
$ddcmd(劲,劲[jbv])	jbvl#序3757
$ddcmd(谨,谨[jby])	jbya#序3756
$ddcmd(进,进[jb])	jbza#序3755
$ddcmd(近,近[jbz])	jbzj#序3754
$ddcmd(击,击[jia])	jiak#序3753
$ddcmd(疾,疾[jib])	jibu#序3752
$ddcmd(藉,藉[jic])	jico#序3751
$ddcmd(奇,奇[jid])	jidk#序3750
$ddcmd(即,即[jie])	jiev#序3749
$ddcmd(技,技[jif])	jify#序3748
$ddcmd(积,积[jih])	jihb#序3747
$ddcmd(辑,辑[jii])	jiie#序3746
$ddcmd(机,机[jim])	jimj#序3744
$ddcmd(鸡,鸡[jin])	jiny#序3743
$ddcmd(肌,肌[jio])	jioj#序3742
$ddcmd(几,几[jip])	jipg#序3741
$ddcmd(藉,藉[jic])	jiro#序3740
$ddcmd(给,给[gw])	jisk#序3739
$ddcmd(基,基[jit])	jitq#序3738
$ddcmd(吉,吉[jiu])	jiuk#序3737
$ddcmd(己,己[ji])	jivv#序3736
$ddcmd(既,既[jiv])	jivv#序3735
$ddcmd(急,急[jix])	jixd#序3733
$ddcmd(记,记[jiy])	jiyv#序3732
$ddcmd(迹,迹[jiz])	jizw#序3731
$ddcmd(井,井[jka])	jkaa#序3730
$ddcmd(痉,痉[jkb])	jkbg#序3729
$ddcmd(茎,茎[jkc])	jkcg#序3728
$ddcmd(净,净[jkd])	jkda#序3727
$ddcmd(静,静[jkf])	jkfa#序3726
$ddcmd(镜,镜[jkj])	jkje#序3725
$ddcmd(竟,竟[jkl])	jkle#序3724
$ddcmd(精,精[jkm])	jkmo#序3723
$ddcmd(睛,睛[jko])	jkoo#序3722
$ddcmd(径,径[jkr])	jkrg#序3721
$ddcmd(经,经[jk])	jksg#序3720
$ddcmd(境,境[jkt])	jkte#序3718
$ddcmd(兢,兢[jku])	jkue#序3717
$ddcmd(劲,劲[jbv])	jkvl#序3716
$ddcmd(京,京[jkw])	jkwx#序3715
$ddcmd(惊,惊[jkx])	jkxx#序3714
$ddcmd(警,警[jky])	jkyc#序3713
$ddcmd(蒋,蒋[jlc])	jlcc#序3711
$ddcmd(将,将[jl])	jldc#序3710
$ddcmd(江,江[jld])	jldg#序3709
$ddcmd(降,降[jle])	jlea#序3708
$ddcmd(强,强[jlg])	jlgi#序3707
$ddcmd(匠,匠[jlk])	jlkj#序3706
$ddcmd(桨,桨[jlm])	jlmd#序3705
$ddcmd(僵,僵[jlr])	jlra#序3704
$ddcmd(讲,讲[jly])	jlya#序3702
$ddcmd(柬,柬[jma])	jman#序3701
$ddcmd(贱,贱[jmb])	jmbg#序3700
$ddcmd(荐,荐[jmc])	jmcz#序3699
$ddcmd(剑,剑[jmd])	jmdr#序3698
$ddcmd(捡,捡[jmf])	jmfa#序3697
$ddcmd(肩,肩[jmh])	jmho#序3695
$ddcmd(键,键[jmj])	jmjz#序3694
$ddcmd(见,见[jm])	jmkv#序3693
$ddcmd(间,间[jmm])	jmmo#序3691
$ddcmd(奸,奸[jmn])	jmnu#序3690
$ddcmd(兼,兼[jmq])	jmqn#序3688
$ddcmd(件,件[jmr])	jmrn#序3687
$ddcmd(缄,缄[jms])	jmsk#序3686
$ddcmd(坚,坚[jmt])	jmta#序3685
$ddcmd(碱,碱[jmu])	jmuk#序3684
$ddcmd(简,简[jmv])	jmvo#序3683
$ddcmd(尖,尖[jmx])	jmxd#序3682
$ddcmd(艰,艰[jmy])	jmyn#序3681
$ddcmd(建,建[jmz])	jmzv#序3680
$ddcmd(窖,窖[jnb])	jnbk#序3678
$ddcmd(蕉,蕉[jnc])	jnch#序3677
$ddcmd(角,角[jnd])	jnda#序3676
$ddcmd(郊,郊[jne])	jnew#序3675
$ddcmd(搅,搅[jnf])	jnfj#序3674
$ddcmd(焦,焦[jnh])	jnhr#序3673
$ddcmd(较,较[jni])	jnif#序3672
$ddcmd(铰,铰[jnj])	jnjf#序3671
$ddcmd(叫,叫[jnk])	jnka#序3670
$ddcmd(校,校[jnm])	jnmf#序3669
$ddcmd(娇,娇[jnn])	jnna#序3668
$ddcmd(脚,脚[jno])	jnoe#序3667
$ddcmd(狡,狡[jnq])	jnqf#序3666
$ddcmd(侥,侥[jnr])	jnre#序3665
$ddcmd(绞,绞[jns])	jnsf#序3664
$ddcmd(矫,矫[jnu])	jnua#序3663
$ddcmd(教,教[jnw])	jnwt#序3661
$ddcmd(觉,觉[jn])	jnxj#序3660
$ddcmd(酵,酵[jny])	jnyz#序3658
$ddcmd(皆,皆[jpb])	jpba#序3657
$ddcmd(节,节[jpc])	jpce#序3656
$ddcmd(洁,洁[jpd])	jpdk#序3655
$ddcmd(阶,阶[jpe])	jpea#序3654
$ddcmd(接,接[jp])	jpfn#序3653
$ddcmd(捷,捷[jpf])	jpfr#序3652
$ddcmd(戒,戒[jpg])	jpgc#序3651
$ddcmd(杰,杰[jph])	jphm#序3650
$ddcmd(解,解[jpj])	jpjn#序3649
$ddcmd(竭,竭[jpl])	jplv#序3648
$ddcmd(楷,楷[jpm])	jpmb#序3647
$ddcmd(姐,姐[jpn])	jpnq#序3646
$ddcmd(睫,睫[jpo])	jpor#序3645
$ddcmd(借,借[jpr])	jpro#序3644
$ddcmd(结,结[jps])	jpsk#序3643
$ddcmd(界,界[jpt])	jpta#序3642
$ddcmd(届,届[jpu])	jpua#序3641
$ddcmd(诫,诫[jpy])	jpyd#序3639
$ddcmd(旧,旧[jqa])	jqao#序3638
$ddcmd(究,究[jqb])	jqbj#序3637
$ddcmd(酒,酒[jqd])	jqdy#序3636
$ddcmd(揪,揪[jqf])	jqfh#序3635
$ddcmd(厩,厩[jqi])	jqiv#序3634
$ddcmd(九,九[jqp])	jqpg#序3632
$ddcmd(久,久[jq])	jqpn#序3631
$ddcmd(纠,纠[jqs])	jqsa#序3630
$ddcmd(救,救[jqw])	jqwa#序3629
$ddcmd(就,就[j])	jqwd#序3628
$ddcmd(眷,眷[jrb])	jrbo#序3626
$ddcmd(卷,卷[jr])	jrbv#序3625
$ddcmd(捐,捐[jrf])	jrfo#序3624
$ddcmd(圈,圈[jrk])	jrkv#序3622
$ddcmd(娟,娟[jrn])	jrno#序3621
$ddcmd(倦,倦[jrr])	jrrv#序3620
$ddcmd(绢,绢[jrs])	jrso#序3619
$ddcmd(窘,窘[jsb])	jsbk#序3618
$ddcmd(炯,炯[js])	jshk#序3617
$ddcmd(决,决[jtd])	jtdn#序3614
$ddcmd(掘,掘[jtf])	jtfk#序3613
$ddcmd(嚼,嚼[jnkc])	jtkc#序3612
$ddcmd(倔,倔[jtr])	jtrk#序3610
$ddcmd(绝,绝[jts])	jtsv#序3609
$ddcmd(爵,爵[jtv])	jtvc#序3608
$ddcmd(觉,觉[jn])	jtxj#序3607
$ddcmd(诀,诀[jty])	jtyn#序3605
$ddcmd(车,车[ie])	juaa#序3604
$ddcmd(疽,疽[jub])	jubq#序3602
$ddcmd(菊,菊[juc])	jucm#序3601
$ddcmd(剧,剧[jud])	judu#序3600
$ddcmd(聚,聚[jue])	juen#序3599
$ddcmd(据,据[juf])	jufk#序3598
$ddcmd(句,句[gzg])	jugk#序3597
$ddcmd(炬,炬[juh])	juha#序3596
$ddcmd(锯,锯[juj])	jujk#序3594
$ddcmd(巨,巨[juk])	juka#序3593
$ddcmd(柜,柜[gvm])	juma#序3592
$ddcmd(具,具[juq])	juqb#序3590
$ddcmd(俱,俱[jur])	jurb#序3589
$ddcmd(居,居[juu])	juuk#序3588
$ddcmd(举,举[jux])	juxa#序3587
$ddcmd(距,距[juz])	juza#序3586
$ddcmd(甲,甲[jxa])	jxaa#序3585
$ddcmd(家,家[jx])	jxbn#序3584
$ddcmd(贾,贾[gubx])	jxbx#序3583
$ddcmd(茄,茄[jxc])	jxck#序3582
$ddcmd(挟,挟[jxf])	jxfn#序3579
$ddcmd(稼,稼[jxh])	jxhn#序3578
$ddcmd(钾,钾[jxj])	jxja#序3577
$ddcmd(加,加[jxl])	jxlk#序3575
$ddcmd(架,架[jxm])	jxml#序3574
$ddcmd(嫁,嫁[jxn])	jxnn#序3573
$ddcmd(价,价[jxr])	jxra#序3572
$ddcmd(嘉,嘉[jxu])	jxuk#序3571
$ddcmd(军,军[jy])	jybi#序3566
$ddcmd(菌,菌[jyc])	jych#序3564
$ddcmd(龟,龟[gvd])	jydv#序3563
$ddcmd(郡,郡[jye])	jyev#序3562
$ddcmd(钧,钧[jyj])	jyjd#序3561
$ddcmd(竣,竣[jyl])	jylw#序3560
$ddcmd(骏,骏[jym])	jymw#序3559
$ddcmd(俊,俊[jyr])	jyrw#序3558
$ddcmd(均,均[jyt])	jytd#序3557
$ddcmd(君,君[jyv])	jyvk#序3556
$ddcmd(卡,卡[ka])	kaad#序3555
$ddcmd(咯,咯[gek])	kakk#序3554
$ddcmd(拷,拷[kcf])	kcfg#序3553
$ddcmd(烤,烤[kch])	kchg#序3552
$ddcmd(靠,靠[kc])	kcna#序3550
$ddcmd(考,考[kct])	kctg#序3549
$ddcmd(开,开[kd])	kdac#序3547
$ddcmd(凯,凯[kde])	kdej#序3545
$ddcmd(揩,揩[kdf])	kdfb#序3544
$ddcmd(楷,楷[jpm])	kdmb#序3542
$ddcmd(慨,慨[kdx])	kdxv#序3541
$ddcmd(颗,颗[kea])	keaa#序3540
$ddcmd(客,客[keb])	kebk#序3539
$ddcmd(苛,苛[kec])	keck#序3538
$ddcmd(可,可[k])	kedk#序3537
$ddcmd(渴,渴[ked])	kedv#序3536
$ddcmd(刻,刻[ke])	kedw#序3535
$ddcmd(科,科[keh])	kehu#序3534
$ddcmd(咳,咳[kek])	kekr#序3532
$ddcmd(柯,柯[kem])	kemk#序3531
$ddcmd(坷,坷[ket])	ketk#序3529
$ddcmd(克,克[keu])	keue#序3528
$ddcmd(课,课[key])	keyn#序3526
$ddcmd(啃,啃[kfk])	kfko#序3523
$ddcmd(垦,垦[kft])	kftv#序3522
$ddcmd(肯,肯[kf])	kfvo#序3521
$ddcmd(恳,恳[kfx])	kfxv#序3520
$ddcmd(吭,吭[hhk])	kgkj#序3518
$ddcmd(坑,坑[kg])	kgtj#序3517
$ddcmd(扛,扛[ghf])	khfg#序3516
$ddcmd(抗,抗[kh])	khfj#序3515
$ddcmd(康,康[khg])	khgn#序3514
$ddcmd(炕,炕[khh])	khhj#序3513
$ddcmd(糠,糠[khm])	khmn#序3512
$ddcmd(亢,亢[khw])	khwj#序3511
$ddcmd(慷,慷[khx])	khxn#序3510
$ddcmd(刊,刊[kjd])	kjda#序3508
$ddcmd(槛,槛[jmmm])	kjmm#序3507
$ddcmd(勘,勘[kjq])	kjql#序3506
$ddcmd(堪,堪[kjt])	kjtv#序3504
$ddcmd(看,看[kj])	kjuo#序3503
$ddcmd(砍,砍[kju])	kjuq#序3502
$ddcmd(会,会[hv])	kkrs#序3500
$ddcmd(侩,侩[kkr])	kkrs#序3499
$ddcmd(块,块[kkt])	kktn#序3498
$ddcmd(筷,筷[kkv])	kkvn#序3497
$ddcmd(快,快[kkx])	kkxn#序3496
$ddcmd(况,况[kl])	klde#序3495
$ddcmd(匡,匡[klk])	klkw#序3492
$ddcmd(框,框[klm])	klmw#序3491
$ddcmd(眶,眶[klo])	klow#序3490
$ddcmd(狂,狂[klq])	klqw#序3489
$ddcmd(矿,矿[klu])	klug#序3487
$ddcmd(筐,筐[klv])	klvw#序3486
$ddcmd(扩,扩[kof])	kofg#序3484
$ddcmd(括,括[ko])	kofk#序3483
$ddcmd(廓,廓[kog])	koge#序3482
$ddcmd(阔,阔[kom])	komk#序3480
$ddcmd(宽,宽[kr])	krbj#序3478
$ddcmd(款,款[kru])	kruq#序3474
$ddcmd(空,空[ks])	ksbg#序3473
$ddcmd(控,控[ksf])	ksfg#序3472
$ddcmd(恐,恐[ksx])	ksxg#序3471
$ddcmd(孔,孔[ksz])	kszv#序3470
$ddcmd(窟,窟[kub])	kubk#序3469
$ddcmd(苦,苦[ku])	kuck#序3468
$ddcmd(库,库[kug])	kugi#序3467
$ddcmd(枯,枯[kum])	kumk#序3466
$ddcmd(裤,裤[kup])	kupi#序3465
$ddcmd(哭,哭[kuq])	kuqk#序3464
$ddcmd(酷,酷[kuy])	kuyk#序3462
$ddcmd(窥,窥[kvb])	kvbj#序3461
$ddcmd(葵,葵[kvc])	kvcd#序3460
$ddcmd(溃,溃[kvd])	kvdb#序3459
$ddcmd(岿,岿[kve])	kvee#序3458
$ddcmd(亏,亏[kv])	kveg#序3457
$ddcmd(魁,魁[kvg])	kvgu#序3456
$ddcmd(盔,盔[kvm])	kvmu#序3454
$ddcmd(傀,傀[gvr])	kvrg#序3453
$ddcmd(馈,馈[kvu])	kvub#序3452
$ddcmd(愧,愧[kvx])	kvxg#序3450
$ddcmd(夸,夸[kxd])	kxdg#序3449
$ddcmd(挎,挎[kxf])	kxfg#序3448
$ddcmd(胯,胯[kxo])	kxog#序3447
$ddcmd(垮,垮[kxt])	kxtg#序3445
$ddcmd(跨,跨[kx])	kxzg#序3443
$ddcmd(捆,捆[kyf])	kyfm#序3442
$ddcmd(困,困[ky])	kykm#序3440
$ddcmd(昆,昆[kyo])	kyov#序3438
$ddcmd(坤,坤[kyt])	kyta#序3437
$ddcmd(口,口[kz])	kzaa#序3436
$ddcmd(寇,寇[kzb])	kzby#序3435
$ddcmd(扣,扣[kzf])	kzfk#序3434
$ddcmd(落,落[la])	lack#序3433
$ddcmd(拉,拉[laf])	lafl#序3432
$ddcmd(蜡,蜡[lai])	laio#序3431
$ddcmd(啦,啦[lak])	lakl#序3430
$ddcmd(辣,辣[lal])	laln#序3429
$ddcmd(腊,腊[lao])	laoo#序3428
$ddcmd(垃,垃[lat])	latl#序3427
$ddcmd(临,临[lba])	lbaa#序3426
$ddcmd(赁,赁[lbb])	lbbr#序3425
$ddcmd(凛,凛[lbd])	lbdx#序3423
$ddcmd(邻,邻[lbe])	lber#序3422
$ddcmd(拎,拎[lbf])	lbfs#序3421
$ddcmd(林,林[lb])	lbmm#序3416
$ddcmd(磷,磷[lbu])	lbua#序3415
$ddcmd(琳,琳[lbw])	lbwm#序3414
$ddcmd(霖,霖[lby])	lbym#序3412
$ddcmd(牢,牢[lcb])	lcbn#序3410
$ddcmd(落,落[la])	lcck#序3409
$ddcmd(涝,涝[lcd])	lcdl#序3408
$ddcmd(捞,捞[lcf])	lcfl#序3407
$ddcmd(烙,烙[lch])	lchk#序3406
$ddcmd(姥,姥[lcn])	lcnv#序3404
$ddcmd(佬,佬[lcr])	lcrv#序3403
$ddcmd(络,络[lcs])	lcsk#序3402
$ddcmd(老,老[lc])	lctv#序3401
$ddcmd(酪,酪[lcy])	lcyk#序3399
$ddcmd(赖,赖[lda])	ldab#序3398
$ddcmd(来,来[ld])	ldan#序3397
$ddcmd(莱,莱[ldc])	ldcn#序3395
$ddcmd(勒,勒[leg])	legl#序3390
$ddcmd(肋,肋[leo])	leol#序3387
$ddcmd(乐,乐[le])	lepd#序3386
$ddcmd(了,了[l])	leva#序3385
$ddcmd(冷,冷[lg])	lgds#序3383
$ddcmd(楞,楞[lgm])	lgmf#序3381
$ddcmd(浪,浪[lh])	lhdn#序3380
$ddcmd(朗,朗[lhd])	lhdo#序3379
$ddcmd(郎,郎[lhe])	lhed#序3378
$ddcmd(廊,廊[lhg])	lhge#序3377
$ddcmd(榔,榔[lhm])	lhme#序3375
$ddcmd(狼,狼[lhq])	lhqn#序3374
$ddcmd(琅,琅[lhw])	lhwn#序3373
$ddcmd(里,里[li])	liaa#序3372
$ddcmd(里,里[li])	liat#序3371
$ddcmd(痢,痢[lib])	libd#序3370
$ddcmd(莉,莉[lic])	licd#序3369
$ddcmd(利,利[lid])	lidh#序3368
$ddcmd(力,力[lig])	ligp#序3366
$ddcmd(黎,黎[lih])	lihd#序3365
$ddcmd(厉,厉[lii])	liip#序3364
$ddcmd(哩,哩[lik])	lika#序3362
$ddcmd(立,立[lil])	lila#序3361
$ddcmd(李,李[lim])	limz#序3360
$ddcmd(犁,犁[lin])	linh#序3359
$ddcmd(礼,礼[lip])	lipv#序3357
$ddcmd(狸,狸[liq])	liqa#序3356
$ddcmd(例,例[lir])	lird#序3355
$ddcmd(砾,砾[liu])	liud#序3353
$ddcmd(隶,隶[liv])	livn#序3352
$ddcmd(理,理[liw])	liwa#序3351
$ddcmd(栗,栗[lix])	lixm#序3350
$ddcmd(蓝,蓝[ljc])	ljcm#序3347
$ddcmd(澜,澜[ljd])	ljdd#序3346
$ddcmd(拦,拦[ljf])	ljfs#序3344
$ddcmd(烂,烂[ljh])	ljhs#序3343
$ddcmd(览,览[ljj])	ljja#序3342
$ddcmd(栏,栏[ljm])	ljms#序3341
$ddcmd(婪,婪[ljn])	ljnm#序3340
$ddcmd(兰,兰[lj])	ljqe#序3338
$ddcmd(缆,缆[ljs])	ljsj#序3337
$ddcmd(篮,篮[ljv])	ljvm#序3336
$ddcmd(懒,懒[ljx])	ljxb#序3334
$ddcmd(谰,谰[ljy])	ljyd#序3333
$ddcmd(菱,菱[lkc])	lkcw#序3331
$ddcmd(凌,凌[lkd])	lkdw#序3330
$ddcmd(灵,灵[lke])	lkeh#序3329
$ddcmd(龄,龄[lki])	lkis#序3328
$ddcmd(铃,铃[lkj])	lkjs#序3327
$ddcmd(另,另[lkk])	lkkl#序3326
$ddcmd(棱,棱[lgmw])	lkmw#序3325
$ddcmd(领,领[lkr])	lkra#序3323
$ddcmd(令,令[lk])	lkrs#序3322
$ddcmd(玲,玲[lkw])	lkws#序3320
$ddcmd(零,零[lky])	lkys#序3319
$ddcmd(两,两[ll])	llad#序3318
$ddcmd(良,良[lld])	lldn#序3316
$ddcmd(辆,辆[lli])	llid#序3313
$ddcmd(梁,梁[llm])	llmd#序3312
$ddcmd(量,量[llo])	lloa#序3311
$ddcmd(俩,俩[llr])	llrd#序3310
$ddcmd(亮,亮[llw])	llwj#序3309
$ddcmd(谅,谅[lly])	llyx#序3308
$ddcmd(帘,帘[lmb])	lmbj#序3306
$ddcmd(莲,莲[lmc])	lmcz#序3305
$ddcmd(涟,涟[lmd])	lmdz#序3304
$ddcmd(联,联[lme])	lmed#序3303
$ddcmd(廉,廉[lmg])	lmgn#序3302
$ddcmd(炼,炼[lmh])	lmhd#序3301
$ddcmd(链,链[lmj])	lmjz#序3300
$ddcmd(脸,脸[lmo])	lmoa#序3299
$ddcmd(练,练[lms])	lmsd#序3298
$ddcmd(敛,敛[lmw])	lmwr#序3296
$ddcmd(怜,怜[lmx])	lmxs#序3295
$ddcmd(连,连[lm])	lmzi#序3294
$ddcmd(疗,疗[lnb])	lnba#序3292
$ddcmd(潦,潦[lnd])	lndx#序3291
$ddcmd(聊,聊[lne])	lnee#序3290
$ddcmd(撩,撩[lnf])	lnfx#序3289
$ddcmd(廖,廖[lng])	lngp#序3288
$ddcmd(燎,燎[lnh])	lnhx#序3287
$ddcmd(镣,镣[lnj])	lnjx#序3286
$ddcmd(料,料[ln])	lnmu#序3285
$ddcmd(僚,僚[lnr])	lnrx#序3282
$ddcmd(了,了[l])	lnva#序3280
$ddcmd(辽,辽[lnz])	lnzv#序3279
$ddcmd(萝,萝[loc])	locd#序3278
$ddcmd(落,落[la])	lock#序3277
$ddcmd(洛,洛[lod])	lodk#序3276
$ddcmd(烙,烙[lch])	lohk#序3274
$ddcmd(螺,螺[loi])	lois#序3273
$ddcmd(锣,锣[loj])	lojd#序3272
$ddcmd(咯,咯[gek])	lokk#序3271
$ddcmd(骆,骆[lom])	lomk#序3270
$ddcmd(裸,裸[lop])	lopn#序3269
$ddcmd(罗,罗[los])	losd#序3266
$ddcmd(箩,箩[lov])	lovd#序3265
$ddcmd(逻,逻[loz])	lozs#序3264
$ddcmd(列,列[lpd])	lpdd#序3263
$ddcmd(烈,烈[lp])	lphd#序3262
$ddcmd(猎,猎[lpq])	lpqo#序3261
$ddcmd(劣,劣[lpx])	lpxl#序3260
$ddcmd(裂,裂[lpy])	lpyd#序3259
$ddcmd(瘤,瘤[lqb])	lqbt#序3258
$ddcmd(流,流[lq])	lqdv#序3257
$ddcmd(刘,刘[lqd])	lqdw#序3256
$ddcmd(陆,陆[lqe])	lqek#序3255
$ddcmd(柳,柳[lqm])	lqme#序3254
$ddcmd(留,留[lqt])	lqtp#序3253
$ddcmd(硫,硫[lqu])	lquv#序3252
$ddcmd(六,六[lqw])	lqwb#序3251
$ddcmd(滦,滦[lrd])	lrdm#序3249
$ddcmd(卵,卵[lrp])	lrpd#序3247
$ddcmd(乱,乱[lr])	lrpv#序3246
$ddcmd(峦,峦[lrw])	lrwe#序3245
$ddcmd(窿,窿[lsb])	lsbf#序3244
$ddcmd(隆,隆[lse])	lsef#序3242
$ddcmd(拢,拢[lsf])	lsfl#序3241
$ddcmd(咙,咙[lsk])	lskl#序3240
$ddcmd(聋,聋[lsl])	lsle#序3239
$ddcmd(垄,垄[lst])	lstl#序3237
$ddcmd(龙,龙[ls])	lsud#序3236
$ddcmd(笼,笼[lsv])	lsvl#序3235
$ddcmd(掠,掠[ltf])	ltfx#序3233
$ddcmd(略,略[lt])	lttk#序3232
$ddcmd(鲁,鲁[lua])	luao#序3231
$ddcmd(赂,赂[lub])	lubk#序3230
$ddcmd(芦,芦[luc])	luch#序3229
$ddcmd(潞,潞[lud])	ludk#序3228
$ddcmd(陆,陆[lqe])	luek#序3227
$ddcmd(掳,掳[luf])	lufl#序3226
$ddcmd(鹿,鹿[lug])	lugv#序3225
$ddcmd(炉,炉[luh])	luhh#序3224
$ddcmd(麓,麓[lul])	lulm#序3220
$ddcmd(禄,禄[lup])	lupd#序3216
$ddcmd(绿,绿[lus])	lusd#序3215
$ddcmd(碌,碌[luu])	luud#序3214
$ddcmd(录,录[luv])	luvd#序3213
$ddcmd(六,六[lqw])	luwb#序3212
$ddcmd(露,露[luy])	luyk#序3211
$ddcmd(路,路[lu])	luzk#序3210
$ddcmd(沪,沪[hudh])	lvdh#序3209
$ddcmd(旅,旅[lvf])	lvfn#序3208
$ddcmd(虑,虑[lvh])	lvhx#序3207
$ddcmd(铝,铝[lvj])	lvjk#序3206
$ddcmd(吕,吕[lvk])	lvkk#序3205
$ddcmd(驴,驴[lvm])	lvmh#序3204
$ddcmd(氯,氯[lvq])	lvqd#序3202
$ddcmd(律,律[lvr])	lvra#序3201
$ddcmd(绿,绿[lus])	lvsd#序3200
$ddcmd(履,履[lvu])	lvuw#序3199
$ddcmd(率,率[lv])	lvwu#序3198
$ddcmd(蕾,蕾[lwc])	lwct#序3197
$ddcmd(泪,泪[lwd])	lwdo#序3196
$ddcmd(擂,擂[lwf])	lwft#序3195
$ddcmd(勒,勒[leg])	lwgl#序3194
$ddcmd(镭,镭[lwj])	lwjt#序3192
$ddcmd(类,类[lwm])	lwmd#序3190
$ddcmd(肋,肋[leo])	lwol#序3189
$ddcmd(儡,儡[lwr])	lwrt#序3188
$ddcmd(累,累[lwt])	lwts#序3186
$ddcmd(磊,磊[lwu])	lwuu#序3185
$ddcmd(雷,雷[lw])	lwyt#序3184
$ddcmd(沦,沦[lyd])	lydv#序3183
$ddcmd(抡,抡[lyf])	lyfv#序3182
$ddcmd(轮,轮[lyi])	lyiv#序3181
$ddcmd(伦,伦[lyr])	lyrv#序3180
$ddcmd(纶,纶[grs])	lysv#序3179
$ddcmd(论,论[ly])	lyyv#序3177
$ddcmd(漏,漏[lzd])	lzdd#序3176
$ddcmd(陋,陋[lze])	lzev#序3175
$ddcmd(搂,搂[lzf])	lzfn#序3174
$ddcmd(楼,楼[lzm])	lzmn#序3169
$ddcmd(篓,篓[lzv])	lzvn#序3168
$ddcmd(露,露[luy])	lzyk#序3167
$ddcmd(抹,抹[maf])	mafn#序3165
$ddcmd(麻,麻[mag])	magm#序3164
$ddcmd(蚂,蚂[mai])	maim#序3163
$ddcmd(吗,吗[mak])	makm#序3162
$ddcmd(骂,骂[mam])	mamk#序3161
$ddcmd(妈,妈[man])	manm#序3160
$ddcmd(码,码[mau])	maum#序3159
$ddcmd(马,马[ma])	mava#序3158
$ddcmd(玛,玛[maw])	mawm#序3157
$ddcmd(抿,抿[mbf])	mbfq#序3155
$ddcmd(皿,皿[mbk])	mbka#序3154
$ddcmd(闽,闽[mbm])	mbmi#序3153
$ddcmd(民,民[mb])	mbvq#序3152
$ddcmd(敏,敏[mbw])	mbwr#序3151
$ddcmd(悯,悯[mbx])	mbxw#序3150
$ddcmd(贸,贸[mcb])	mcbp#序3148
$ddcmd(茅,茅[mcc])	mccp#序3147
$ddcmd(卯,卯[mce])	mcep#序3146
$ddcmd(帽,帽[mcj])	mcjo#序3145
$ddcmd(冒,冒[mco])	mcoo#序3144
$ddcmd(毛,毛[mc])	mcpv#序3143
$ddcmd(猫,猫[mcq])	mcqt#序3142
$ddcmd(矛,矛[mcs])	mcsp#序3141
$ddcmd(貌,貌[mcv])	mcve#序3139
$ddcmd(麦,麦[mdf])	mdfw#序3137
$ddcmd(脉,脉[mdo])	mdon#序3136
$ddcmd(埋,埋[mdt])	mdta#序3135
$ddcmd(卖,卖[mdu])	mdud#序3134
$ddcmd(买,买[md])	mdvd#序3133
$ddcmd(迈,迈[mdz])	mdza#序3132
$ddcmd(么,么[me])	meps#序3131
$ddcmd(门,门[mfd])	mfdg#序3129
$ddcmd(闷,闷[mfm])	mfmx#序3126
$ddcmd(们,们[mf])	mfrm#序3125
$ddcmd(蒙,蒙[mgc])	mgcn#序3123
$ddcmd(锰,锰[mgj])	mgjm#序3121
$ddcmd(梦,梦[mg])	mgmd#序3120
$ddcmd(盟,盟[mgm])	mgmo#序3119
$ddcmd(猛,猛[mgq])	mgqm#序3118
$ddcmd(氓,氓[mgw])	mgwq#序3117
$ddcmd(芒,芒[mhc])	mhcv#序3116
$ddcmd(盲,盲[mhw])	mhwo#序3114
$ddcmd(忙,忙[mh])	mhxv#序3113
$ddcmd(密,密[mi])	mibe#序3111
$ddcmd(米,米[mib])	mibm#序3110
$ddcmd(泌,泌[bidp])	midp#序3109
$ddcmd(弥,弥[mig])	migx#序3107
$ddcmd(秘,秘[bih])	mihp#序3106
$ddcmd(眯,眯[mio])	miom#序3104
$ddcmd(觅,觅[miv])	mivj#序3101
$ddcmd(谜,谜[miy])	miyz#序3100
$ddcmd(迷,迷[miz])	mizm#序3099
$ddcmd(蔓,蔓[mjc])	mjcy#序3097
$ddcmd(满,满[mj])	mjdd#序3096
$ddcmd(漫,漫[mjd])	mjdy#序3095
$ddcmd(曼,曼[mjo])	mjoy#序3093
$ddcmd(埋,埋[mdt])	mjta#序3091
$ddcmd(馒,馒[mju])	mjuy#序3090
$ddcmd(蛮,蛮[mjw])	mjwi#序3089
