醃	aay#序49993
手提箱	utxl
手提袋	utdd
手揗脚震	uujv
手携手	uxuz
手摇钻	uyzr
手旗	uzqi
手本	uzbf
手术刀	uudc
手术后	uuhz
手术灯	uudg
手术费	uufw
手术钳	uuqm
手机卡	ujka
手机报	ujbc
手板	uzbj
手枪套	uqtc
手模	uzmo
手游	uzyz
手炉	uzlu
手牵手	uquz
手球场	uqih
手瓜	uzgx
手甲	uzjx
手痒	uzyh
手痕	uzhf
手癣	uzxr
手眼通天	uytt
手纸	uzvi
手纹	uzwf
手脚冰凉	ujbb
手腕子	uwzi
手艺人	uyrf
手谕	uzyu
手踭	uzvg
手辣	uzla
手钏	uzir
手钻	uzzr
手锣	uzlo
手锯	uzju
手雷	uzlw
手面	uzmm
手风琴	ufqb
手黑	uzhw
手鼓	uzgu
才七成	cqig
才三年	csnm
才下单	cxdj
才两	cdll
才丰	cdfg
才为世	cwui
才人	cdrf
才任气	crqi
才会赢	chyk
才信	cdxb
才储八	ciba
才傲物	cawu
才兼	cdjm
才几天	cjtm
才几年	cjnm
才几点	cjdm
才出分	ciff
才力	cdli
才加	cdjx
才华绝代	chjj
才占八	cvba
才受职	cuvi
才名	cdmk
才和	cdhe
才四天	cstm
才墨之	cmvi
才多识	cdui
才大	cdda
才大如	cdru
才如史	crui
才始	cdui
才子书	czuu
才子榜	czbh
才子者	czve
才孔	cdks
才定	cddk
才小	cdxn
才尚气	cuqi
才尽	cdjb
才尽其	cjqi
才尽词	cjci
才带	cddd
才广	cdgl
才建成	cjig
才当	cddh
才得少	cduc
才微智	cwvi
才德兼	cdjm
才心安	cxan
才必	cdbi
才快	cdkk
才怀	cdhk
才思	cdsi
才思敏捷	csmm
才成长	civh
才或	cdho
才报	cdbc
才换	cdhr
才换来	chld
才掏	cdtc
才散	cdsj
才数	cduu
才无德	cwde
才是学	cuxt
才是实	cuui
才是真	cuvf
才有家	cyjx
才有病	cybk
才望	cdwh
才松	cdss
才查	cdia
才欺	cdqi
才气横溢	cqhh
才气过人	cqgr
才活	cdho
才派	cdpd
才清志	cqvi
才猛	cdmg
才玩	cdwj
才生	cdug
才留	cdlq
才略	cdlt
才盛街	cujp
才盼来	cpld
才秀人	cxrf
才种	cdvs
才笑	cdxn
才结	cdjp
才网	cdwh
才美	cdmw
才至	cdvi
才茂街	cmjp
才藻	cdzc
才藻富	czfu
才装	cdvl
才讲	cdjl
才识	cdui
才识过人	cugr
才读	cddu
才调	cddn
才谈	cdtj
才貌	cdmc
才贯二	cger
才赋	cdfu
才赢	cdyk
才轻	cdqk
才过	cdgo
才酷	cdku
才醒	cdxk
才长识	ciui
才问	cdwf
才隔	cdge
才高	cdgc
才高学	cgxt
才高德	cgde
才高志	cgvi
才高智	cgvi
才高气	cgqi
才高行	cgxk
才高识	cgui
才高语	cgyu
才高运	cgyy
扎人	varf
扎什伦布	vull
扎什伦布寺	vulb
扎伤	vauh
扎克	vake
扎克伯格	vkbb
扎入	varu
扎兰屯	vlty
扎啤	vapi
扎嘎	vaga
扎基	vaji
扎堆	vadv
扎塘	vath
扎头发	ztfa
扎寨	vavd
扎布多德勒	vbdd
扎德	vade
扎手	vauz
扎扎跳	vvtn
扎染	zar
扎染	zarj
扎根绳	zgug
扎格	vage
扎波	vabo
扎牢	valc
扎猛子	vmzi
扎瓦	vawa
扎眼	vayj
扎破	vapo
扎窝	vawo
扎紧	vajb
扎紧	zajb
扎耳朵	vedo
扎花	vahx
扎襄	vaxl
扎西	vaxi
扎西平措	vxpp
扎西德勒	vxdd
扎西顿珠	vxdd
扎起	zaqi
扎辫子	zbzi
扎进	vajb
扎里夫	vlfu
扎针	vavf
扎青	vaqk
扎马	vama
扎龙	vals
扑倒	pudc
扑克牌	pkpd
扑到	pudc
扑打	puda
扑杀	puua
扑水	puuv
扑火	puh
扑火	puho
扑空	puks
扑簌簌	pssu
扑粉	puff
扑飞	pufw
扒出	baiu
扒头儿	bter
扒带	badd
扒开	bakd
扒拉	bala
扒皮	bapi
扒窃	paqp
扒粪	baff
扒车	baie
扒鸡	paji
打下手	dxuz
打不开	dbk
打个比方	dgbb
打个盹	dgdy
打乞嗤	dqii
打井	dajk
打仔	dazd
打仔	dazi
打伙儿	dher
打伞	dasj
打住	davu
打佯儿	dyer
打倒褪	ddtv
打倒褪	ddty
打假球	djqq
打光	dagl
打光棍儿	dggg
打关斗	dgdz
打冷	dalg
打冷枪	dlql
打冷震	dlvf
打出手	diuz
打击面	djmm
打前失	dqui
打前站	dqvj
打功夫	dgfu
打勾	dagz
打包机	dbji
打包票	dbpn
打占	davj
打卡	daka
打卡机	dkji
打卤面	dlmm
打印台	dytd
打印纸	dyvi
打叉	daia
打反	dafj
打吊针	ddvf
打同通	dtts
打吵子	dizi
打呼	dahu
打咭	daka
打喊露	dhlu
打喊露	dhlz
打喳喳	diia
打嗝	dage
打嘟噜	ddlu
打嘴仗	dzvh
打嘴巴	dzba
打圆场	dyih
打圈子	dqzi
打地铺	ddpu
打地鼠	dduu
打场	daih
打场子	dizi
打坏	dahk
打埋伏	dmfu
打夜作	dyzo
打大赤肋	ddil
打天下	dtxx
打夯	dahh
打头	datz
打头炮	dtpc
打头风	dtfg
打奔儿	dber
打孔机	dkji
打字纸	dzvi
打寒噤	dhjb
打寒战	dhvj
打小报告	dxbb
打小算盘	dxss
打尖	dajm
打岔	dai
打岔	daia
打工者	dgve
打平	dapk
打底子	ddzi
打底裤	ddku
打得好	ddhc
打得火热	ddhr
打思噎	dsye
打总儿	dzer
打愣	dalg
打戏	daxi
打战	davj
打扇	dauj
打手枪	duql
打扒	dapa
打把式	dbui
打抽丰	difg
打拐	dagk
打拳	daqr
打捆机	dkji
打掩护	dyhu
打搅	dajn
打搏成	dbig
打摆子	dbzi
打擂台	dltd
打斋	davd
打斗片	ddpm
打斜	daxp
打斧头	dftz
打昏	dahy
打晃儿	dher
打晕	dayy
打更	dagg
打替补	dtbu
打杂儿	dzer
打杈	daia
打柴	daid
打样	dayh
打桩机	dvji
打榜	dabh
打榧子	dfzi
打横嚟	dhli
打横嚟	dhlw
打死狗讲价	dsgj
打比方	dbfh
打气筒	dqts
打水漂	dupn
打江山	djuj
打油诗	dyui
打洞	dads
打浆	dajl
打渔	dayu
打游击	dyji
打滑	dahx
打满	damj
打火	daho
打火石	dhui
打炮	dapc
打烂沙盘问到笃	dlud
打烊	dayh
打照面	dvmm
打牙祭	dyji
打牙铰	dyjn
打瓜	dagx
打白条	dbtn
打瞌睡	dkuv
打短工	ddgs
打码	dama
打硬仗	dyvh
打票	dapn
打私	dasi
打秋风	dqfg
打算盘	dspj
打篮球	dlqq
打簿	dabu
打糕	dagc
打群架	dqjx
打老虎	dlhu
打耳光	degl
打肿	davs
打胎	datd
打胜仗	duvh
打脚骨	djgu
打脸	dalm
打芡	daqm
打苞	dabc
打草稿	dcgc
打药	dayc
打荷包	dhbc
打虎	dahu
打虫	dais
打蛇随棍上	dusu
打蛇饼	dubk
打蜡	dala
打补丁	dbdk
打表	dabn
打词	daci
打诨	dahy
打谱	dapu
打谷机	dgji
打豆豆	dddz
打赤肋	dile
打赤肋	dilw
打赤膊	dibo
打车	daie
打转儿	dver
打边炉	dblu
打边鼓	dbgu
打退	datv
打通关	dtgr
打道回府	ddhf
打酒	dajq
打酱油	djyz
打醒精神	dxju
打钎	daqm
打钩	dagz
打钱	daqm
打铁	datp
打闪	dauj
打问讯	dwxy
打闹	danc
打防	dafh
打雀噉眼	dqdy
打雪仗	dxvh
打零	dalk
打雷	dalw
打非	dafw
打靶	daba
打靶场	dbih
打飞	dafw
打饱嗝儿	dbgg
打马	dama
打马球	dmqq
打骰	datz
打鱼郎	dylh
打鸟	dann
打麻将	dmjl
打麻雀	dmqt
打黑	dahw
打鼻鼾	dbhj
打鼾	dahj
扔下	rgxx
扔出	rgi
扔出	rgiu
扔向	rgxl
扔弃	rgqi
扔给	rgg
扔给	rggw
扔钱	rgq
扔钱	rgqm
托举	toju
托人情	trqk
托你	toni
托克托	tkto
托克逊	tkxy
托克逊县	tkxx
托养	toyh
托办	tobj
托叶	toye
托名	tomk
托大	toda
托大脚	tdjn
托媒	tomw
托子	tozi
托孤	togu
托尔斯泰	tess
托尼	toni
托幼	toyz
托底	todi
托德	tode
托德斯	tdsi
托情	toqk
托手踭	tuvg
托拉斯法	tlss
托收	touz
托梦	tomg
托洛茨基	tlcc
托派	topd
托熟	touz
托特纳姆热	ttnm
托病	tobk
托老所	tlso
托老院	tlyr
托腔	toql
托腮	tosd
托莱多	tldo
托词	toc
托词	toci
托赖	told
托运单	tydj
托里县	tlxm
托雷斯	tlsi
托马斯·杰	tmsj
托马斯诺	tmss
扛出	khiu
扛大个儿	kdgg
扛扛	khkh
扛把子	kbzi
扛枪	khql
扛着	khve
扛走	khzz
扛起	khqi
扛过	khgo
扛长活	kiho
扛鼎	ghdk
扣下	kzxx
扣件	kzjm
扣保镖	kbbn
扣儿	kzer
扣光	kzgl
扣划	kzhx
扣动	kzds
扣压	kzya
扣去	kzqu
扣发	kzfa
扣回	kzhv
扣头	kztz
扣好	kzhc
扣子	kzz
扣子	kzzi
扣抵	kzdi
扣掉	kzdn
扣杀	kzua
扣板	kzbj
扣款	kzkr
扣球	kzqq
扣篮	kzlj
扣缴	kzjn
扣肉	kzrz
扣还	kzhr
扣钱	kzqm
扣题	kzti
扦子	qmzi
扦扦	qmqm
扦插	qmia
执业资格	vyzz
执人口水溦	vrkw
执到宝	vdbc
执到正	vdvg
执到都喊三声	vddu
执勤点	vqdm
执包袱	vbfu
执头执尾	vtvw
执念	vinm
执手尾	vuww
执拗	vinq
执政官	vvgr
执条袜带累身家	vtwj
执棒	vibh
执法局	vfju
执法犯法	vfff
执法者	vfve
执漏	vilz
执番条命	vftm
执番条命	vptm
执番身彩	vfuc
执番身彩	vpuc
执白	vibd
执纪	viji
执结	vijp
执行力	vxli
执行官	vxgr
执行局	vxju
执行庭	vxtk
执行数	vxuu
执行程序	vxii
执输行头惨过败家	vuhj
执输行头惨过败家	vuxj
执鞭	vibm
执黑	vihw
扩军	kojy
扩声器	kuqi
扩展到	kvdc
扩展性	kvxk
扩张器	kvqi
扩张型	kvxk
扩征	kovg
扩散器	ksqi
扩权	koqr
扩版	kobj
扩编	kobm
扩股	kogu
扩胸	kox
扩胸	koxs
扩胸器	kxqi
扩销	koxn
扩频	kopb
扪心	mfxb
扪心无愧	mxmk
扪心无愧	mxwk
扪心自省	mxzz
扪籥	mfyt
扪虱	mfui
扫了	scle
扫到	scdc
扫去	scqu
扫地出门	sdim
扫尾	scw
扫尾	scww
扫帚声	svug
扫帚星	svxk
扫帚菜	svcd
扫房子	sfzi
扫描器	smqi
扫描术	smuu
扫榻	scta
扫街	scjp
扫视	scui
扫雪	scxt
扫雷舰	sljm
扫黄办	shbj
扫黑	schw
扬中	yhvs
扬中县	yvxm
扬中市	yvui
扬之	yhvi
扬书	yhuu
扬人	yhrf
扬俭	yhjm
扬先	yhxm
扬其波	yqbo
扬剧	yhju
扬历	yhli
扬厉	yhli
扬合	yhhe
扬名天下	ymtt
扬善	yhuj
扬善隐	yuyb
扬场	yhih
扬声机	yuji
扬大	yhda
扬子江	yzjl
扬子鳄	yzee
扬宗	yhzs
扬尘	yhif
扬尼斯	ynsi
扬州市	yvui
扬州菜	yvcd
扬己	yhji
扬己露	yjlu
扬帆而	yfer
扬府	yhfu
扬得比	ydbi
扬戈	yhge
扬或	yhho
扬扬	yhyh
扬扬得意	yydy
扬扬自得	yyzz
扬抑格	yyge
扬斯克	yske
扬新	yhxb
扬旗	yhqi
扬格	yhge
扬武	yhwu
扬武耀	ywyc
扬水	yhuv
扬水站	yuvj
扬沙	yhua
扬波	yhbo
扬泰	yhtd
扬清	yhqk
扬清厉	yqli
扬灵	yhlk
扬灵兮	ylxi
扬疾	yhji
扬眉剑	ymjm
扬砂	yhua
扬砾	yhli
扬科勒	ykle
扬科维奇	ykww
扬程	yhig
扬箕	yhji
扬素波	ysbo
扬维	yhww
扬美村	ymcy
扬芬	yhff
扬花	yhhx
扬茶	yhia
扬荣	yhrs
扬谷	yhgu
扬采飞	ycfw
扬铃	yhlk
扬锣	yhlo
扬长补短	yibb
扬长补短	yibd
扬雄	yhxs
扬鞭	yhbm
扬马	yhma
扭亏解困	nkjj
扭住	nqvu
扭力天平	nltt
扭去	nqqu
扭头	nqt
扭头	nqtz
扭成	nqig
扭打	nqda
扭扭捏捏	nnnn
扭拧	nqnk
扭捏	nqnp
扭断	nqdr
扭歪	nqwd
扭着	nqve
扭矩	nqju
扭秧歌	nyge
扭纹	nqwf
扭结	nqjp
扭股儿糖	ngee
扭脸	nqlm
扭计师爷	njuy
扭计骰	njtz
扭身	nquf
扭軚	nqtd
扭转形变	nvxx
扭过	nqgo
扭送	nqss
扮嘢	bjye
扮女	bjnv
扮演者	byve
扮猪食老虎	bvsh
扮猪食老虎	bvuh
扮猪食老虎	bvyh
扮装	bjvl
扮鬼脸	bglm
扯下	iexx
扯住	ievu
扯平	iepk
扯开	iekd
扯断	iedr
扯猫尾	imww
扯着	ieve
扯破	iepo
扯臊	iesc
扯裂	ielp
扯远	ieyr
扯闲篇	ixpm
扰扰	rcrc
扰流板	rlbj
扳倒	bjdc
扳子	bjzi
扳手	bjuz
扳机	bjji
扳道	bjdc
扳闸	bjva
扶下	fuxx
扶东	fuds
扶乩	fuji
扶人	furf
扶人兴	frxk
扶优	fuyz
扶优扶强	fyff
扶住	fuvu
扶余	fuyu
扶出	fuiu
扶危济贫	fwjj
扶危翼	fwyi
扶同	futs
扶向路	fxlu
扶善	fuuj
扶在	fuzd
扶大镇	fdvf
扶好	fuhc
扶就服	fjfu
扶幼	fuyz
扶幼携	fyxp
扶弱	furo
扶弱抑强	fryq
扶得	fude
扶志	fuvi
扶扶	fufu
扶掖	fuye
扶摇万里	fywl
扶智	fuvi
扶杖	fuvh
扶梯	futi
扶残	fucj
扶清	fuqk
扶病	fubk
扶稳	fuwf
扶绥	fusv
扶绥县	fsxm
扶翼	fuyi
扶老	fulc
扶老携	flxp
扶而直	fevi
扶胥	fuxu
扶自直	fzvi
扶芳	fufh
扶苏	fusu
扶补	fubu
扶贫办	fpbj
扶贫助困	fpvv
扶贫县	fpxm
扶贫团	fptr
扶贫帮困	fpbk
扶贫开发	fpkk
扶贫户	fphu
扶贫款	fpkr
扶贫济困	fpjj
扶过	fugo
扶远	fuyr
扶郎	fulh
扶鞍	fuan
扶风	fufg
扶风县	ffxm
扶鸾	fulr
批准后	pvhz
批准权	pvqr
批准逮捕	pvdd
批判性	ppxk
批办	pibj
批办制	pbvi
批发业	pfye
批发点	pfdm
批号	pihc
批捕	pibu
批斗	pidz
批条	pitn
批评稿	ppgc
批语	piyu
批零	pilk
批驳	pibo
扺掌	vivh
扼住	eevu
扼制	eevi
扼守	eeuz
扼死	eesi
扼腕	eewj
扼腕长叹	ewit
找上门	vumf
找乐	vcle
找乐子	vlzi
找事	vcui
找准	vcvy
找出路	vilu
找头	vctz
找平	vcpk
找晦气	vhqi
找朋友	vpyz
找死	vcsi
找点	vcdm
找碴	vcia
找续	vcxu
找自己	vzji
找茬	vcia
找补	vcbu
找赎	vcuu
找还	vchr
找钱	vcqm
找错	vcco
找齐	vcqi
承业	igye
承乾宫	iqgs
承传	igir
承佃	igdm
承你贵言	ingy
承修	igxq
承债式	ivui
承储	igiu
承允	igyy
承光	iggl
承光穴	igxt
承兑	igdv
承其重	iqvs
承典人	idrf
承制	igvi
承前续	iqxu
承办方	ibfh
承包单	ibdj
承包地	ibdi
承包户	ibhu
承包方	ibfh
承包田	ibtm
承包费	ibfw
承发包	ifbc
承受力	iuli
承台	igtd
承君一	ijyi
承命	igmk
承天之	itvi
承天寺	itsi
承学之	ixvi
承安镇	iavf
承宠	igis
承审	iguf
承审员	iuyr
承家	igjx
承尘	igif
承山	iguj
承平	igpk
承应	igyk
承建商	ijuh
承影	igyk
承影剑	iyjm
承德市	idui
承志	igvi
承情	igqk
承想	igxl
承戴	igdd
承扶	igfu
承扶穴	ifxt
承担者	idve
承教	igjn
承旨	igvi
承星	igxk
承望	igwh
承欢	ighr
承气汤	iqth
承泽园	izyr
承泽村	izcy
承泽苑	izyr
承浆穴	ijxt
承满	igmj
承满穴	imxt
承灵	iglk
承灵穴	ilxt
承祖	igzu
承紫河	izhe
承诺书	inuu
承诺卡	inka
承负	igfu
承购	iggz
承贷	igdd
承转	igvr
承载力	izli
承运	igyy
承造商	izuh
承重墙	ivql
承重梁	ivll
承销商	ixuh
承露红	ilhs
承题	igti
承颜	igyj
承颜顺	iyuy
承风	igfg
承风希	ifxi
承风顺	ifuy
承麟	iglb
技侦	jivf
技嘉	jijx
技巧性	jqxk
技巧运动	jqyy
技战术	jvuu
技拙	jivo
技措	jico
技术中心	juvv
技术作物	juzz
技术局	juju
技术改革	jugg
技术科学	jukk
技术股	jugu
技术装备	juvv
技术规范	jugg
技术课	juke
技术馆	jugr
技校生	jxug
技监	jijm
技能型	jnxk
技贸	jimc
技防	jifh
抄底	icdi
抄手	icuz
抄斩	icvj
抄查	icia
抄牌	icpd
抄用	icys
抄获	icho
抄身	icuf
抄近儿	ijer
把兄弟	bxdi
把口儿	bker
把妹	bamw
把尿	bann
把屁	bapi
把屎	baui
把式	baui
把持不住	bibv
把捉	bavo
把握住	bwvu
把炮	babc
把炮	bapc
把牢	balc
把稳	bawf
把舵	bado
把角儿	bjer
把鬼	bagv
抌心口	vxkz
抑制作用	yvzz
抑制剂	yvji
抑制效应	yvxx
抑制物	yvwu
抑强	yiql
抑强扶弱	yqfr
抑志	yivi
抑扬	yiyh
抑素	yisu
抑菌	yijy
抑菌作用	yjzz
抑郁寡欢	yygg
抑郁症	yyvg
抒写	uuxp
抒怀	uuhk
抒情性	uqxk
抓丁	vxdk
抓伤	vxuh
抓出	vxi
抓出	vxiu
抓大放小	vdff
抓工夫	vgfu
抓差	vxid
抓手	vxuz
抓拍	vxpd
抓挠	vxnc
抓牢	vxlc
抓狂	vxk
抓狂	vxkl
抓痒	vxyh
抓痕	vxhf
抓瞎	vxx
抓瞎	vxxx
抓破	vxpo
抓碴儿	vier
抓空儿	vker
抓耳挠腮	vens
抓膘	vxbn
抓药	vxy
抓药	vxyc
抓落实	vlui
抓贼	vxzw
抓赌	vxdu
抓走	vxzz
抓车	vxie
抓车	vxju
抓过	vxgo
抓阄	vxjq
抓饭	vxfj
投书	tzuu
投井	tzjk
投亲	tzqb
投亲靠友	tqky
投保人	tbrf
投保单	tbdj
投入品	trpb
投军	tzjy
投劳	tzlc
投工	tzgs
投币	tzbi
投师	tzui
投弹	tzdj
投影仪	tyy
投影图	tytu
投怀送抱	thsb
投拍	tzpd
投放量	tfll
投敌	tzdi
投料	tzln
投机商	tjuh
投机性	tjxk
投机者	tjve
投枪	tzql
投标法	tbfa
投水	tzuv
投河	tzhe
投洽会	tqhv
投海	tzhd
投生	tzug
投石问路	tuwl
投票率	tplv
投票站	tpvj
投票箱	tpxl
投药	tzyc
投融资	trzi
投行	tzhh
投袂而起	tmee
投诉信	tsxb
投资中心	tzvv
投资人	tzrf
投资司	tzsi
投资商	tzuh
投资国	tzgo
投资基金	tzjj
投资家	tzjx
投资收益	tzuu
投资方	tzfh
投资热	tzre
投钱	tzqm
投降主义	txvy
投降书	txuu
投降派	txpd
投鞭断流	tbdd
抖凉	dzll
抖出	dziu
抖包袱	dbfu
抖威风	dwfg
抖搂	dzlz
抖擞精神	dsju
抖落	dzlo
抗住	khvu
抗倭	khwo
抗元	khyr
抗光	khgl
抗凝	khnk
抗利	khli
抗压	khya
抗大	khda
抗寒	khhj
抗寒性	khxk
抗尘走俗	kizz
抗干扰性	kgrr
抗张强度	kvqq
抗御	khyu
抗感染	kgrj
抗救灾	kjzd
抗日救亡	krjw
抗旱剂	khji
抗暴	khbc
抗栓	khur
抗毒	khdu
抗毒素	kdsu
抗氧化	kyhx
抗氧化剂	kyhh
抗法	khfa
抗流	khlq
抗滑桩	khvl
抗热	khre
抗热合金	krhh
抗燃	khrj
抗疲劳	kplc
抗病毒	kbdu
抗癌药物	kayy
抗税	khuv
抗美援朝战争	kmyv
抗老	khlc
抗联	khlm
抗肿瘤	kvlq
抗英	khyk
抗菌消炎	kjxx
抗虫棉	kimm
抗衰老	kulc
抗议者	kyve
抗诉	khsu
抗辐射	kfue
抗逆	khni
抗酸	khsr
抗雪救灾	kxjj
抗震	khvf
抗震性	kvxk
抗震救灾	kvjj
抗震歌	kvge
抗风	khfg
折中	vevs
折伞	vesj
折光	vegl
折兑	vedv
折刀	vedc
折半	vebj
折叠伞	vdsj
折叠床	vdil
折叠椅	vdyi
折台	uetd
折台	vetd
折子	vezi
折子戏	vzxi
折寿	veuz
折射线	vuxm
折射角	vujn
折尺	veii
折干	vegj
折床	veil
折弯	vewj
折成	veig
折戟沉沙	vjiu
折扇	veuj
折扣店	vkdm
折抵	vedi
折损	vesy
折旧率	vjlv
折旧费	vjfw
折本	uebf
折杀	veua
折桂	vegv
折款	vekr
折现	vexm
折痕	vfhf
折纹	vewf
折线	vexm
折线图	vxtu
折翼	veyi
折节下士	vjxu
折节读书	ujdu
折节读书	vjdu
折角	vejn
折页	veye
抚养权	fyqr
抚州	fuvz
抚弄	funs
抚心自问	fxzw
抚摩	fumo
抚爱	fuai
抚琴	fuqb
抚躬自问	fgzz
抚顺市	fuui
抛下	pcx
抛下	pcxx
抛了	pcle
抛光剂	pgji
抛光机	pgji
抛光片	pgpm
抛入	pcr
抛入	pcru
抛却	pcqt
抛向	pcxl
抛头颅	ptlu
抛尸	pcui
抛投	pctz
抛掉	pcdn
抛撒	pcsa
抛洒	pcs
抛洒	pcsa
抛浪头	pltz
抛物	pcwu
抛盘	pcpj
抛石	pcui
抛砖	pcvr
抛票	pcpn
抛离	pcli
抛空	pcks
抛荒	pchl
抟柱	trvu
抟砂	trua
抟风	trfg
抟香	trxl
抟鹢	tryi
抠乱	kzlr
抠字眼	kzyj
抠字眼儿	kzyy
抠抠搜搜	kkss
抠门儿	kmer
抡杵	lyiu
抡起	lyqi
抢七	qlqi
抢亲	qlqb
抢修班	qxbj
抢修队	qxdv
抢光	qlgl
抢劫案	qjan
抢劫罪	qjzv
抢匪	qlfw
抢单	qldj
抢墒	qluh
抢夺罪	qdzv
抢婚	qlhy
抢完	qlwj
抢戏	qlxi
抢拍	qlpd
抢断	qldr
抢来	qlld
抢枪	qlql
抢案	qlan
抢注	qlvu
抢点	qldm
抢生意	quyi
抢白	qlbd
抢红包	qhbc
抢购一空	qgyk
抢跑	qlpc
抢车位	qiww
抢过	qlgo
抢运	qlyy
抢道	qldc
抢镜头	qjtz
抢闸	igva
抢闸	qlva
抢险车	qxie
护从	hucs
护兵	hubk
护卫舰	hwjm
护卫艇	hwtk
护国寺	hgsi
护国运动	hgyy
护坡	hupo
护堤	hudi
护墙	huql
护岸	huan
护岸林	halb
护工	hugs
护心镜	hxjk
护手	huuz
护手霜	huul
护板	hubj
护林员	hlyr
护校	huxn
护照者	hvve
护理员	hlyr
护理费	hlfw
护理部	hlbu
护田林	htlb
护盘	hupj
护着	huve
护符	hufu
护耳	huer
护肝	hugj
护肩	hujm
护胃	huww
护胸	huxs
护脚	hujn
护腿	hutv
护膝	huxi
护航舰	hhjm
护路林	hllb
护路队	hldv
护身法	hufa
护领	hulk
报丧	bcsh
报串	bcir
报了名	blmk
报亭	bctk
报价单	bjdj
报修	bcxq
报关单	bgdj
报刊亭	bktk
报刊社	bkue
报到证	bdvg
报功	bcgs
报单	bcdj
报名点	bmdm
报名表	bmbn
报名费	bmfw
报呈	bcig
报告书	bguu
报告单	bgdj
报告厅	bgtk
报告期	bgqi
报国志	bgvi
报国无门	bgww
报备	bcbw
报复主义	bfvv
报夹	bcjx
报子	bczi
报官	bcgr
报审	bcuf
报寸	bccy
报帐	bcvh
报幕	bcmu
报废车	bfie
报忧	bcyz
报数	bcuu
报春	bciy
报春花	bihx
报晓	bcxn
报架	bcjx
报栏	bclj
报案人	barf
报检	bcjm
报眼	bcyj
报矿	bckl
报禁	bcjb
报站	bcvj
报章杂志	bvzz
报端	bcdr
报纸夹	bvjx
报经	bcjk
报考者	bkve
报警亭	bjtk
报警台	bjtd
报警灯	bjdg
报讯	bcxy
报话	bchx
报账	bcvh
报道组	bdzu
报酬率	bilv
报错	bcco
报靶员	bbyr
报领	bclk
披发左衽	pfzz
披在	piz
披在	pizd
披头士	ptui
披心相付	pxxf
披散	pisj
披盖	pigd
披红	pihs
披红戴花	phdh
披红挂彩	phgg
披衣	piyi
披阅	piyt
披靡	pimi
披风	pifg
披风	pwfg
抬价	tdjx
抬升	tdug
抬头纹	ttwf
抬手	tduz
抬杠	tdgh
抬枪	tdql
抬盒	tdhe
抬眼	tdyj
抬秤	tdig
抬筐	tdkl
抬肩	tdjm
抬腿	tdtv
抬裉	tdkf
抬轿子	tjzi
抮玗	vfyu
抱佛脚	bfjn
抱养	bcyh
抱冤	bcyr
抱冰	bcbk
抱厦	bcua
抱器	bcqi
抱团	bctr
抱头	bctz
抱委屈	bwqu
抱娃	bcwa
抱子	bczi
抱子弄孙	bzns
抱孙	bcsy
抱屈	bcqu
抱德	bcde
抱恨	bchf
抱恨终身	bhvv
抱愧	bckv
抱拳	bcqr
抱枕	bcvf
抱枝	bcvi
抱柱	bcvu
抱死	bcsi
抱狗	bcgz
抱玉	bcyu
抱琵琶	bppa
抱瑜	bcyu
抱璞	bcpu
抱窝	bcwo
抱箍	bcgu
抱素	bcsu
抱膝	bcxi
抱艺	bcyi
抱蔓	bcmj
抱虎	bchu
抱表	bcbn
抱诚	bcig
抱诚守真	biuv
抱质	bcvi
抱身儿	buer
抱进	bcjb
抱阳	bcyh
抱雪	bcxt
抱龙	bcls
抵交	dijn
抵京	dijk
抵命	dimk
抵得谂	dduf
抵押物	dywu
抵押金	dyjb
抵缴	dijn
抵罪	dizv
抵补	dibu
抵谂	diuf
抵账	divh
抵还	dihr
抹不开	mbkd
抹了	mole
抹台布	mtbu
抹墙	moql
抹子	mozi
抹布	mabu
抹得开	mdkd
抹搭	mada
抹灰	mohv
抹粉	moff
抹胸	moxs
抹胸裙	mxqy
抹脖子	mbzi
抹茶	moia
抹香鲸	mxjk
抹鼻子	mbzi
抻面	ifmm
押上	yauh
押回	yahv
押往	yawh
押款	yakr
押注	yavu
押租	yazu
押赴	yafu
押车	yaie
押题	yati
抽丝	izsi
抽丝剥茧	isbj
抽光	izgl
抽冷子	ilzi
抽刀断水	iddu
抽动	izds
抽动症	idvg
抽印	izyb
抽印本	iybf
抽噎	izye
抽回	izhv
抽壮丁	ivdk
抽头	iztz
抽完	izwj
抽干	izg
抽干	izgj
抽成	izig
抽打	izda
抽抽儿	iier
抽换	izhr
抽掉	izdn
抽搦	izno
抽搭	izda
抽斗	izdz
抽样合格率	iyhg
抽水机	iuji
抽油烟机	iyyy
抽泣	izqi
抽泣声	iqug
抽球	izqq
抽着	izve
抽税	izuv
抽穗期	isqi
抽纱	izua
抽纸	izvi
抽考	izkc
抽脂	izvi
抽芽	izya
抽薹	iztd
抽象代数	ixdd
抽象劳动	ixll
抽象画	ixhx
抽走	izzz
抽逃	iztc
抽选	izxr
抽青	izqk
抽风机	ifji
抽验	izyj
抿嘴	mbzv
抿子	mbzi
拂去	fuqu
拂尘	fuif
拂煦	fuxu
拂衣而去	fyee
拂逆	funi
拂面	fumm
拄杖	vuvh
担不是	dbui
担保书	dbuu
担保公司	dbgg
担保法	dbfa
担保费	dbfw
担名	djmk
担待	djdd
担担面	ddmm
担架队	djdv
拆东墙	idql
拆信	idxb
拆兑	iddv
拆分	idff
拆单	iddj
拆墙	idql
拆墙脚	iqjn
拆字	idz
拆字	idzi
拆家	idjx
