的	dik
病毒性肝炎	beng duk sing gon jim
病毒感染	beng duk gam jim
病毒營銷	beng duk jing siu
病毒科	beng duk fo
病毒血症	beng duk hyut zing
病民害國	beng man hoi gwok
病民蠱國	beng man gu gwok
病況	beng fong
病源	beng jyun
病灶	beng zou
病狀	beng zong
病理	beng lei
病理學	beng lei hok
病理學家	beng lei hok gaa
病病歪歪	beng beng waai waai
病病殃殃	beng beng joeng joeng
病症	beng zing
病痛	beng tung
病癒	beng jyu
病秧子	beng joeng zi
病程	beng cing
病篤	beng duk
病者	beng ze
病脈	beng mak
病苦	beng fu
病菌	beng kwan
病號	beng hou
病蟲	beng cung
病蟲害	beng cung hoi
病蟲害綠色防控	beng cung hoi luk sik fong hung
病變	beng bin
病象	beng zoeng
病貓	beng maau
病逝	beng sai
病邪	beng ce
病重	beng cung
病院	beng jyun
病革	beng gaak
病鬼	beng gwai
病魔	beng mo
病魔纏身	beng mo cin san
症侯群	zing hau kwan
症候	zing hau
症候群	zing hau kwan
症狀	zing zong
症狀性	zing zong sing
症象	zing zoeng
痊癒	cyun jyu
痔瘡	zi cong
痕癢	han joeng
痕跡	han zik
痘痂	dau gaa
痘痕	dau han
痘痘	dau dau
痘瘢	dau baan
痘皮	dau pei
痘皰	dau paau
痘紙	dau zi
痘苗	dau miu
痙攣	ging lyun
痛不欲生	tung bat juk sang
痛切	tung cit
痛哭	tung huk
痛哭流涕	tung huk lau tai
痛失	tung sat
痛定思痛	tung ding si tung
痛心	tung sam
痛心疾首	tung sam zat sau
痛快	tung faai
痛快淋漓	tung faai lam lei
痛性痙攣	tung sing ging lyun
痛恨	tung han
痛悔	tung fui
痛惜	tung sik
痛惡	tung ok
痛感	tung gam
痛打	tung daa
痛批	tung pai
痛擊	tung gik
痛改前非	tung goi cin fei
痛斥	tung cik
痛楚	tung co
痛痛快快	tung tung faai faai
痛癢	tung joeng
痛砭	tung bin
痛砭時弊	tung bin si bai
痛經	tung ging
痛罵	tung maa
痛腳	tung goek
痛苦	tung fu
痛處	tung cyu
痛錫	tung sek
痛風	tung fung
痛飲	tung jam
痞子	pei zi
痞子蔡	pei zi coi
痢疾	lei zat
痤瘡	co cong
痦子	ng zi
痰上頸	taam soeng geng
痰液	taam jik
痰盂	taam jyu
痰盂兒	taam jyu ji
痰盂式	taam jyu sik
痰罐	taam gun
痱子	fai zi
痲疹	maa can
痲痺	maa bei
痲瘋	maa fung
痴人痴福	ci jan ci fuk
痴人說夢	ci jan syut mung
痴呆症	ci ngoi zing
痴心	ci sam
痴心妄想	ci sam mong soeng
痴想	ci soeng
痴獃	ci ngoi
痴笑	ci siu
痴綫	ci sin
痴線	ci sin
痴线	ci sin
痴迷	ci mai
痴醉	ci zeoi
痴長	ci zoeng
痴騃	ci ngoi
痺證	bei zing
痼疾	gu zat
痼癖	gu pik
痼習	gu zaap
痾蛋	ngo daan
瘀傷	jyu soeng
瘀斑	jyu baan
瘀滯	jyu zai
瘀皮	jyu pei
瘀血	jyu hyut
瘀青	jyu ceng
瘀黑	jyu hak
瘀點	jyu dim
瘊子	hau zi
瘋人院	fung jan jyun
瘋子	fung zi
瘋牛病	fung ngau beng
瘋犬	fung hyun
瘋狂	fung kong
瘋狗	fung gau
瘋狗症	fung gau zing
瘋瘋癲癲	fung fung din din
瘋癱	fung taan
瘋癲	fung din
瘌痢	laat lei
瘙癢	sou joeng
瘙癢病	sou joeng beng
瘙癢症	sou joeng zing
瘛瘲	cai zung
瘜肉	sik juk
瘟疫	wan jik
瘟病	wan beng
瘟瘟沌沌	wan wan deon deon
瘟神	wan san
瘠薄	zek bok
瘡口	cong hau
瘡疤	cong baa
瘡痂	cong gaa
瘡痍	cong ji
瘡痍滿目	cong ji mun muk
瘡痕	cong han
瘡瘍	cong joeng
瘢痕	baan han
瘤子	lau zi
瘤鴨	lau aap
瘦削	sau soek
瘦子	sau zi
瘦小	sau siu
瘦巴巴	sau baa baa
瘦弱	sau joek
瘦擘擘	sau maak maak
瘦瘦的	sau sau dik
瘦肉	sau juk
瘦肉精	sau juk zing
瘦蜢蜢	sau maang maang
瘦身	sau san
瘦金體	sau gam tai
瘦長	sau coeng
瘦骨仙	sau gwat sin
瘦骨伶仃	sau gwat ling ding
瘦骨如柴	sau gwat jyu caai
瘦骨如柴煲碌竹	sau gwat jyu caai bou luk zuk
瘦骨嶙峋	sau gwat leon seon
瘦骨棱棱	sau gwat ling ling
瘧原蟲	joek jyun cung
瘧子	joek zi
瘧疾	joek zat
瘧疾病	joek zat beng
瘧蚊	joek man
瘰癧	lo lek
瘰螈	lo jyun
瘴氣	zoeng hei
瘴癘	zoeng lai
瘸子	ke zi
瘸腿	ke teoi
癀病	wong beng
療傷	liu soeng
療效	liu haau
療法	liu faat
療癒	liu jyu
療程	liu cing
療養	liu joeng
療養所	liu joeng so
療養院	liu joeng jyun
癃閉	lung bai
癆病	lou beng
癌病	ngaam beng
癌症	ngaam zing
癌細胞	ngaam sai baau
癌變	ngaam bin
癐到死	gui dou sei
癐拉拉	gui laai laai
癒合	jyu hap
癒復	jyu fuk
癔病	ji beng
癖好	pik hou
癖性	pik sing
癟三	bit saam
癟螺痧	bit lo saa
癟陷	bit haam
癡傻	ci so
癡呆	ci ngoi
癡心妄想	ci sam mong soeng
癡情	ci cing
癡線	ci sin
癡肥	ci fei
癢癢	joeng joeng
癢癢撓	joeng joeng naau
癥結	zing git
癦尿	mak niu
癦屎	mak si
癩瘡	laai cong
癩皮狗	laai pei gau
癩皮病	laai pei beng
癩蛤蟆	laai haa mou
癩蛤蟆想食天鵝肉	laai haa mou soeng sik tin ngo juk
癩蝦蟆	laai haa maa
癪滯	zik zai
癮君子	jan gwan zi
癮頭	jan tau
癮頭兒	jan tau ji
癯瘦	keoi sau
癰疽	jung zeoi
癱子	taan zi
癱瘓	taan wun
癱軟	taan jyun
癲佬	din lou
癲到無倫	din dou mou leon
癲婆	din po
癲狂	din kwong
癲狗	din gau
癲癇	din haan
癲癲廢廢	din din fai fai
癲雞	din gai
癸丑	gwai cau
癸亥	gwai hoi
癸卯	gwai maau
癸巳	gwai zi
癸未	gwai mei
癸水	gwai seoi
癸酉	gwai jau
登上	dang soeng
登仙	dang sin
登位	dang wai
登入	dang jap
登出	dang ceot
登出來	dang ceot loi
登基	dang gei
登堂入室	dang tong jap sat
登報	dang bou
登場	dang coeng
登封	dang fung
登封市	dang fung si
登對	dang deoi
登山	dang saan
登山家	dang saan gaa
登山寶訓	dang saan bou fan
登山扣	dang saan kau
登岸	dang ngon
登峰	dang fung
登峰造極	dang fung cou gik
登庸人才	dang jung jan coi
登廣告	dang gwong gou
登徒子	dang tou zi
登打士街	dang daa si gaai
登時	dang si
登月	dang jyut
登極	dang gik
登機	dang gei
登機入口	dang gei jap hau
登機口	dang gei hau
登機廊橋	dang gei long kiu
登機手續	dang gei sau zuk
登機手續櫃檯	dang gei sau zuk gwai toi
登機樓	dang gei lau
登機橋	dang gei kiu
登機牌	dang gei paai
登機證	dang gei zing
登機門	dang gei mun
登登聲	dang dang seng
登臨	dang lam
登臺	dang toi
登臺表演	dang toi biu jin
登記	dang gei
登記名	dang gei meng
登記員	dang gei jyun
登記用戶	dang gei jung wu
登記表	dang gei biu
登載	dang zoi
登輪	dang leon
登遐	dang haa
登錄	dang luk
登門	dang mun
登陸	dang luk
登陸月球	dang luk jyut kau
登陸艦	dang luk laam
登革熱	dang gaak jit
登革疫苗	dang gaak jik miu
登革病毒	dang gaak beng duk
登高	dang gou
登高一呼	dang gou jat fu
登高望遠	dang gou mong jyun
發T騰	faat ti tang
發交	faat gaau
發亮	faat loeng
發人深省	faat jan sam sing
發人深醒	faat jan sam sing
發仔寒	faat zai hon
發令	faat ling
發令槍	faat ling coeng
發件人	faat gin jan
發佈	faat bou
發佈會	faat bou wui
發作	faat zok
發作性嗜睡病	faat zok sing si seoi beng
發信	faat seon
發光	faat gwong
發光二極管	faat gwong ji gik gun
發光二極體	faat gwong ji gik tai
發光強度	faat gwong koeng dou
發兵	faat bing
發冷	faat laang
發出	faat ceot
發出指示	faat ceot zi si
發刊	faat hon
發刊詞	faat hon ci
發動	faat dung
發動力	faat dung lik
發動機	faat dung gei
發包	faat baau
發卡	faat kaat
發吽哣	faat hung dau
發吽豆	faat ngau dau
發呆	faat ngoi
發售	faat sau
發問	faat man
發啷厲	faat long lai
發喉急	faat hau gap
發喑話	faat ngam waa
發喪	faat song
發嗡風	faat ngap fung
發嘎嘎聲	faat gaa gaa seng
發噏瘋	faat ngap fung
發噏風	faat ngap fung
發噓聲	faat hoe seng
發回	faat wui
發圍	faat wai
發報	faat bou
發報人	faat bou jan
發報機	faat bou gei
發夢	faat mung
發夢冇咁早	faat mung mou gam zou
發大水	faat daai seoi
發奮	faat fan
發奮圖強	faat fan tou koeng
發奮有為	faat fan jau wai
發好人卡	faat hou jan kaat
發姣	faat haau
發嬲	faat nau
發家	faat gaa
發射	faat se
發射井	faat se zeng
發射器	faat se hei
發射場	faat se coeng
發射星雲	faat se sing wan
發射機	faat se gei
發射機應答器	faat se gei jing daap hei
發射站	faat se zaam
發展	faat zin
發展中	faat zin zung
發展中國家	faat zin zung gwok gaa
發展商	faat zin soeng
發展研究中心	faat zin jin gau zung sam
發工資日	faat gung zi jat
發市	faat si
發布	faat bou
發布會	faat bou wui
發帖	faat tip
發怒	faat nou
發怔	faat zing
發急	faat gap
發怵	faat zeot
發情	faat cing
發情期	faat cing kei
發惡	faat ngok
發想	faat soeng
發愁	faat sau
發愣	faat ling
發慌	faat fong
發憤	faat fan
發憤圖強	faat fan tou koeng
發憷	faat co
發懵	faat mung
發抆憎	faat mang zang
發抖	faat dau
發掘	faat gwat
發揚	faat joeng
發揚光大	faat joeng gwong daai
發揚踔厲	faat joeng coek lai
發揚蹈厲	faat joeng dou lai
發揮	faat fai
發改委	faat goi wai
發放	faat fong
發散	faat saan
發明	faat ming
發明人	faat ming jan
發明創造	faat ming cong zou
發明家	faat ming gaa
發明者	faat ming ze
發昏	faat fan
發春	faat ceon
發晦氣	faat fui hei
發暈	faat wan
發暗	faat am
發木獨	faat muk duk
發案	faat on
發條	faat tiu
發棵	faat fo
發榜	faat bong
發橫財	faat waang coi
發毛	faat mou
發氣	faat hei
發水	faat seoi
發水樓	faat seoi lau
發汗	faat hon
發泡	faat pou
發泡劑	faat pou zai
發泡膠	faat pou gaau
發泡膠盒	faat bou gaau hap
發洩	faat sit
發源	faat jyun
發源地	faat jyun dei
發火	faat fo
發炎	faat jim
發熱	faat jit
發熱伴血小板減少綜合徵	faat jit bun hyut siu baan gaam siu zung hap zing
發熱絲	faat jit si
發燒	faat siu
發燒友	faat siu jau
發燙	faat tong
發爛渣	faat laan zaa
發爛苲	faat laan zaa
發牌	faat paai
發牙痕	faat ngaa han
發牢騷	faat lou sou
發狂	faat kong
發狼戾	faat long lai
發獎	faat zoeng
發現	faat jin
發現物	faat jin mat
發現號	faat jin hou
發球	faat kau
發球區	faat kau keoi
發生	faat sang
發生器	faat sang hei
發生率	faat sang leot
發病	faat beng
發病率	faat beng leot
發痛	faat tung
發瘋	faat fung
發瘟	faat wan
發瘟雞	faat wan gai
發癢	faat joeng
發癲	faat din
發白	faat baak
發白日夢	faat baak jat mung
發直	faat zik
發睏	faat kwan
發矛	faat maau
發短信	faat dyun seon
發神經	faat san ging
發祥	faat coeng
發祥地	faat coeng dei
發票	faat piu
發福	faat fuk
發稿時	faat gou si
發積	faat zik
發窘	faat kwan
發窮惡	faat kung ok
發端	faat dyun
發笑	faat siu
發簪	faat zaam
發粉	faat fan
發糕	faat gou
發紅	faat hung
發紺	faat gam
發給	faat kap
發羊吊	faat joeng diu
發老脾	faat lou pei
發聲	faat seng
發聲器	faat seng hei
發聲器官	faat seng hei gun
發聲法	faat seng faat
發聾振聵	faat lung zan kui
發育	faat juk
發育期	faat juk kei
發育生物學	faat juk sang mat hok
發胖	faat bun
發脆	faat ceoi
發脫口齒	faat tyut hau ci
發脹	faat zoeng
發脾氣	faat pei hei
發腳	faat goek
發自	faat zi
發花癲	faat faa din
發芽	faat ngaa
發茅	faat maau
發落	faat lok
發蔫	faat jin
發薪	faat san
發薪日	faat san jat
發虛	faat heoi
發號施令	faat hou si ling
發行	faat hang
發行人	faat hong jan
發行備忘錄	faat hong bei mong luk
發行紅利股	faat hang hung lei gu
發行額	faat hang ngaak
發表	faat biu
發表演講	faat biu jin gong
發表聲明	faat biu sing ming
發覺	faat gok
發言	faat jin
發言中肯	faat jin zung hang
發言人	faat jin jan
發言權	faat jin kyun
發誓	faat sai
發語詞	faat jyu ci
發語辭	faat jyu ci
發財	faat coi
發財致富	faat coi zi fu
發財車	faat coi ce
發貨	faat fo
發貼	faat tip
發起	faat hei
發起人	faat hei jan
發跡	faat zik
發身	faat san
發車	faat ce
發軔	faat jan
發軟	faat jyun
發軟蹄	faat jyun tai
發送	faat sung
發送功率	faat sung gung leot
發送器	faat sung hei
發運	faat wan
發達	faat daat
發達國	faat daat gwok
發達國家	faat daat gwok gaa
發達地區	faat daat dei keoi
發配	faat pui
發酒寒	faat zau hon
發酒瘋	faat zau fung
發酒癲	faat zau din
發酵	faat gaau
發錢寒	faat cin hon
發開口夢	faat hoi hau mung
發雞瘟	faat gai wan
發雞盲	faat gai maang
發難	faat naan
發電	faat din
發電廠	faat din cong
發電機	faat din gei
發電站	faat din zaam
發電量	faat din loeng
發霉	faat mui
發青光	faat ceng gwong
發音	faat jam
發音器官	faat jam hei gun
發音體	faat jam tai
發願	faat jyun
發顫	faat zin
發風	faat fung
發風發出面	faat fung faat ceot min
發飄	faat piu
發飆	faat biu
發騷	faat sou
發麵	faat min
發麻	faat maa
白䱽	baak coeng
白下	baak haa
白下區	baak haa keoi
白乳膠	baak jyu gaau
白乾兒	baak gon ji
白事	baak si
白人	baak jan
白令海	baak ling hoi
白令海峽	baak ling hoi haap
白住	baak zyu
白佛	baak fat
白俄	baak ngo
白俄羅斯	baak ngo lo si
白俄羅斯人	baak ngo lo si jan
白做	baak zou
白兀鷲	baak ngat zau
白先勇	baak sin jung
白光	baak gwong
白內障	baak noi zoeng
白冠噪鶥	baak gun cou mei
白冠攀雀	baak gun paan zoek
白冠燕尾	baak gun jin mei
白冠長尾雉	baak gun coeng mei zi
白冰冰	baak bing bing
白刃	baak jan
白刃戰	baak jan zin
白切雞	baak cit gai
白化	baak faa
白化病	baak faa beng
白化症	baak faa zing
白匪	baak fei
白區	baak keoi
白卷	baak gyun
白口鐵	baak hau tit
白吃	baak hek
白吃白喝	baak hek baak hot
白唇鹿	baak seon luk
白喉	baak hau
白喉冠鵯	baak hau gun bei
白喉噪鶥	baak hau cou mei
白喉姬鶲	baak hau gei jung
白喉扇尾鶲	baak hau sin mei jung
白喉斑秧雞	baak hau baan joeng gai
白喉林鶯	baak hau lam ang
白喉林鶲	baak hau lam jung
白喉桿菌	baak hau gon kwan
白喉毒素	baak hau duk sou
白喉犀鳥	baak hau sai niu
白喉短翅鶇	baak hau dyun ci dung
白喉石鵖	baak hau sek gip
白喉磯鶇	baak hau gei dung
白喉紅尾鴝	baak hau hung mei keoi
白喉紅臀鵯	baak hau hung tyun bei
白喉針尾雨燕	baak hau zam mei jyu jin
白嘴端鳳頭燕鷗	baak zeoi dyun fung tau jin au
白地	baak dei
白城	baak sing
白城地區	baak sing dei keoi
白城市	baak sing si
白堊	baak ok
白堊世	baak ok sai
白堊紀	baak ok gei
白報紙	baak bou zi
白塔區	baak taap keoi
白塔寺	baak taap zi
白夜	baak je
白大衣高血壓	baak daai ji gou hyut aat
白天	baak tin
白奴	baak nou
白嫩	baak nyun
白子	baak zi
白字	baak zi
白安居	baak on geoi
白宮	baak gung
白宮群英	baak gung kwan jing
白富美	baak fu mei
白小姐	baak siu ze
白尾地鴉	baak mei dei aa
白尾梢虹雉	baak mei saau hung zi
白尾海鵰	baak mei hoi diu
白尾藍仙鶲	baak mei laam sin jung
白尾藍地鴝	baak mei laam dei keoi
白尾鳾	baak mei si
白尾鷂	baak mei jiu
白尾鸏	baak mei mung
白居易	baak geoi ji
白屈菜	baak wat coi
白山	baak saan
白山宗	baak saan zung
白山市	baak saan si
白山派	baak saan paai
白崇禧	baak sung hei
白布	baak bou
白帝城	baak dai sing
白帶	baak daai
白帶魚	baak daai jyu
白廳	baak teng
白手	baak sau
白手興家	baak sau hing gaa
白手起家	baak sau hei gaa
白托	baak tok
白扯淡	baak ce daam
白扯蛋	baak ce daan
白揀	baak gaan
白描	baak miu
白搭	baak daap
白撞	baak zong
白撞雨	baak zong jyu
白文	baak man
白斑尾柳鶯	baak baan mei lau ang
白斑病	baak baan beng
白斑症	baak baan zing
白斑翅擬蠟嘴雀	baak baan ci ji laap zeoi zoek
白斑翅雪雀	baak baan ci syut zoek
白斑軍艦鳥	baak baan gwan laam niu
白斑黑石鵖	baak baan hak sek gip
白斬雞	baak zaam gai
白旄黃鉞	baak mou wong jyut
白族	baak zuk
白旗	baak kei
白日	baak jat
白日做夢	baak jat zou mung
白日夢	baak jat mung
白晒晒	baak saai saai
白晝	baak zau
白曉燕	baak hiu jin
白朗	baak long
白朗縣	baak long jyun
白木耳	baak muk ji
白朮	baak seot
白板	baak baan
白板筆	baak baan bat
白枕鶴	baak zam hok
白果	baak gwo
白條	baak tiu
白棉紙	baak min zi
白椰菜花	baak je coi faa
白楊	baak joeng
白楊樹	baak joeng syu
白榴石	baak lau sek
白樸	baak pok
白欖	baak laam
白殭蠶	baak goeng caam
白毛	baak mou
白毛女	baak mou neoi
白水	baak seoi
白水晶	baak seoi zing
白水江自然保護區	baak seoi gong zi jin bou wu keoi
白水泥	baak seoi nai
白水縣	baak seoi jyun
白求恩	baak kau jan
白沙	baak saa
白沙工農區	baak saa gung nung keoi
白沙灣	baak saa waan
白沙瓦	baak saa ngaa
白沙縣	baak saa jyun
白沙鄉	baak saa hoeng
白沙黎族自治縣	baak saa lai zuk zi zi jyun
白沫	baak mut
白河	baak ho
白河縣	baak ho jyun
白河鎮	baak ho zan
白油	baak jau
白洋澱	baak joeng din
白洞	baak dung
白海	baak hoi
白淨	baak zeng
白湯	baak tong
白滾水	baak gwan seoi
白澤	baak zaak
白濁	baak zuk
白灼	baak coek
白灼蝦	baak coek haa
白焯	baak coek
白煤	baak mui
白熊	baak hung
白熱	baak jit
白熱化	baak jit faa
白熾	baak ci
白熾燈	baak ci dang
白狐	baak wu
白玄鷗	baak jyun au
白玉	baak juk
白玉縣	baak juk jyun
白班兒	baak baan ji
白琵鷺	baak pei lou
白璧微瑕	baak bik mei haa
白璧無瑕	baak bik mou haa
白瓜	baak gwaa
白瓜子	baak gwaa zi
白瓷	baak ci
白田邨	baak tin cyun
白痢	baak lei
白痴	baak ci
白痴仔	baak ci zai
白痴佬	baak ci lou
白癜風	baak din fung
白癡	baak ci
白白	baak baak
白皙	baak sik
白皮書	baak pei syu
白皮杉醇	baak pei caam seon
白皮松	baak pei cung
白目	baak muk
白相人	baak soeng jan
白眉地鶇	baak mei dei dung
白眉姬鶲	baak mei gei jung
白眉山雀	baak mei saan zoek
白眉山鷓鴣	baak mei saan ze gu
白眉扇尾鶲	baak mei sin mei jung
白眉拳	baak mei kyun
白眉朱雀	baak mei zyu zoek
白眉林鴝	baak mei lam keoi
白眉棕啄木鳥	baak mei zung doek muk niu
白眉歌鶇	baak mei go dung
白眉秧雞	baak mei joeng gai
