一個	yrt go
矮化	ri fa
翳肺	ri fri
矮莖朱砂根	ri gij zv sa grn
矮個兒	ri go yi
矮桿品種	ri gon brn zuj
縊頸	ri gej
翳焗	ri guk
矮瓜	ri xa
矮腳白花蛇利草	ri g;k bak fa se lei cou
矮腳苦蒿	ri g;k fu hou
矮腳羅傘	ri g;k lo san
矮行星	ri hrj sij
矮黑人	ri hrk yrn
翳氣	ri hei
翳眼	ri jan
矮呆病	ri joi bej
矮林	ri lrm
矮鹿	ri luk
縊殺	ri sad
矮星	ri sij
矮小精悍	ri siu zij hon
縊死	ri sei
矮樹	ri sv
翳熱	ri yid
矮楊梅	ri y;j mui
翳滯	ri zri
矮子裡拔將軍	ri zi l;i brt z;j xrn
矮壯素	ri zoj sou
鶯歌	rj go
鶯歌鎮	rj go zrn
鶯鳥	rj niu
哽耳	rj yi
呃錢	rk cin
厄勒布魯	rk lrk bou lou
厄利垂亞	rk lei s;i a
呃晒	rk sai
呃人	rk yrn
啞然無生	rk yin mou srj
齷濁	rk zuk
暗啞抵	rm a dri
暗堡	rm bou
暗病	rm bej
暗背雨燕	rm bui yv yin
暗察明訪	rm cat mij foj
暗疔	rm dij
暗袋	rm doi
暗度陳倉	rm dou crn coj
暗渡陳倉	rm dou crn coj
暗煅	rm dvn
暗花兒	rm fa yi
暗灰鵑鶪	rm fui gvn xik
暗腹雪雞	rm fuk svt gri
暗間兒	rm gan yi
暗經	rm gij
暗記	rm gei
暗記兒	rm gei yi
暗公鳥	rm guj niu
暗光鳥	rm xoj niu
暗黑破壞神	rm hrk po wai srn
暗盒	rm hrp
暗河	rm ho
暗胸朱雀	rm huj zv z;k
暗香疏影	rm h;j so yij
暗渠	rm k;i
諳練	rm lin
暗鷺	rm lou
暗綠背鸕鶿	rm luk bui lou ci
暗綠柳鶯	rm luk lru rj
暗綠繡眼鳥	rm luk sru jan niu
暗冕鷦鶯	rm min ziu rj
庵摩勒	rm mo lrk
庵摩落迦果	rm mo lrk ga xo
暗昧	rm mui
媕婀	rm o
暗虧	rm qri
暗事	rm si
暗星雲	rm sij wrn
暗色鴉雀	rm sik a z;k
暗適應	rm sik yij
暗線光譜	rm sin xoj pou
暗鎖	rm so
暗送秋波	rm suj cru bo
鵪鶉蛋	rm s;n dan
暗灘	rm tan
庵堂	rm toj
暗疾	rm zrd
暗滯	rm zri
暗井	rm zej
暗中監視	rm zuj gam si
暗中摸索	rm zuj mo sok
暗轉	rm zvn
噏動	rp duj
罨汁	rp yrp
歐亞紅尾鴝	ru a huj mei k;i
歐亞鴝	ru a k;i
歐亞鵟	ru a qoj
歐巴	ru ba
歐巴馬	ru ba ma
歐伯林	ru bak lrm
歐斑鳩	ru ban kru
歐泊	ru bok
歐寶	ru bou
歐查果	ru ca xo
歐車前	ru ce cin
嘔出物	ru c;t mrd
毆打罪	ru da z;i
嘔電	ru din
歐蝶魚	ru dip yv
歐當歸	ru doj xri
漚冬	ru duj
歐分	ru frn
漚肥	ru fei
歐鴿	ru gap
歐金斑鴴	ru grm ban hrj
歐金翅雀	ru grm ci z;k
歐吉桑	ru grt soj
歐歌鶇	ru go duj
歐幾里得	ru gei lei drk
歐幾里德	ru gei lei drk
甌海	ru hoi
甌海區	ru hoi k;i
嘔血	ru hvd
歐芹	ru krn
歐柳鶯	ru lru rj
歐羅	ru lo
歐羅巴洲	ru lo ba zru
歐萊雅	ru loi ja
嘔浪	ru loj
歐里庇得斯	ru lei bei drk si
歐聯	ru lvn
歐米伽	ru mri ga
歐米茄錶公司	ru mri ga biu guj si
歐盟委員會	ru mrj wri yvn wui
歐文斯	ru mrn si
歐姆蛋	ru mou dan
嘔奶	ru nai
漚年	ru nin
歐安組織	ru on zou zik
歐柏林	ru pak lrm
歐珀萊	ru pak loi
歐朋	ru prj
勾手指	ru sru zi
歐氏幾何學	ru si gei ho hok
歐蒔蘿	ru si lo
歐式幾何	ru sik gei ho
歐式幾何學	ru sik gei ho hok
歐石鴴	ru sek hrj
漚凼	ru trm
嘔吐物	ru tou mrd
謳吟	ru yrm
歐仁	ru yrn
歐夜鷹	ru ye yij
漚雨	ru yv
歐元區	ru yvn k;i
歐陽詢	ru y;j s;n
歐陽予倩	ru y;j yv sin
歐陽震華	ru y;j zrn wa
歐若拉	ru y;k lai
漚仔	ru zri
漚仔婆	ru zri po
歐洲杯	ru zru bui
歐洲大陸	ru zru dai luk
歐洲電視	ru zru din si
歐洲法院	ru zru fat yvn
歐洲貨幣	ru zru fo bri
歐洲防風	ru zru foj fuj
歐洲歌唱大賽	ru zru go c;j dai coi
歐洲共同市場	ru zru guj tuj si c;j
歐洲共同體	ru zru guj tuj tri
歐洲核子研究組織	ru zru hrt zi yin gru zou zik
歐洲核子研究中心	ru zru hrt zi yin gru zuj srm
歐洲核子中心	ru zru hrt zi zuj srm
歐洲航天局	ru zru hoj tin guk
歐洲理事會	ru zru lei si wui
歐洲聯盟	ru zru lvn mrj
歐洲安全和合作組織	ru zru on cvn wo hrp zok zou zik
歐洲安全與合作組織	ru zru on cvn yv hrp zok zou zik
歐洲山楊	ru zru san y;j
歐洲太空總署	ru zru tai huj zuj cv
歐洲委員會	ru zru wri yvn wui
歐洲核研究組織	ru zru wrt yin gru zou zik
歐洲議會	ru zru yi wui
歐洲刑警組織	ru zru yij gij zou zik
歐洲語言	ru zru yv yin
歐洲原子能聯營	ru zru yvn zi nrj lvn yij
歐洲之星	ru zru zi sij
歐洲自由貿易聯盟	ru zru zi yru mru yik lvn mrj
歐洲中央銀行	ru zru zuj y;j jrn hoj
鷗嘴噪鷗	ru z;i cou ru
歐榛	ru z;n
花押	fa ad
花把勢	fa ba sri
花把式	fa ba sik
花斑癬	fa ban sin
花苞	fa bau
花不稜登	fa brt lij drj
花邊人物	fa bin yrn mrd
花邊兒	fa bin yi
花布	fa bou
化鴟為鳳	fa ci wri fuj
花池子	fa ci zi
花錢找罪受	fa cin zau z;i sru
花俏	fa ciu
花彩	fa coi
花菜	fa coi
花彩雀鶯	fa coi z;k rj
花床	fa coj
花簇	fa cuk
花柱	fa cv
花槍	fa c;j
花大姐	fa dai ze
花燈戲	fa drj hei
化德	fa drk
化德縣	fa drk yvn
化敵為友	fa dik wri yru
花點子	fa dim zi
花多眼亂	fa do jan lvn
花都	fa dou
花都區	fa dou k;i
花地瑪堂區	fa dei ma toj k;i
花緞	fa dvn
花花搭搭	fa fa dap dap
花花公主	fa fa guj zv
化化聲	fa fa sej
化糞池	fa frn ci
花粉過敏	fa frn xo mrn
花粉熱	fa frn yid
花粉症	fa frn zij
花弗	fa fid
化肥廠	fa fei coj
化腐朽為神奇	fa fu nru wri srn kei
花腹綠啄木鳥	fa fuk luk d;k muk niu
花款	fa fun
花假	fa ga
花架子	fa ga zi
花街	fa gai
花階磚	fa gai zvn
花蛤	fa gap
花膠	fa gau
花雞	fa gri
花梗	fa grj
花結	fa gid
花基	fa gei
花菇	fa gu
花鼓	fa gu
花鼓戲	fa gu hei
花冠皺盔犀鳥	fa gun zru qri sri niu
花骨朵	fa xrt do
化骨龍	fa xrt luj
花蟹	fa hai
化合價	fa hrp ga
花腔女高音	fa hoj n;i gou yrm
化學比色法	fa hok bei sik fad
化學纖維	fa hok cim wri
化學彈藥	fa hok dan y;k
化學的	fa hok dik
化學分析	fa hok frn sik
化學方程式	fa hok foj cij sik
化學肥料	fa hok fei liu
化學激光器	fa hok gik xoj hei
化學工程	fa hok guj cij
化學航彈	fa hok hoj dan
化學療法	fa hok liu fad
化學物	fa hok mrd
化學武器儲備	fa hok mou hei cv bei
化學武器防護	fa hok mou hei foj wu
化學能	fa hok nrj
化學平衡	fa hok pij hrj
化學師	fa hok si
化學性	fa hok sij
化學成分	fa hok sij frn
化學性質	fa hok sij zrd
化學需氧量	fa hok s;i y;j l;j
化學信息素	fa hok s;n sik sou
化學劑量計	fa hok zri l;j gri
化學治療	fa hok zi liu
化學戰	fa hok zin
化學戰斗部	fa hok zin dru bou
化學戰劑	fa hok zin zri
化學戰劑檢毒箱	fa hok zin zri gim duk s;j
化學作用	fa hok zok yuj
花萼	fa jok
花溪	fa kri
花溪區	fa kri k;i
花旗國	fa kei xok
花旗參	fa kei srm
花括號	fa kut hou
花拳	fa kvn
花冧	fa lrm
花柳病	fa lru bej
花哩花碌	fa li fa luk
花呢碌	fa li luk
花哩碌	fa li luk
花令紙	fa lij zi
花臉鴨	fa lim ap
花蓮	fa lin
花鰱	fa lin
花蓮市	fa lin si
花蓮縣	fa lin yvn
花螺	fa lo
花利	fa lei
花靚	fa lej
花𡃁	fa lej
花靚仔	fa lej zri
化隆	fa luj
化隆回族自治縣	fa luj wui zuk zi zi yvn
化隆縣	fa luj yvn
花栗鼠	fa l;t sv
花碼	fa ma
花貓	fa mau
花貌蓬心	fa mau puj srm
花面貓	fa min mau
化武	fa mou
花無百日紅	fa mou bak yrt huj
花尾渡	fa mei dou
花尾榛雞	fa mei z;n gri
花名	fa mej
花門	fa mun
花奶	fa nai
花鳥蟲魚	fa niu cuj yv
花呢	fa nei
化膿性	fa nuj sij
花女	fa n;i
花牌	fa pai
花豹	fa pau
花被	fa pei
花山	fa san
花山區	fa san k;i
花生腳	fa srj g;k
花生秀	fa srj sru
花生糖	fa srj toj
花生糊	fa srj wu
花生肉	fa srj yuk
花生漿	fa srj z;j
花心大蘿蔔	fa srm dai lo bak
花心大少	fa srm dai siu
花心蘿蔔	fa srm lo bak
花心思	fa srm si
花臣	fa srn
花手巾	fa sru grn
花絲	fa si
花時間	fa si gan
花士令	fa si lij
花城大道	fa sij dai dou
花飾	fa sik
花式溜冰	fa sik lru bij
花式游泳	fa sik yru wij
花石	fa sek
花石峽	fa sek hap
花石峽鎮	fa sek hap zrn
化石群	fa sek qrn
化石燃料	fa sek yin liu
化算	fa svn
化水	fa s;i
花商	fa s;j
花壇鄉	fa tan h;j
花頭	fa tru
花頭鸚鵡	fa tru yij mou
花田雞	fa tin gri
花臺	fa toi
花托	fa tok
花童	fa tuj
花筒	fa tuj
化為泡影	fa wri pau yij
花王	fa woj
花黃	fa woj
花戶	fa wu
花垣	fa wun
花垣縣	fa wun yvn
化日	fa yrd
花有重開日人無再少年	fa yru cuj hoi yrt yrn mou zoi siu nin
華嚴經	fa yim gij
化驗師	fa yim si
華嚴宗	fa yim zuj
花么	fa yiu
花椰菜	fa ye coi
化蛹	fa yuj
花用	fa yuj
花園道	fa yvn dou
花園街	fa yvn gai
花藥	fa y;k
化齋	fa zai
花仔	fa zri
化州	fa zru
化州市	fa zru si
化子	fa zi
花子	fa zi
花朝月夕	fa ziu yvt zik
花朝節	fa ziu zid
化粧	fa zoj
化粧品	fa zoj brn
化妝舞會	fa zoj mou wui
花序	fa z;i
花著	fa z;k
花樽	fa z;n
快把	fai ba
快班	fai ban
快板兒	fai ban yi
快步流星	fai bou lru sij
快步跑	fai bou pau
快餐部	fai can bou
快餐交友	fai can gau yru
快炒	fai cau
快錢	fai cin
快速動眼期	fai cuk duj jan kei
快速記憶法	fai cuk gei yik fad
快速公路	fai cuk guj lou
快速以太網絡	fai cuk yi tai moj lok
快取	fai c;i
快脆	fai c;i
快趣	fai c;i
快啲	fai di
快啲啦！	fai di la
快點兒	fai dim yi
快刀斷亂麻	fai dou tvn lvn ma
快快脆脆	fai fai c;i c;i
快感中心	fai grm zuj srm
快高長大	fai gou z;j dai
快過打針	fai xo da zrm
快行道	fai hrj dou
快可立	fai ho lap
快樂幸福	fai lok hrj fuk
快勞	fai lou
塊壘	fai l;i
傀儡戲	fai l;i hei
傀儡政府	fai l;i zij fu
傀儡政權	fai l;i zij kvn
塊煤	fai mui
塊規	fai qri
塊菌	fai qrn
快手快腳	fai sru fai g;k
快閃記憶體	fai sim gei yik tri
快熟麵	fai suk min
快船	fai svn
快信	fai s;n
塊體	fai tri
快退	fai t;i
快活谷	fai wut guk
快活谷馬場	fai wut guk ma c;j
快人	fai yrn
快郵	fai yru
塊兒八毛	fai yi bat mou
塊嘢	fai ye
快掣	fai zri
筷子架	fai zi ga
筷子芥	fai zi gai
筷子基	fai zi gei
筷子筒	fai zi tuj
快中子	fai zuj zi
快進	fai z;n
梵啞鈴	fan a lij
番鴨	fan ap
梵唄	fan bai
凡百	fan bak
反白	fan bak
泛白	fan bak
瓣瓣	fan ban
翻版碟	fan ban dip
番邦	fan boj
繁博	fan bok
飯煲	fan bou
返畀	fan bei
帆背潛鴨	fan bui cim ap
繁本	fan bun
反叛份子	fan bun frn zi
梵冊貝葉	fan cak bui yip
反鏟	fan can
飯鏟	fan can
飯剷頭	fan can tru
飯鏟頭	fan can tru
翻抄	fan cau
範疇論	fan cru l;n
反切	fan cid
反清復明	fan cij fuk mij
反潛	fan cim
反超	fan ciu
犯憷	fan co
反芻動物	fan co duj mrd
番菜	fan coi
凡賽斯	fan coi si
翻草	fan cou
反斜杠	fan ce goj
反斜線	fan ce sin
翻車魚	fan ce yv
反赤道流	fan cek dou lru
反衝	fan cuj
反衝力	fan cuj lik
反傳算法	fan cvn svn fad
繁昌	fan c;j
繁昌縣	fan c;j yvn
泛大陸	fan dai luk
泛大洋	fan dai y;j
反彈導彈	fan dan dou dan
梵帝岡	fan dri goj
梵諦岡	fan dri goj
梵蒂岡城	fan dri goj sij
反特	fan drk
範德格拉夫	fan drk gak lai fu
範德格拉夫起電機	fan drk gak lai fu hei din gei
範德瓦耳斯	fan drk ja yi si
範德瓦耳斯力	fan drk ja yi si lik
范特西	fan drk sri
犯得上	fan drk s;j
犯得著	fan drk z;k
反斗	fan dru
反鬥	fan dru
反斗星	fan dru sij
反坫	fan dim
返點	fan dim
反電子	fan din zi
泛代數	fan doi sou
番刀	fan dou
反導彈	fan dou dan
反導導彈	fan dou dou dan
反導系統	fan dou hri tuj
反杜林論	fan dou lrm l;n
飯島柳鶯	fan dou lru rj
番地	fan dei
反動份子	fan duj frn zi
反動勢力	fan duj sri lik
犯毒	fan duk
販毒案	fan duk on
翻發	fan fad
番番	fan fan
反反復復	fan fan fuk fuk
反瞓	fan frn
反分裂法	fan frn lit fad
反科學	fan fo hok
藩庫	fan fu
販夫	fan fu
販夫俗子	fan fu zuk zi
翻悔	fan fui
翻風	fan fuj
反復	fan fuk
返家	fan ga
犯戒	fan gai
反革命案件	fan gak mij on gin
反革命宣傳	fan gak mij svn cvn
反革命宣傳煽動罪	fan gak mij svn cvn sin duj z;i
反革命政變	fan gak mij zij bin
番梘	fan gan
繁簡	fan gan
翻揀	fan gan
反間諜	fan gan dip
反間計	fan gan gri
釩鉀鈾礦石	fan gap yru qoj sek
梵教	fan gau
凡近	fan grn
翻筋斗	fan grn dru
翻跟斗	fan grn dru
翻跟頭	fan grn tru
翻舊賬	fan gru z;j
犯勁	fan gij
飯蓋	fan goi
返崗	fan goj
返港	fan goj
反角	fan gok
反高潮	fan gou ciu
反基督	fan gei duk
番工	fan guj
翻工	fan guj
範公偁	fan guj cij
反共宣傳	fan guj svn cvn
反共宣傳罪	fan guj svn cvn z;i
反躬自問	fan guj zi mrn
反共主義	fan guj zv yi
梵谷	fan guk
飯館兒	fan gun yi
番瓜	fan xa
反骨	fan xrd
番鬼	fan xri
番鬼荔枝	fan xri lri zi
番鬼佬	fan xri lou
番鬼佬涼茶	fan xri lou l;j ca
番鬼佬月餅	fan xri lou yvt bej
番鬼妹	fan xri mui
番鬼婆	fan xri po
番鬼蒲桃	fan xri pou tou
番鬼仔	fan xri zri
反骨仔	fan xrt zri
翻過來	fan xo loi
泛光燈	fan xoj drj
反光面	fan xoj min
藩國	fan xok
反鋸齒	fan g; ci
飯腳	fan g;k
番客	fan hak
泛函分析	fan ham frn sik
反函數	fan ham sou
反核	fan hrd
凡係	fan hri
反黑組	fan hrk zou
反口	fan hru
飯後百步走活到九十九	fan hru bak bou zru wut dou gru srp gru
反口覆舌	fan hru fuk sid
飯後服用	fan hru fuk yuj
飯後一支煙賽過活神仙	fan hru yrt zi yin coi xo wut srn sin
反興奮劑	fan hij frn zri
煩囂	fan hiu
范曉萱	fan hiu hvn
翻學	fan hok
返學	fan hok
飯殼	fan hok
梵漢對音	fan hon d;i yrm
反氣旋	fan hei svn
翻空出奇	fan huj c;t kei
番紅花	fan huj fa
反空降	fan huj goj
反恐戰爭	fan huj zin zrj
反酷刑折磨公約	fan huk yij zit mo guj y;k
返券黃牛	fan hvn woj jru
翻去	fan h;i
返去	fan h;i
返去舊時嗰度	fan h;i gru si go dou
凡響	fan h;j
反咬一口	fan jau yrt hru
反仰	fan joj
反裘負芻	fan kru fu co
反求諸己	fan kru zv gei
反詰問	fan kit mrn
反抗者	fan koj ze
番茄炒蛋	fan ke cau dan
番茄紅素	fan ke huj sou
番茄汁	fan ke zrp
番茄醬	fan ke z;j
泛濫	fan lam
反艦導彈	fan lam dou dan
泛濫成災	fan lam sij zoi
反艦艇	fan lam tej
反艦艇巡航導彈	fan lam tej c;n hoj dou dan
反例	fan lri
翻嚟	fan lri
返來	fan lri
返嚟	fan lri
番荔枝	fan lri zi
反粒子	fan lrp zi
反臉無情	fan lim mou cij
番路	fan lou
番路鄉	fan lou h;j
翻老賬	fan lou z;j
返利	fan lei
反領	fan lej
反壟斷法	fan luj dvn fad
反錄病毒	fan luk bej duk
繁縷	fan l;i
飯類	fan l;i
販賣機	fan mai gei
販賣人口	fan mai yrn hru
番麥	fan mrk
泛民	fan mrn
繁文	fan mrn
反問句	fan mrn g;i
反文旁	fan mrn poj
反問語氣	fan mrn yv hei
泛民主派	fan mrn zv pai
反密碼子	fan mrt ma zi
反物質	fan mrt zrd
反面人物	fan min yrn mrd
反面兒	fan min yi
繁忙時間	fan moj si gan
反誣	fan mou
繁蕪	fan mou
蕃廡	fan mou
蟠尾絲蟲	fan mei si cuj
蟠尾絲蟲症	fan mei si cuj zij
番木鱉鹼	fan muk bit gan
番木瓜	fan muk xa
煩懣	fan mun
繁鬧	fan nau
反批評	fan pri pij
犯貧	fan prn
反聘	fan pij
翻遍	fan pin
翻篇兒	fan pin yi
反璞歸真	fan pok xri zrn
飯盆	fan pun
犯睏	fan qrn
梵剎	fan sad
翻生	fan saj
返生	fan saj
帆傘	fan san
反散射	fan san se
番茜	fan sri
凡世通	fan sri tuj
反生物戰	fan srj mrt zin
反身代詞	fan srn doi ci
翻新後	fan srn hru
泛神論	fan srn l;n
販售	fan sru
翻手為雲覆手變雨	fan sru wri wrn fuk sru bin yv
反詩	fan si
犯事	fan si
繁峙	fan si
反時勢	fan si sri
范斯坦	fan si tan
繁峙縣	fan si yvn
反時針	fan si zrm
范思哲	fan si zid
樊城	fan sij
樊城區	fan sij k;i
反聖嬰	fan sij yij
反式	fan sik
反式脂肪	fan sik zi foj
反式脂肪酸	fan sik zi foj svn
返銷糧	fan siu l;j
犯小人	fan siu yrn
瓣鰓綱	fan soi goj
反訴狀	fan sou zoj
反射定律	fan se dij l;d
反射動作	fan se duj zok
反射鏡	fan se gej
反射光	fan se xoj
反射區治療	fan se k;i zi liu
反射療法	fan se liu fad
反射面	fan se min
反射星雲	fan se sij wrn
反社會行為	fan se wui hrj wri
番瀉葉	fan se yip
反射作用	fan se zok yuj
番石榴	fan sek lru
翻石鷸	fan sek wrd
飯餸	fan suj
梵書	fan sv
蕃薯	fan sv
番薯糖	fan sv toj s;i
番薯糖水	fan sv toj s;i
番書仔	fan sv zri
反酸	fan svn
繁碎	fan s;i
翻箱倒篋	fan s;j dou hap
犯上作亂	fan s;j zok lvn
反唇相譏	fan s;n s;j gei
反貪腐	fan tam fu
反貪污	fan tam wu
番攤	fan tan
反坦克	fan tan hrk
飯替	fan tri
繁體中文	fan tri zuj mrn
翻頭嫁	fan tru ga
返頭嫁	fan tru ga
翻頭婆	fan tru po
返頭婆	fan tru po
梵天	fan tin
返臺	fan toi
飯枱	fan toi
飯檯	fan toi
翻糖	fan toj
飯湯	fan toj
飯托	fan tok
反托拉斯	fan tok lai si
飯團	fan tvn
返屋企	fan uk kei
番話	fan wa
返還占有	fan wan zim yru
反為	fan wri
反圍剿	fan wri ziu
犯渾	fan wrn
番人	fan yrn
反人道罪	fan yrn dou z;i
反人道罪行	fan yrn dou z;i hrj
反人類	fan yrn l;i
反人類罪	fan yrn l;i z;i
反右	fan yru
反右派鬥爭	fan yru pai dru zrj
反猶太主義	fan yru tai zv yi
反右運動	fan yru wrn duj
飯糗茹草	fan yru yv cou
犯意	fan yi
凡爾賽	fan yi coi
凡爾丁	fan yi dij
反義字	fan yi zi
反英	fan yij
販嬰	fan yij
反應堆芯	fan yij d;i srm
反應堆燃料元件	fan yij d;i yin liu yvn gin
反應器	fan yij hei
反英雄	fan yij huj
反映論	fan yij l;n
反應時	fan yij si
反應時間	fan yij si gan
反應式	fan yij sik
反應鍋	fan yij wo
翻譯家	fan yik ga
翻譯者	fan yik ze
反演	fan yin
翻然	fan yin
蕃衍	fan yin
幡然悔悟	fan yin fui j
翻然悔悟	fan yin fui j
幡然改圖	fan yin goi tou
范曄	fan yip
返夜	fan ye
凡庸	fan yuj
煩冗	fan yuj
繁冗	fan yuj
反用換流器	fan yuj wun lru hei
繁縟	fan yuk
梵語	fan yv
反語法	fan yv fad
番禺廣場站	fan yv xoj c;j zam
反袁	fan yvn
煩冤	fan yvn
範縣	fan yvn
反袁鬥爭	fan yvn dru zrj
反袁運動	fan yvn wrn duj
翻渣	fan za
反側	fan zrk
范縝	fan zrn
藩鎮	fan zrn
反走私	fan zru si
范志毅	fan zi jri
翻子拳	fan zi kvn
反知識	fan zi sik
泛自然神論	fan zi yin srn l;n
繁徵博引	fan zij bok yrn
反證法	fan zij fad
反正一樣	fan zij yrt y;j
繁殖力	fan zik lik
反戰抗議	fan zin koj yi
反接	fan zip
反照	fan ziu
番椒	fan ziu
飯焦	fan ziu
反照率	fan ziu l;d
反坐	fan zo
反撞	fan zoj
翻作	fan zok
翻造	fan zou
犯眾憎	fan zuj zrj
凡俗	fan zuk
泛珠江三角	fan zv goj sam gok
泛珠三角	fan zv sam gok
反轉錄	fan zvn luk
反轉錄病毒	fan zvn luk bej duk
反轉選擇	fan zvn svn zak
翻轉頭	fan zvn tru
返轉頭	fan zvn tru
反轉豬肚	fan zvn zv tou
反轉豬肚就係屎	fan zvn zv tou zru hri si
反轉豬肚就是屎	fan zvn zv tou zru si si
犯怵	fan z;d
反嘴	fan z;i
翻嘴	fan z;i
犯罪記錄	fan z;i gei luk
犯罪行為	fan z;i hrj wri
犯罪學	fan z;i hok
反嘴鷸	fan z;i wrd
犯罪現場	fan z;i yin c;j
犯罪集團	fan z;i zap tvn
犯罪者	fan z;i ze
反掌	fan z;j
法壓壺	fat at wu
發白	fat bak
發白日夢	fat bak yrt muj
法包	fat bau
髮包	fat bau
法幣	fat bri
發表聲明	fat biu sij mij
發表演講	fat biu yin goj
發布	fat bou
發泡膠盒	fat bou gau hrp
發報機	fat bou gei
發布會	fat bou wui
發報人	fat bou yrn
髮刷	fat cad
髮釵	fat cai
發情期	fat cij kei
發錢寒	fat cin hon
發憷	fat co
髮菜	fat coi
發財車	fat coi ce
發財致富	fat coi zi fu
發青光	fat cej xoj
法槌	fat c;i
發脆	fat c;i
發春	fat c;n
發出指示	fat c;t zi si
髮帶	fat dai
發大水	fat dai s;i
發達國	fat dat xok
法蒂瑪	fat dri ma
法定貨幣	fat dij fo bri
法定人數	fat dij yrn sou
發癲	fat din
發動力	fat duj lik
發端	fat dvn
發暗	fat rm
發花癲	fat fa din
發粉	fat frn
發奮有為	fat frn yru wri
發棵	fat fo
法庫	fat fu
法庫縣	fat fu yvn
發晦氣	fat fui hei
發風	fat fuj
發風發出面	fat fuj fat c;t min
