一个	yrt go
卡西米尔效应	ka sri mri yi hau yij
卡西莫夫	ka sri mok fu
卡西尼	ka sri nei
卡森城	ka srm sij
卡司	ka si
卡士	ka si
卡斯翠	ka si c;i
卡斯蒂利亚	ka si dri lei a
卡斯特里	ka si drk lei
卡斯特利翁	ka si drk lei yuj
卡式	ka sik
卡仙尼	ka sin nei
卡桑德拉	ka soj drk lai
卡死	ka sei
卡塔赫纳	ka tap hak nap
卡塔尼亚	ka tap nei a
卡哇依	ka wa yi
卡位	ka wri
髂窝	ka wo
喀尔巴阡山脉	ka yi ba cin san mrk
卡尔巴拉	ka yi ba lai
卡尔德龙	ka yi drk luj
卡尔顿	ka yi d;n
卡尔加里	ka yi ga lei
卡尔文	ka yi mrn
卡尔文克莱因	ka yi mrn hrk loi yrn
卡尔斯鲁厄	ka yi si lou rk
卡尔扎伊	ka yi zat yi
卡扎菲	ka zat fei
卡垫	ka zin
楷字	kai zi
卡牌	kat pai
咭片	kat pin
咭数	kat sou
卡榫	kat s;n
卡债	kat zai
咭纸	kat zi
靠北	kau brk
靠杯	kau bui
靠背椅	kau bui yi
靠窗	kau c;j
靠窗座位	kau c;j zo wri
靠呃	kau rk
靠害	kau hoi
靠恶	kau ok
靠山吃山靠水吃水	kau san hek san kau s;i hek s;i
靠夭	kau yiu
靠腰	kau yiu
靠走道	kau zru dou
靠走廊	kau zru loj
启禀	kri brn
稽查人员	kri ca yrn yvn
稽查员	kri ca yvn
㶉𫛶	kri cik
溪钱	kri cin
契弟	kri dri
启德机场	kri drk gei c;j
启动技术	kri duj gei s;t
启动区	kri duj k;i
启东市	kri duj si
启动子	kri duj zi
启动作业	kri duj zok yip
启发法	kri fat fat
启发式	kri fat sik
契家佬	kri ga lou
契家婆	kri ga po
溪径	kri gij
契哥	kri go
稽古	kri gu
稽古振今	kri gu zrn grm
溪谷	kri guk
契据	kri g;i
溪蟹	kri hai
溪口乡	kri hru h;j
契诃夫	kri ho fu
启海话	kri hoi wa
启颜	kri jan
溪壑	kri kok
稽留	kri lru
契妈	kri ma
契妹	kri mui
启蒙	kri muj
启蒙主义	kri muj zv yi
契乸	kri na
契女	kri n;i
契沙比克湾	kri sa bei hrk wan
契细佬	kri sri lou
稽首	kri sru
启示者	kri si ze
稽颡	kri soj
启运	kri wrn
溪黄草	kri woj cou
溪湖	kri wu
溪湖区	kri wu k;i
溪湖镇	kri wu zrn
启应祈祷	kri yij kei tou
契爷	kri ye
契约桥牌	kri y;k kiu pai
启蛰	kri zrt
契仔	kri zri
溪州	kri zru
溪州乡	kri zru h;j
契箭	kri zin
鲠颈	krj gej
掯喉	krj hru
禁不起	krm brt hei
扻波	krm bo
擒贼擒王	krm cak krm woj
擒青	krm cej
琴锤	krm c;i
襟弟	krm dri
冚斗	krm dru
冚档	krm doj
襟度	krm dou
冚家	krm ga
禁计	krm gri
襟计	krm gri
琴剑飘零	krm gim piu lij
擒高擒低	krm gou krm dri
襟兄	krm hij
襟兄弟	krm hij dri
擒擒青	krm krm cij
擒骑	krm ke
冚旗	krm kei
蠄蟝	krm k;i
蠄蟧	krm lou
蠄蟧丝网	krm lou si moj
禽龙	krm luj
禽类	krm l;i
噙晚	krm man
琴晚	krm man
琴晚黑	krm man hrk
妗母	krm mou
禁谂	krm nrm
禽鸟	krm niu
妗婆	krm po
襟抱	krm pou
琴瑟不调	krm srt brt tiu
琴瑟和鸣	krm srt wo mij
琴手	krm sru
禽兽不如	krm sru brt yv
禽兽行为	krm sru hrj wri
琴师	krm si
琴斯托霍瓦	krm si tok fok ja
禁色	krm sik
襟素	krm sou
禁死	krm sei
擒树	krm sv
琴书	krm sv
擒上去	krm s;j h;i
擒上擒落	krm s;j krm lok
禁睇	krm tri
襟怀夷旷	krm wai yi qoj
琴日	krm yrt
擒人节	krm yrn zit
襟翼	krm yik
琴弦	krm yin
琴酒	krm zru
妗子	krm zi
襟章	krm z;j
禁着	krm z;k
勤奋刻苦	krn frn hrk fu
勤谨	krn grn
勤俭办学	krn gim ban hok
勤俭办企业	krn gim ban kei yip
勤俭办社	krn gim ban se
勤俭建国	krn gim gin xok
勤俭起家	krn gim hei ga
勤俭务实	krn gim mou srt
勤俭耐劳	krn gim noi lou
勤俭朴实	krn gim pok srt
勤俭朴素	krn gim pok sou
勤俭为服务之本	krn gim wri fuk mou zi bun
勤工奖	krn guj z;j
勤勤	krn krn
勤劳不虞匮乏	krn lou brt yv xri frt
勤劳者	krn lou ze
勤密	krn mrt
勤务兵	krn mou bij
勤朴	krn pok
勤王	krn woj
勤则不匮	krn zrk brt xri
勤政廉政	krn zij lim zij
吸把	krp ba
吸尘机	krp crn gei
吸虫	krp cuj
吸虫纲	krp cuj goj
噏耷	krp dap
及第粥	krp dri zuk
及得上	krp drk s;j
噏得就噏	krp drk zru krp
吸地	krp dei
吸顶灯	krp dej drj
吸毒成瘾	krp duk sij yrn
吸毒者	krp duk ze
吸附洗消剂	krp fu sri siu zri
吸附性	krp fu sij
吸附剂	krp fu zri
及锋而试	krp fuj yi si
及格线	krp gak sin
及笄	krp gri
吸金	krp grm
钑骨	krp xrt
吸口	krp hru
吸气器	krp hei hei
吸血者	krp hvt ze
汲汲	krp krp
岌岌贡	krp krp guj
级距	krp k;i
级强	krp k;j
吸留	krp lru
及物动词	krp mrt duj ci
吸门	krp mun
给你点颜色看看	krp nei dim jan sik hon hon
吸湿	krp srp
吸湿性	krp srp sij
吸收剂量	krp sru zri l;j
给事	krp si
及时处理	krp si cv lei
及时处理事半功倍	krp si cv lei si bun guj pui
及时性	krp si sij
吸声	krp sej
吸碳	krp tan
吸碳存	krp tan cvn
吸音	krp yrm
扱印	krp yrn
吸引子	krp yrn zi
吸引子网络	krp yrn zi moj lok
吸入阀	krp yrp frt
吸入器	krp yrp hei
吸入剂	krp yrp zri
吸烟	krp yin
吸烟区	krp yin k;i
吸烟室	krp yin srt
岌嶪	krp yip
吸热反应	krp yit fan yij
吸睛	krp zij
吸积	krp zik
吸着	krp z;k
吸尽	krp z;n
咳呛	krt c;j
咳水	krt s;i
咳药水	krt y;k s;i
球孢子菌病	kru bau zi qrn bej
扣查	kru ca
球差	kru ca
求亲	kru crn
臼齿	kru ci
构词法意识	kru ci fat yi sik
构词学	kru ci hok
求情告饶	kru cij gou yiu
求签	kru cim
球虫	kru cuj
求存	kru cvn
球场会馆	kru c;j wui gun
球弹	kru dan
蔻丹	kru dan
球蛋白	kru dan bak
沟道	kru dou
球道	kru dou
沟涧	kru gan
鸠鸽	kru gap
球感	kru grm
扣击	kru gik
球竿	kru gon
舅公	kru guj
沟谷	kru guk
球馆	kru gun
叩关	kru xan
扣关	kru xan
球季	kru xri
球棍	kru xrn
构陷	kru ham
求乞	kru hrt
扣喉	kru hru
裘馨氏肌肉萎缩症	kru hij si gei yuk wri suk zij
求降	kru hoj
球腔菌	kru hoj qrn
求学无坦途	kru hok mou tan tou
球芽甘蓝	kru ja grm lam
扣眼	kru jan
扣眼儿	kru jan yi
叩球	kru kru
蔻蔻	kru kru
求求其其	kru kru kei kei
求其	kru kei
沟渠鸭	kru k;i ap
球粒陨石	kru lrp wrn sek
眍䁖	kru lru
佝偻病	kru lru bej
求怜经	kru lin gij
舅老爷	kru lou ye
球类运动	kru l;i wrn duj
叩问	kru mrn
购物公园站	kru mrt guj yvn zam
佝瞀	kru mru
球面几何	kru min gei ho
球磨	kru mo
球磨机	kru mo gei
扣帽子	kru mou zi
抠门儿	kru mun yi
舅奶奶	kru nai nai
媾女	kru n;i
扣女	kru n;i
沟女	kru n;i
沟女王	kru n;i woj
扣襻	kru pan
球瓶	kru pij
舅婆	kru po
求生意志	kru srj yi zi
寇仇	kru sru
球手	kru sru
扣屎盆子	kru si pun zi
扣屎盔子	kru si qri zi
扣式电池	kru sik din ci
求先	kru sin
扣数	kru sou
舅嫂	kru sou
求死愿望	kru sei yvn moj
求偿	kru s;j
构想图	kru s;j tou
扣题	kru tri
求田问舍	kru tin mrn se
扣环	kru wan
球会	kru wui
求仁得仁	kru yrn drk yrn
扣人心弦	kru yrn srm yin
球友	kru yru
求医癖	kru yi pik
叩谒	kru yit
叩应	kru yij
扣应	kru yij
犰狳	kru yv
寇攘	kru y;j
沟仔	kru zri
舅仔	kru zri
舅仔鞋	kru zri hai
扣针	kru zrm
抠字眼	kru zi jan
抠字眼儿	kru zi jan yi
球证	kru zij
球座	kru zo
求助于人	kru zo yv yrn
球状蛋白质	kru zoj dan bak zrt
球状物	kru zoj mrt
构造运动	kru zou wrn duj
扣盅	kru zuj
寇准	kru z;n
鲸波	kij bo
倾巢来犯	kij cau loi fan
倾斜度	kij ce dou
倾斜角	kij ce gok
倾得埋	kij drk mai
倾掂	kij dim
倾电话	kij din wa
倾动	kij duj
倾服	kij fuk
倾家	kij ga
倾偈	kij gri
倾偈	kij gri
倾计	kij gri
顷久	kij gru
琼结	kij git
琼结县	kij git yvn
倾盖	kij goi
倾陷	kij ham
倾闲偈	kij han gri
顷刻间	kij hrk gan
琼海市	kij hoi si
琼崖	kij jai
倾危	kij jri
鲸鲵	kij jri
茕茕孑立	kij kij kit lap
擎拳合掌	kij kvn hrp z;j
倾铃哐啷	kij lij koj loj
倾唔埋	kij m mai
倾唔埋栏	kij m mai lan
苘麻	kij ma
倾密偈	kij mrt gri
鲸目	kij muk
倾囊	kij noj
倾佩	kij pui
鲸鲨	kij sa
琼山区	kij san k;i
琼山市	kij san si
倾世界	kij sri gai
倾心吐胆	kij srm tou dam
琼斯顿	kij si d;n
倾泄	kij sit
倾城倾国	kij sij kij xok
倾羡	kij sin
倾卸	kij se
倾箱倒箧	kij s;j dou hap
鲸吞	kij trn
倾听者	kij tij ze
倾吐衷肠	kij tou cuj c;j
倾吐胸臆	kij tou huj yik
倾颓	kij t;i
倾耳	kij yi
倾耳细听	kij yi sri tij
倾耳而听	kij yi yi tij
琼瑛	kij yij
琼筵	kij yin
鲸鱼座	kij yv zo
倾侧	kij zrk
琼州	kij zru
琼州海峡	kij zru hoi hap
顷之	kij zi
顷者	kij ze
琼中	kij zuj
琼中黎族苗族自治县	kij zuj lri zuk miu zuk zi zi yvn
琼中县	kij zuj yvn
琼浆玉液	kij z;j yuk yik
倾尽	kij z;n
黔东南苗族侗族自治州	kim duj nam miu zuk duj zuk zi zi zru
黔东南州	kim duj nam zru
黔江区	kim goj k;i
钳马衔枚	kim ma ham mui
黔南布依族苗族自治州	kim nam bou yi zuk miu zuk zi zi zru
黔南州	kim nam zru
黔西	kim sri
黔西南布依族苗族自治州	kim sri nam bou yi zuk miu zuk zi zi zru
黔西南州	kim sri nam zru
黔西县	kim sri yvn
黔首	kim sru
黔阳	kim y;j
黔阳县	kim y;j yvn
钳仔	kim zri
钳住	kim zv
钳嘴鹳	kim z;i gun
乾嘉三大家	kin ga sam dai ga
乾陵	kin lij
干安	kin on
干安县	kin on yvn
虔婆	kin po
虔信	kin s;n
虔信派	kin s;n pai
虔信者	kin s;n ze
虔信主义	kin s;n zv yi
乾县	kin yvn
喼弗	kip fit
揭秘	kit bei
缬草	kit cou
藒车	kit ce
挈带	kit dai
揭底	kit dri
揭谛	kit dri
揭东	kit duj
揭东县	kit duj yvn
㐖毒	kit duk
契阔	kit fut
羯鼓	kit gu
羯鼓催花	kit gu c;i fa
揭黑	kit hrk
孑孑	kit kit
挈挈	kit kit
孑孑为义	kit kit wri yi
孑孓	kit kvt
孑立	kit lap
孑立无依	kit lap mou yi
黠吏	kit lei
羯磨	kit mo
揭幕式	kit mok sik
缬氨酸	kit on svn
揭破	kit po
揭西	kit sri
揭西县	kit sri yvn
竭心	kit srm
孑身	kit srn
黠慧	kit wri
孑遗生物	kit wri srj mrt
羯胡	kit wu
孑影孤单	kit yij gu dan
孑然	kit yin
羯羊	kit y;j
揭阳市	kit y;j si
揭载	kit zoi
揭盅	kit zuj
羯族	kit zuk
揭橥	kit zv
乔巴山	kiu ba san
翘板	kiu ban
翘班	kiu ban
翘辫子	kiu bin zi
乔宝宝	kiu bou bou
乔布斯	kiu bou si
翘鼻麻鸭	kiu bei ma ap
桥本	kiu bun
桥本龙太郎	kiu bun luj tai loj
翘材	kiu coi
乔答摩	kiu dap mo
桥凳	kiu drj
桥趸	kiu drn
桥东	kiu duj
桥东区	kiu duj k;i
桥段	kiu dvn
桥架	kiu ga
乔格里峰	kiu gak lei fuj
乔冠华	kiu gun wa
乔戈里峰	kiu xo lei fuj
翘居群首	kiu g;i qrn sru
硚口	kiu hru
繑口	kiu hru
硚口区	kiu hru k;i
乔希	kiu hei
繑起	kiu hei
乔红	kiu huj
翘硬	kiu jaj
翘翘板	kiu kiu ban
翘企	kiu kei
跷蹊	kiu kei
翘曲	kiu kuk
乔林	kiu lrm
侨领	kiu lij
翘棱	kiu lij
繑脷	kiu lei
桥梁	kiu l;j
跷妙	kiu miu
翘望	kiu moj
侨务委员会	kiu mou wri yvn wui
翘拇指	kiu mou zi
翘尾巴	kiu mei ba
乔纳森	kiu nap srm
翘盼	kiu pan
桥西	kiu sri
桥西区	kiu sri k;i
乔叟	kiu sru
翘舌音	kiu sit yrm
硚头	kiu tru
藠头	kiu tru
桥头堡	kiu tru bou
桥头乡	kiu tru h;j
乔宏	kiu wrj
侨汇	kiu wui
翘二郎腿	kiu yi loj t;i
桥镇	kiu zrn
乔治亚州	kiu zi a zru
乔治·布殊	kiu zi bou sv
乔治敦	kiu zi d;n
乔治城	kiu zi sij
乔治城大学	kiu zi sij dai hok
乔治一世	kiu zi yrt sri
桥接	kiu zip
桥接器	kiu zip hei
翘足	kiu zuk
翘足引领	kiu zuk yrn lij
翘足而待	kiu zuk yi doi
翘嘴鹬	kiu z;i wrt
桥咀洲	kiu z;i zru
概测法	koi cak fat
溉涤	koi dik
概观	koi gun
概括化	koi kut fa
概率和数理统计	koi l;t wo sou lei tuj gri
概念驱动加工	koi nim k;i duj ga guj
概念依存模型	koi nim yi cvn mou yij
盖世无双	koi sri mou s;j
盖世英雄	koi sri yij huj
概数	koi sou
慨叹	koi tan
概而言之	koi yi yin zi
概型	koi yij
概形	koi yij
概型理论	koi yij lei l;n
抗病毒	koj bej duk
抗病毒药	koj bej duk y;k
炕床	koj coj
扛枪	koj c;j
抗毒素	koj duk sou
抗捐	koj gvn
抗锯齿	koj g; ci
抗核加固	koj hrt ga gu
亢旱	koj hon
抗血清	koj hvt cij
抗倾覆	koj kij fuk
抗抗生素	koj koj srj sou
抗礼	koj lri
伉俪情深	koj lri cij srm
抗涝	koj lou
抗耐甲氧西林金葡菌	koj noi gap y;j sri lrm grm pou qrn
抗菌甲硝唑	koj qrn gap siu zo
抗菌药	koj qrn y;k
扩散周知	koj san zru zi
抗水	koj s;i
抗日救亡团体	koj yrt gru moj tvn tri
抗日救亡运动	koj yrt gru moj wrn duj
抗忧郁药	koj yru wrt y;k
抗议者	koj yi ze
抗凝血剂	koj yij hvt zri
抗抑郁药	koj yik wrt y;k
抗炎性	koj yim sij
爌肉	koj yuk
抗原决定簇	koj yvn kvt dij cuk
抗氧化剂	koj y;j fa zri
抗药	koj y;k
抗药能力	koj y;k nrj lik
抗震救灾指挥部	koj zrn gru zoi zi fri bou
抗震结构	koj zrn git kru
抗精神病	koj zij srn bej
亢直	koj zik
抗直	koj zik
扩展坞	koj zin wu
抗组胺	koj zou on
抗组胺药	koj zou on y;k
抗组胺剂	koj zou on zri
抗组织胺	koj zou zik on
涸辙之鲋	kok cit zi fu
确定效应	kok dij hau yij
确乎	kok fu
壑谷	kok guk
涸喉	kok hru
郝海东	kok hoi duj
壑沟	kok kru
搉门	kok mun
确山	kok san
确山县	kok san yvn
恪慎	kok srn
恪守不渝	kok sru brt yv
涸泽而渔	kok zak yi yv
确凿不移	kok zok brt yi
恪遵	kok z;n
骑膊马	ke bok ma
骑枪	ke c;j
骑墙	ke c;j
茄萣	ke dij
茄萣乡	ke dij h;j
茄科	ke fo
骑缝	ke fuj
骑警	ke gij
骑警队	ke gij d;i
骑劫	ke gip
茄瓜	ke xa
茄克衫	ke hrk sam
骑鹤	ke hok
骑鹤上扬州	ke hok s;j y;j zru
茄红素	ke huj sou
骑牛揾马	ke jru wrn ma
骑楼	ke lru
骑楼底	ke lru dri
骑呢	ke le
茄哩啡	ke le fe
茄喱啡	ke le fe
骑驴觅驴	ke l;i mik l;i
骑驴找驴	ke l;i zau l;i
骑马者	ke ma ze
骑师	ke si
骑士风格	ke si fuj gak
骑士气概	ke si hei koi
茄士咩	ke si me
骑田岭	ke tin lij
骑土	ke tou
茄二十八星瓢虫	ke yi srp bat sij piu cuj
茄汁	ke zrp
茄子河区	ke zi ho k;i
淇滨	kei brn
淇滨区	kei brn k;i
旗兵	kei bij
旗标	kei biu
棋差一着	kei ca yrt z;k
奇丑	kei cru
鲯鳅	kei cru
奇丑无比	kei cru mou bei
祈请	kei cij
冀朝铸	kei ciu zv
奇彩	kei coi
蕲春	kei c;n
蕲春县	kei c;n yvn
企定	kei dij
旗丁	kei dij
祁东	kei duj
祁东县	kei duj yvn
奇花异卉	kei fa yi wri
Ｋ粉	kei frn
岐阜县	kei fru yvn
期货合约	kei fo hrp y;k
期货市场	kei fo si c;j
Ｋ房	kei foj
棋逢敌手	kei fuj dik sru
旗幅	kei fuk
祈福禳灾	kei fuk y;j zoi
企街	kei gai
奇解	kei gai
棋格状	kei gak zoj
旗校	kei gau
暨今	kei grm
Ｋ歌	kei go
企缸	kei goj
綦江县	kei goj yvn
旗竿	kei gon
棋高一着	kei gou yrt z;k
旗官	kei gun
企管硕士	kei gun sek si
奇崛	kei xrt
奇昆古尼亚病毒	kei xrn gu nei a bej duk
奇昆古尼亚热	kei xrn gu nei a yit
棋具	kei g;i
祁奚	kei hri
祁奚之荐	kei hri zi zin
企起身	kei hei srn
奇瓦瓦	kei ja ja
企硬	kei jaj
骥骜	kei jou
跂跂	kei kei
奇谲	kei kvt
奇览	kei lam
旗舰店	kei lam dim
企立	kei lap
淇淋	kei lrm
畸零	kei lij
祁连	kei lin
祁连山脉	kei lin san mrk
祁连县	kei lin yvn
其来有自	kei loi yru zi
其乐不穷	kei lok brt kuj
歧路灯	kei lou drj
企理	kei lei
奇离	kei lei
企领	kei lej
骐驎	kei l;n
麒麟菜	kei l;n coi
麒麟区	kei l;n k;i
麒麟座	kei l;n zo
骑马找马	kei ma zau ma
奇文	kei mrn
奇文共赏	kei mrn guj s;j
奇摩	kei mo
跂望	kei moj
企慕	kei mou
企歪啲	kei me di
祁门	kei mun
奇门遁甲	kei mun d;n gap
祁门县	kei mun yvn
期末考	kei mut hau
期末考试	kei mut hau si
蜞乸	kei na
奇能	kei nrj
奇能异士	kei nrj yi si
奇努克	kei nou hrk
奇葩异卉	kei pa yi wri
旗牌	kei pai
期票	kei piu
其三	kei sam
旗山	kei san
岐山县	kei san yvn
旗山镇	kei san zrn
企身	kei srn
企身煲	kei srn bou
奇士	kei si
岐视	kei si
棋士	kei si
棋屎	kei si
畸士	kei si
其先	kei sin
奇羡	kei sin
祈仙台	kei sin toi
耆宿	kei suk
Ｋ书	kei sv
奇瑞	kei s;i
跂想	kei s;j
Ｋ他命	kei ta mij
其他人	kei ta yrn
畸态	kei tai
奇蹄类	kei tri l;i
奇蹄目	kei tri muk
奇台	kei toi
畸胎瘤	kei toi lru
奇台县	kei toi yvn
企堂	kei toj
祈祷文	kei tou mrn
企图心	kei tou srm
企位	kei wri
奇伟果	kei wri xo
奇祸	kei wo
其一	kei yrt
企人边	kei yrn bin
其二	kei yi
奇异笔	kei yi brt
奇异果	kei yi xo
奇异夸克	kei yi qa hrk
畸型	kei yij
耆英	kei yij
畸形儿	kei yij yi
企业间网路	kei yip gan moj lou
企业管理硕士	kei yip gun lei sek si
企业联合组织	kei yip lvn hrp zou zik
企业文化	kei yip mrn fa
企业内网路	kei yip noi moj lou
企业社会责任	kei yip se wui zak yrm
企业形象	kei yip yij z;j
企业集团	kei yip zap tvn
埼玉	kei yuk
埼玉县	kei yuk yvn
旗语	kei yv
旗鱼	kei yv
冀县	kei yvn
淇县	kei yvn
祁县	kei yvn
祁阳	kei y;j
祁阳县	kei y;j yvn
Ｋ仔	kei zri
冀州市	kei zru si
奇志	kei zi
跂訾	kei zi
其自身	kei zi srn
奇迹	kei zik
旗籍	kei zik
跂坐	kei zo
鳍状肢	kei zoj zi
期终	kei zuj
期中考	kei zuj hau
骥足	kei zuk
旗津	kei z;n
旗津区	kei z;n k;i
剧情片	kek cij pin
剧社	kek se
剧中人	kek zuj yrn
箍煲	ku bou
箍带	ku dai
箍紧	ku grn
箍颈	ku gej
箍颈党	ku gej doj
箍牙	ku ja
圐圙	ku l;k
箍麻	ku ma
箍臣	ku srn
咕𠱸	ku s;n
箍桶	ku tuj
箍桶店	ku tuj dim
箍桶匠	ku tuj z;j
箍子	ku zi
箍节儿	ku zit yi
箍嘴	ku z;i
溃坝	kui ba
溃兵	kui bij
廥仓	kui coj
溃敌	kui dik
绘架座	kui ga zo
溃军	kui xrn
会稽	kui kri
贿买	kui mai
溃脓	kui nuj
鲙鱼	kui yv
穷兵黩武	kuj bij duk mou
穹苍	kuj coj
穷奢极侈	kuj ce gik ci
穷蹙	kuj cuk
穷当益坚	kuj doj yik gin
穷到㶶	kuj dou nuj
穷家薄业	kuj ga bok yip
穷结	kuj git
穷结县	kuj git yvn
穷匮	kuj xri
穷巷	kuj hoj
穷饿	kuj jo
穷寇	kuj kru
穷竭	kuj kit
穷竭法	kuj kit fat
穹肋	kuj lrk
邛崃山	kuj loi san
邛崃山脉	kuj loi san mrk
邛崃市	kuj loi si
穹庐	kuj lou
穹窿	kuj luj
穹隆	kuj luj
穷忙族	kuj moj zuk
穷棒子	kuj paj zi
穷愁	kuj sru
穷愁潦倒	kuj sru lou dou
穷鼠啮狸	kuj sv yit lei
穷酸相	kuj svn s;j
穹丘	kuj yru
穷二代	kuj yi doi
穹形	kuj yij
穷于应付	kuj yv yij fu
穷在闹市无人问富在深山有远亲	kuj zoi nau si mou yrn mrn fu zoi srm san yru yvn crn
曲笔	kuk brt
曲别针	kuk bit zrm
曲柄钻	kuk bej zvn
曲池穴	kuk ci yvt
曲尺	kuk cek
曲尺楼梯	kuk cek lru tri
曲松	kuk cuj
曲松县	kuk cuj yvn
曲突徙薪	kuk drt sai srn
曲阜孔庙	kuk fru huj miu
曲阜市	kuk fru si
曲江区	kuk goj k;i
曲颈瓶	kuk gej pij
曲肱而枕	kuk xrj yi zrm
曲奇	kuk kei
曲奇饼	kuk kei bej
蛐蛐儿	kuk kuk yi
曲里拐弯	kuk l;i xai wan
曲率向量	kuk l;t h;j l;j
曲麻莱	kuk ma loi
曲麻莱县	kuk ma loi yvn
曲面论	kuk min l;n
曲霉毒素	kuk mui duk sou
曲线	kuk sin
曲蟮	kuk sin
蛐蟮	kuk sin
曲线锯	kuk sin g;
曲线论	kuk sin l;n
曲线拟合	kuk sin yi hrp
曲水县	kuk s;i yvn
曲蹄	kuk tri
曲沃	kuk yuk
曲沃县	kuk yuk yvn
曲阳县	kuk y;j yvn
曲周	kuk zru
曲周县	kuk zru yvn
曲靖地区	kuk zij dei k;i
曲靖市	kuk zij si
曲终奏雅	kuk zuj zru ja
括毒	kut duk
豁拳	kut kvn
蛞蝼	kut lru
豁免权	kut min kvn
括线	kut sin
聒耳	kut yi
蛞蝓	kut yv
权变理论	kvn bin lei l;n
权充	kvn cuj
拳击比赛	kvn gik bei coi
拳击手	kvn gik sru
拳击选手	kvn gik svn sru
拳击台	kvn gik toi
颧弓	kvn guj
蜷局	kvn guk
拳脚相向	kvn g;k s;j h;j
蜷卧	kvn jo
拳曲	kvn kuk
惓惓	kvn kvn
拳拳	kvn kvn
权力斗争	kvn lik dru zrj
权力纷争	kvn lik frn zrj
权力交接	kvn lik gau zip
权力下放	kvn lik ha foj
权利法案	kvn lei fat on
权利声明	kvn lei sij mij
权利要求	kvn lei yiu kru
拳棒	kvn paj
拳手	kvn sru
拳师	kvn si
拳头产品	kvn tru can brn
权宜之策	kvn yi zi cak
权欲薰心	kvn yuk frn srm
权舆	kvn yv
权钥	kvn y;k
决策树	kvt cak sv
决策者	kvt cak ze
蕨菜	kvt coi
缺德鬼	kvt drk xri
阙特勤	kvt drk krn
缺德事	kvt drk si
决定簇	kvt dij cuk
缺乏症	kvt frt zij
缺课	kvt fo
抉搞	kvt gau
缺血	kvt hvt
蕨类植物	kvt l;i zik mrt
缺粮	kvt l;j
决明	kvt mij
决明子	kvt mij zi
缺心眼	kvt srm jan
缺心眼儿	kvt srm jan yi
缺心少肺	kvt srm siu fri
决胜负	kvt sij fu
决选名单	kvt svn mij dan
决隄	kvt tri
决一雌雄	kvt yrt ci huj
缺油	kvt yru
决而不行	kvt yi brt hrj
缺衣少食	kvt yi siu sik
鳜鱼	kvt yv
缺氧症	kvt y;j zij
噘嘴	kvt z;i
撅嘴	kvt z;i
缺嘴	kvt z;i
拘押营	k;i at yij
驱病	k;i bej
拘囚	k;i cru
距翅麦鸡	k;i ci mrk gri
拒签	k;i cim
祛邪	k;i ce
祛邪除灾	k;i ce c;i zoi
拘束衣	k;i cuk yi
区处	k;i cv
拘传	k;i cvn
驱除鞑虏	k;i c;i tat lou
佢哋	k;i dei
佢地	k;i dei
佢哋嘅	k;i dei ge
佢哋自己	k;i dei zi gei
驱动力	k;i duj lik
