一下	yixx
法语	fayu
法郎	falh
泛指	fjvi
泛泛	fjfj
泠泠	lklk
波兰	bolj
波多黎各	bdlg
波幅	bofu
波牛	bonq
波经	bojk
波谷	bogu
波霸	boba
波音	boyb
波饼	bobk
泣涕	qiti
泥人	nirf
泥水	niuv
泥湴	nibj
泥湴	nipj
泥瓦匠	nwjl
泥石流	nulq
注塑	vusu
注射器	vuqi
注目	vumu
注目礼	vmli
注脚	vujn
泰乐	tdle
泰乐	tdyt
泰山压顶	tuyd
泰山移	tuyi
泱泱	yhyh
泵房	bgfh
泵站	bgvj
洁净	jpjk
洋为中用	ywvy
洋洋大观	yydg
洋洋得意	yydy
洋烛	yhvu
洋行	yhhh
洋货	yhho
洗劫	xijp
洗劫一空	xjyk
洗大饼	xdbk
洗手	xiuz
洗手奉职	xufv
洗楼	xilz
洗涤剂	xdji
洗湿个头	xugt
洗漱	xiuu
洗礼	xili
洗练	xilm
洗脚唔抹脚	xjwj
洗衣	xiyi
洗衫板	xubj
洗黑钱	xhqm
洛阳纸贵	lyvg
洞悉	dsxi
洞房	dsfh
津巴布韦	jbbw
洪武	hswu
洪水猛兽	humu
洪钟	hsvs
洪魔	hsmo
活动家	hdjx
活化石	hhui
活性	hoxk
活性炭	hxtj
活期	hoqi
活水	houv
活生生	huug
活脱脱	htto
活计	hoji
活路	holu
洽谈会	qthv
派出所	piso
派性	pdxk
派息	pdxi
派拉蒙	plmg
派筹	pdiz
派系	pdxi
派街坊	pjfh
流下	lqxx
流失	lqui
流弹	lqdj
流星	lqxk
流星雨	lxyu
流水线	luxm
流沙	lqua
流浪汉	llhj
流离	lqli
流窜犯	lcfj
流线型	lxxk
流行榜	lhbh
流行榜	lxbh
流行色	lxse
流行语	lhyu
流行语	lxyu
流言	lqyj
流言飞语	lyfy
流逝	lqui
浅析	qmxi
浅水	qmuv
浅滩	qmtj
浇水	jnuv
浇注	jnvu
浇灌	jngr
浇铸	jnvu
浊亲	voqb
浊亲	voqk
浊流	volq
测绘局	chju
济南市	jnui
济困扶危	jkfw
济宁	jink
济弱扶倾	jrfq
济济一堂	jjyt
济源	jiyr
浑俗和光	hshg
浑厚	hyhz
浑水摸鱼	humy
浓烟滚滚	nygg
浓眉大眼	nmdy
浙江省	vjug
浩劫	hcjp
浩大	hcda
浩气	hcqi
浩浩长空	hhik
浩浩长空	hhvk
浩渺	hcmn
浩繁	hcfj
浪头	lhtz
浪漫主义	lmvy
浮华	fuhx
浮尘	fuif
浮标	fubn
浮沉	fuif
浮泛	fufj
浮浅	fuqm
浮游	fuyz
浮萍	fupk
浴室	yuui
浴池	yuii
海事	hdui
海伦	hdly
海信	hdxb
海味	hdww
海地	hddi
海堤	hddi
海岛	hddc
海平面	hpmm
海归	hdgv
海洛因	hlyb
海派	hdpd
海淀	hddm
海潮	hdic
海疆	hdjl
海皮	hdpi
海绵	hdmm
海豹	hdbc
海防	hdfh
海陆空	hlks
海难	hdnj
海顿	hddy
浸入	jbru
浸染	jbrj
浸润	jbry
浸猪笼	jvls
浸种	jbvs
浸透	jbtz
消亡	xnwh
消协	xnxp
消息人士	xxru
消暑	xnuu
消毒剂	xdji
消滞	xnvi
消火栓	xhur
消瘦	xnuz
消融	xnrs
消退	xntv
消逝	xnui
消长	xnvh
消闲	xnxm
消防喉	xfhz
消防车	xfie
消防队	xfdv
涉世	ueui
涉黄	uehl
涉黑	uehw
涌浪	yslh
涓滴归公	jdgg
涕泗	tisi
涝灾	lczd
涡轮机	wlji
涤荡	didh
润滑油	rhyz
涨至	vhvi
涨落	vhlo
液化	yehx
液化气	yhqi
涵义	hjyi
涵洞	hjds
涵管	hjgr
淅沥	xili
淅淅沥沥	xxll
淋巴结	lbjp
淋漓	lbli
淋病	lbbk
淘汰赛	ttsd
淙淙	cscs
淟涊	tmnm
淡季	djji
淡水湖	duhu
淡水鱼	duyu
淡茂茂	dmmc
淡薄	djbo
淤塞	yuse
淤积	yuji
淫威	ybww
淫溢	ybyi
淮南	hknj
淮阴	hkyb
深为	ufww
深信	ufxb
深切治疗	uqvl
深刻性	ukxk
深化	ufhx
深受	ufuz
深处	ufiu
深得民心	udmx
深情	ufqk
深情厚意	uqhy
深情厚谊	uqhy
深意	ufyi
深明大义	umdy
深水港	uugh
深知	ufvi
深谷	ufgu
深远	ufyr
深透	uftz
深重	ufvs
深闺	ufgv
淳厚	iyhz
混交林	hjlb
混养	hyyh
混合物	hhwu
混吉	hyji
混浊	hyvo
混淆是非	hxuf
添加剂	tjji
添麻烦	tmfj
清亮	qkll
清代	qkdd
清偿	qkih
清冷	qklg
清净	qkjk
清凉油	qlyz
清剿	qkjn
清幽	qkyz
清明节	qmjp
清晰度	qxdu
清正	qkvg
清河	qkhe
清洁	qkjp
清洗	qkxi
清淡	qkdj
清瘦	qkuz
清纯	qkiy
清茶	qkia
清补凉	qbll
清规戒律	qgjl
清运	qkyy
清香	qkxl
清香鲜嫩	qxxn
渊薮	yrsz
渐入佳境	jrjj
渐变	jmbm
渐次	jmci
渐至佳境	jvjj
渔人之利	yrvl
渔具	yuju
渔区	yuqu
渔场	yuih
渔夫	yufu
渔家	yujx
渔港	yugh
渔火	yuho
渔网	yuwh
渔舟	yuvz
渔轮	yuly
渗入	ufru
渡海	duhd
渡过	dugo
渣都冇	vdmc
温厚	wfhz
温哥华	wghx
温室	wfui
温家宝	wjbc
温暾	wfty
温柔敦厚	wrdh
温润而泽	wrez
温良恭俭让	wlgr
港务局	gwju
游人	yzrf
游兴	yzxk
游击	yzji
游击战	yjvj
游击队	yjdv
游医	yzyi
游历	yzli
游园	yzyr
游园会	yyhv
游埠	yzbu
游子	yzzi
游干水	yguv
游弋	yzyi
游戏人间	yxrj
游泳池	yyii
游泳馆	yygr
游离	yzli
游绳	yzug
游艺	yzyi
游艺机	yyji
游记	yzji
渺嘴	mnzv
湉湉	tmtm
湑湑	xuxu
湖北省	hbug
湖区	huou
湖区	huqu
湖南省	hnug
湖州	huvz
湘赣	xlgj
湛蓝	vjlj
湝湝	jpjp
湮没	yjmo
湿地	uidi
湿度	uidu
湿柴	uiid
湿气	uiqi
湿水鸡	uuji
湿漉漉	ullu
湿碎	uisv
溃于蚁穴	kyyx
源流	yrlq
源源	yryr
溜冰场	lbih
溟蒙	mkmg
溢于言表	yyyb
溢利	yili
溯源	suyr
溶剂	rsji
溶化	rshx
滂沛	phpw
滃郁	wgyu
滇池	dmii
滋事	ziui
滋油	ziyz
滋油淡定	zydd
滋补品	zbpb
滑动	hxds
滑捋捋	hllo
滑捋捋	hllv
滑梯	hxti
滑潺潺	hiij
滑牙	hxya
滑稽戏	hjxi
滑翔	hxxl
滑雪	hxxt
滑雪板	hxbj
滕州	tgvz
滚水渌脚	gulj
滚热辣	grla
滚红滚绿	ghgl
滚轴溜冰	gvlb
滚雪球	gxqq
滞后	vihz
滞销	vixn
满员	mjyr
满城风雨	mify
满天	mjtm
满头	mjtz
满山红叶	muhx
满山红叶	muhy
满山遍野	muby
满怀信心	mhxx
满招损谦受益	mvsy
满文	mjwf
满族	mjzu
满洲	mjvz
满洲国	mvgo
满满	mjmj
满满当当	mmdd
满眼	mjyj
满肚密圈	mdmj
满肚密圈	mdmq
满腔热情	mqrq
满腹牢骚	mfls
滥觞	ljuh
滩地	tjdi
滩头	tjtz
滩涂	tjtu
滴水	diuv
滴水成冰	duib
滴溜	dilq
漂渺	pnmn
漂漂亮亮	ppll
漂移	pnyi
漏税	lzuv
漓江	lijl
演义	yjyi
演习	yjxi
演化	yjhx
演唱会	yihv
演奏员	yzyr
演奏家	yzjx
演播室	ybui
演示	yjui
演算	yjsr
演艺	yjyi
演进	yjjb
漠视	moui
漫天要价	mtyj
漫天飞雪	mtfx
漫漫	mjmj
漫漫长夜	mmiy
漫漫长夜	mmvy
漫漶	mjhr
漭漭	mhmh
漯河	lohe
漳州	vhvz
潆洄	ykhv
潇湘	xnxl
潋滟	lmyj
潜入	qmru
潜台词	qtci
潜意识	qyui
潜水员	quyr
潜水艇	qutk
潜质	qmvi
潜返	qmfj
潢洋	glyh
潢洋	hlyh
潦倒	lndc
潮头	ictz
潮汐	icxi
潮阳	icyh
潺湲	ijyr
激动人心	jdrx
激化	jihx
激奀	jien
激奀	jinf
激愤	jiff
激浊扬清	jvyq
激起	jiqi
激进	jijb
濑粉	ldff
濒于	bbyu
濮阳	puyh
灌区	grqu
灌注	grvu
灌浆	grjl
灌渠	grqu
火力	holi
火势	houi
火化	hohx
火器	hoqi
火树银花	huyh
火海	hohd
火滚	hogy
火灾	hozd
火炕	hokh
火电厂	hdih
火电站	hdvj
火箭弹	hjdj
火箭炮	hjpc
火箭筒	hjts
火花塞	hhsd
火药味	hyww
火起	hoqi
火路	holu
火车头	hitz
火辣辣	hlla
火遮眼	hvyj
火险	hoxm
火鸡	hoji
灭火喉	mhhz
灯市	dgui
灯柱	dgvu
灯油火腊	dyhl
灯油火腊	dyhx
灯胆	dgdj
灰土	hvtu
灰士	hvui
灰心	hvxb
灰白色	hbse
灰白色	hbud
灰蒙蒙	hmmg
灰质	hvvi
灵宝	lkbc
灵性	lkxk
灵敏度	lmdu
灶具	zcju
炉台	lutd
炉子	luzi
炉渣	luva
炉膛	luth
炊事	ivui
炊事员	iuyr
炊事班	iubj
炊烟四起	iysq
炎夏	yjxx
炎炎	yjyj
炎症	yjvg
炒买炒卖	imim
炒家	icjx
炒黄牛	ihnq
炖冬菇	ddgu
炖品	dypb
炮手	pcuz
炮灰	pchv
炸鱼	vayu
点子	dmzi
点心	dmxb
点拨	dmbo
点搞	dmgc
点明	dmmk
点止	dmvi
点红点绿	dhdl
点钟	dmvs
炼焦	lmjn
烂命	ljmk
烂头蟀	ltuk
烂摊子	ltzi
烂溶溶	lrrs
烂漫	ljmj
烂瘾	ljyb
烂瞓	ljff
烂瞓	ljxy
烂蓉蓉	lrrs
烂铜烂铁	ltlt
烂饭	ljfj
烈军属	ljuu
烈士	lpui
烈士墓	lumu
烈属	lpuu
烈日当头	lrdt
烘云托月	hyty
烚熟狗头	xugt
烟仔	yjzd
烟仔	yjzi
烟士	yjui
烟尘	yjif
烟帽队	ymdv
烟波	yjbo
烟波浩淼	ybhm
烟灰	yjhv
烟灰盅	yhvs
烟熏火燎	yxhl
烟盒	yjhe
烟筒	yjts
烟花	yjhx
烟草业	ycye
烟蒂	yjdi
烟雨	yjyu
烟雾	yjwu
烤烟	kcyj
烦燥	fjzc
烦琐	fjso
烧碱	ucjm
烧纸	ucvi
烧结	ucjp
热乎乎	rhhu
热心肠	rxih
热核	rehe
热气腾腾	rqtt
热水瓶	rupk
热河	rehe
热源	reyr
热火	reho
热电厂	rdih
热痱	refw
热轧	reva
热轧	reya
烽火台	fhtd
烽火连天	fhlt
焊缝	hjfg
焗亲	juqb
焗亲	juqk
焗漆	juqi
焗炉	julu
焗盅	juvs
焚化	ffhx
焚毁	ffhv
焦化	jnhx
焦土	jntu
焦油	jnyz
焦炉	jnlu
焦炭	jntj
焰火	yjho
然之后	rvhz
煎饼	jmbk
煜爚	yuyt
煞下煞下	uxux
煞住	uavu
煞掣	uaie
煤尘	mwif
煤层	mwcg
煤屎	mwui
煤气喉	mqhz
煤气罐	mqgr
煤油	mwyz
煤灰	mwhv
煤烟	mwyj
煤田	mwtm
煤窑	mwyc
照会	vchv
照发	vcfa
照壁	vcbi
照搬	vcbj
照杀	vcua
照板煮碗	vbvw
照肺	vcfw
煮饭仔	vfzd
煮饭仔	vfzi
煲仔菜	bzcd
煲仔饭	bzfj
煲冇米粥	bmmv
熄匙	xiii
熄匙	xiui
熊熊	xsxs
熔化	rshx
熔岩	rsyj
熔炼	rslm
熔解	rsjp
熔解	rsxp
熟性	uuxk
熟性	uzxk
熟知	uuvi
熟行	uuhh
熟行	uuxk
熟行	uzhh
熟行	uzxk
熟识	uuui
熟透	uutz
熟食	uuui
熟食档	usdh
熟食档	uudh
熟食档	uydh
熠熟狗头	yugt
熠熠	yiyi
熠爚	yiyt
燃起	rjqi
燎原之势	lyvu
燎泡	lnpc
燕京	yjjk
燕婉	yjwj
燕山	yjuj
燕梳	yjuu
燕燕	yjyj
燕语莺声	yyyu
燕雀安知	yqav
燕麦	yjmd
燥火	zcho
燮理阴阳	xlyy
爆发力	bfli
爆呔	bcdd
爆呔	bctd
爆圻	bcqi
爆圻	bcyb
爆大镬	bdho
爆满	bcmj
爆炒	bcic
爆炸性	bvxk
爆煲	bcbc
爆石	bcdj
爆石	bcui
爆竹	bcvu
爬格仔	pgzd
爬格仔	pgzi
爬罗剔抉	pltj
爬高	pagc
爱立信	alxb
爵士乐	juyt
父女	funv
父本	fubf
爹哋	dpdi
片剂	pmji
片子	pmzi
片断	pmdr
片片	pmpm
片糖	pmth
版式	bjui
牌位	pdww
牌号	pdhc
牌坊	pdfh
牌照	pdvc
牙医	yayi
牙擦	yaca
牙擦擦	ycca
牙斩斩	yvvj
牙烟	yayj
牙痛噉声	ytdu
牙罅	yaxx
牙铰	yajn
牙齿印	yiyb
牙齿当金使	yidu
牛噍牡丹	njmd
牛毛细雨	nmxy
牛油果	nygo
牛皮癣	npxr
牛皮纸	npvi
牛精	nqjk
牛羊肉	nyrz
牛脷	nqli
牛郎织女	nlvn
牛鼎烹鸡	ndpj
牝牡	pbmu
牟取暴利	mqbl
牢牢	lclc
牧人	murf
牧歌	muge
牧童	muts
牧羊	muyh
物主	wuvu
物似主人形	wuvx
物力	wuli
物欲	wuyu
物理	wuli
物理学	wlxt
物腐虫生	wfiu
物证	wuvg
物资局	wzju
牲畜	ugiu
牵制	qmvi
牵引力	qyli
牵线	qmxm
牵萝补屋	qlbw
特委	teww
特技	teji
特指	tevi
特效药	txyc
特洛伊	tlyi
特派员	tpyr
特种兵	tvbk
特赦	teue
牺牲品	xupb
犀厉	xili
犄角	jijn
犯众憎	fvzg
犯愁	fjiz
犰狳	qqyu
犹太人	ytrf
犹太教	ytjn
狂犬病	kqbk
狂草	klcc
狂风暴雨大雨淋漓	kfbl
狉狉	pipi
狍子	pczi
狐狸	huli
狐疑不决	hybj
狐群狗党	hqgd
狒狒	fwfw
狗乸	gzna
狗公	gzgs
狗咬狗骨	gygg
狗爪边	gvbm
狗牙	gzya
狙击	juji
狡黠	jnxx
独具匠心	djjx
独具特色	djts
独出心裁	dixc
独到之处	ddvi
独唱	duih
独善其身	duqu
独子	duzi
独木舟	dmvz
独沽一味	dgyw
独生女	dunv
独生子	duzi
独立团	dltr
独角戏	djxi
独资	duzi
狭长	xxih
狮城	uiig
狷介之士	jjvu
狸猫	limc
狻猊	srni
狼籍	lhji
狼胎	lhtd
猃狁	xmyy
猕猴桃	mhtc
猗傩	yino
猛兽	mguz
猛咁	mggj
猛将	mgjl
猛志常在	mviz
猛扑	mgpu
猛犸	mgma
猛跌	mgdp
猛醒	mgxk
猜呈寻	cixy
猞猁	ueli
猩猩	xkxk
猪乸	vuna
猪仔	vuzd
猪场	vuih
猪头炳	vtbk
猪头骨	vtgu
猪崽	vuzd
猪横脷	vhli
猪瘟	vuwf
猪突豨勇	vtxy
猪笼入水	vlru
猪脚姜	vjjl
猪舍	vuue
猫乸	mcna
猫扑	mcpu
猫王	mcwh
猫鼠同眠	mutm
献技	xmji
献礼	xmli
献艺	xmyi
献花	xmhx
献血	xmxt
献计	xmji
献词	xmci
献身	xmuf
献辞	xmci
獬豸	xpvi
玄学	xrxt
玄虚	xrxu
玄黄	xrhl
玉兰	yulj
玉器	yuqi
玉林	yulb
玉洁松贞	yjsv
玉溪	yuxi
玉石	yuui
玉米面	ymmm
玉雕	yudn
王位	whww
王公	whgs
王冠	whgr
王力	whli
王室	whui
王永民	wymb
王爷	whye
王羲之	wxvi
王铎	whdo
玎玲	dklk
玎珰	dkdh
玛丽	mali
玩意	wjyi
玩新人	wxrf
玩艺	wjyi
玫瑰色	mgse
环卫	hrww
环城	hrig
环形	hrxk
环抱	hrbc
环环相扣	hhxk
环行	hrxk
环首死刑	husx
现世	xmui
现今	xmjb
现代化	xdhx
现代史	xdui
现代戏	xdxi
现代派	xdpd
现代舞	xdwu
现任	xmrf
现出	xmiu
现场会	xihv
现实主义	xuvy
现实性	xuxk
现已	xmyi
现役	xmyi
现时	xmui
现汇	xmhv
现汉	xmhj
现眼	xmyj
现职	xmvi
现金	xmjb
现钱	xmqm
现阶段	xjdr
玳瑁	ddmc
玻利维亚	blwy
玻璃瓶	blpk
珊瑚礁	uhjn
珍本	vfbf
珍视	vfui
珐琅	falh
珑璁	lscs
珞巴族	lbzu
珠子	vuzi
班主任	bvrf
班加罗尔	bjle
班房	bjfh
班机	bjji
班马	bjma
球形	qqxk
球技	qqji
球状	qqvl
球艺	qqyi
琅玕	lhgj
理事	liui
理事会	luhv
理事长	luvh
理化	lihx
理发	lifa
理发师	lfui
理喻	liyu
理学	lixt
理工	ligs
理工科	lgke
理所当然	lsdr
理睬	licd
理科	like
理解力	ljli
理论家	lljx
琉璃	lqli
琉璃瓦	llwa
琥珀	hupo
琬圭	wjgv
琬琰	wjyj
琴声	qbug
琴师	qbui
琴心剑胆	qxjd
琴日	qbri
琴晚	qbwj
琼瑶	qsyc
瑞金	rvjb
瑞雪纷飞	rxff
瑰玮	gvww
璎珞	yklo
璞玉浑金	pyhj
瓜农	gxns
瓢泼大雨大雨倾盆	ppdp
瓦工	wags
瓦当	wadh
瓦煲	wabc
瓦通纸	wtvi
瓮声瓮气	wuwq
甘于	gjyu
甘油	gjyz
甘肃省	gsug
甘苦	gjku
甘蓝	gjlj
甚至于	uvyu
甜耶耶	tyye
甜菜	tmcd
甜酸苦辣	tskl
甜食	tmui
生于	ugyu
生产关系	uigx
生产力	uili
生产率	uilv
生产线	uixm
生产者	uive
生产队	uidv
生人	ugrf
生人唔生胆	urwd
生前	ugqm
生力军	uljy
生勾勾	uggz
生化	ughx
生埗	ugbu
生威	ugww
生安白造	uabz
生就	ugjq
生态学	utxt
生性	ugxk
生意人	uyrf
生意经	uyjk
生招牌	uvpd
生擒活捉	uqhv
生机	ugji
生机勃勃	ujbb
生果金	ugjb
生死与共	usyg
生殖	ugvi
生母	ugmu
生活费	uhfw
生源	ugyr
生父	ugfu
生物体	uwti
生物学	uwxt
生物钟	uwvs
生猪	ugvu
生理	ugli
生生	ugug
生生不已	uuby
生疑	ugyi
生肖	ugxn
生育	ugyu
生菜	ugcd
生萝卜	ulbo
生萝卜	ulbu
生计	ugji
生长期	uvqi
生长素	uvsu
生鸡	ugji
甡甡	ufuf
用之不竭	yvbj
用人	ysrf
用作	yszo
用尽	ysjb
用工	ysgs
用意	ysyi
用时	ysui
用材林	yclb
用武	yswu
用水	ysuv
用煤	ysmw
用语	ysyu
用费	ysfw
甩底	ukdi
甩拖	ukto
甩皮	ukpi
甩皮甩骨	upug
甩绳马骝	uuml
甩肺	ukfw
甩色	ukse
甩色	ukud
甩身	ukuf
甩须	ukxu
甫士咭	fuji
甫士咭	fuka
田园诗	tyui
田地	tmdi
田径赛	tjsd
田联	tmlm
由头	yztz
由此及彼	ycjb
由此可见	yckj
甲午	jxwu
甲午战争	jwvv
甲壳	jxqn
甲子	jxzi
甲寅	jxyb
甲戌	jxxu
甲板	jxbj
甲烷	jxwj
甲状腺	jvxm
甲申	jxuf
甲级	jxji
甲虫	jxis
甲辰	jxif
甲醇	jxiy
甲鱼	jxyu
申诉	ufsu
申请书	uquu
申请人	uqrf
申辩	ufbm
电令	dmlk
电信业	dxye
电信号	dxhc
电信局	dxju
电光石火	dguh
电劈石击	dpdj
电劈石击	dpuj
电压	dmya
电告	dmgc
电场	dmih
电声	dmug
电子学	dzxt
电子束	dzuu
电子琴	dzqb
电子管	dzgr
电子邮件	dzyj
电容器	drqi
电心	dmxb
电教	dmjn
电文	dmwf
电机	dmji
电极	dmji
电气	dmqi
电波	dmbo
电灯胆	dddj
电炉	dmlu
电瓶	dmpk
电盈	dmyk
电石	dmui
电码	dmma
电磁场	dcih
电磁波	dcbo
电离层	dlcg
电视剧	duju
电视台	dutd
电视塔	duta
电视机	duji
电视片	dupm
电话机	dhji
电贺	dmhe
电量	dmll
电钮	dmnq
电风扇	dfuj
电饭煲	dfbc
男中音	nvyb
男仔头	nztz
男低音	ndyb
男单	njdj
男声	njug
男女老少	nnlu
男妓	njji
男方	njfh
男权	njqr
男男女女	nnnn
男界	njjp
男童院	ntyr
男高音	ngyb
画像	hxxl
画公仔画出肠	hgzi
画坛	hxtj
画室	hxui
画师	hxui
画板	hxbj
画法	hxfa
画片	hxpm
画眉	hxmw
画虎类狗	hhlg
画院	hxyr
畀你	bini
畀心机	bxji
畅游	ihyz
畅达	ihda
界桩	jpvl
界河	jphe
界碑	jpbw
界线	jpxm
畏缩	wwso
畏罪	wwzv
畏首畏尾	wuww
留声机	luji
留学生	lxug
留宿	lqsu
留成	lqig
留有余地	lyyd
留案底	ladi
留美	lqmw
留言簿	lybu
留连	lqlm
留驻	lqvu
畜力	iuli
畜牧	xumu
畜牧业	xmye
略为	ltww
略语	ltyu
番书仔	fuzd
番书仔	fuzi
番书仔	puzd
番书仔	puzi
畸士	jiui
畿辅	jifu
疆域	jlyu
疆界	jljp
疏堂	uuth
疏松	uuss
疏财仗义	ucvy
疑义	yiyi
疑似	yisi
疑心	yixb
疑点	yidm
疗养院	lyyr
疫区	yiqu
疫病	yibk
疮痍	ilyi
疲乏	pifa
疾呼	jihu
疾步	jibu
疾风	jifg
疾驰	jiii
疾驶	jiui
痄腮	vasd
病倒	bkdc
病危	bkww
病历	bkli
病原	bkyr
病原体	byti
病友	bkyz
病史	bkui
病君	bkjy
病员	bkyr
病愈	bkyu
病灶	bkzc
病理	bkli
病程	bkig
病虫害	bihd
病魔缠身	bmiu
症结	vgjp
痘皮	dzpi
痛击	tsji
痛切	tsqp
痛哭	tsku
痛处	tsiu
痛心	tsxb
痛悼	tsdc
痛感	tsgj
痛打	tsda
痛斥	tsii
痢疾	liji
瘌痢	lali
瘛疭	iizs
瘟疫	wfyi
瘟瘟沌沌	wwdd
瘟神	wfuf
瘦小	uzxn
瘦蜢蜢	ummg
瘦骨仙	ugxm
瘭疽	bnju
瘰疬	loli
癫痫	dmxm
癫癫废废	ddff
癸丑	gviz
癸亥	gvhd
癸卯	gvmc
癸巳	gvsi
癸未	gvww
癸酉	gvyz
登基	dgji
登对	dgdv
登山队	dudv
登机	dgji
登陆艇	dltk
白云苍狗	bycg
白内障	bnvh
白区	bdqu
白发苍苍	bfcc
白咋	bdva
白咋	bdza
白咋	bdze
白垩纪	beji
白天鹅	btee
白山黑水	buhu
白布	bdbu
白开水	bkuv
白撞	bdvl
白晒晒	buud
白榄	bdlj
白灰	bdhv
白炽灯	bidg
白班	bdbj
白癜风	bdfg
白米	bdmi
白细胞	bxbc
白茫茫	bmmh
白薯	bduu
白蚀	bdui
白蚁	bdyi
白血球	bxqq
白血病	bxbk
白豆	bddz
白雪雪	bxxt
白饭鱼	bfyu
白鳍豚	bqty
白鸽眼	bgyj
白鸽笼	bgls
白鹤	bdhe
百代	bddd
百分之	bfvi
百分制	bfvi
百分比	bfbi
百分点	bfdm
百厌星	byxk
百口难辩	bknb
百叶窗	byil
百孔千疮	bkqi
百家争鸣	bjvm
百年不遇	bnby
百年大计	bndj
百废俱兴	bfjx
百慕大	bmda
百灵	bdlk
百老汇	blhv
百色	bdse
百色	bdud
百花园	bhyr
百花盛开	bhik
百花盛开	bhuk
百足咁多爪	bzgv
百鸟归林	bdgl
百鸟归林	bngl
百鸟鸣春	bdmi
百鸟鸣春	bnmi
的卡	deka
的卡	deqx
的卡	dika
的卡	diqx
的士	diui
的士高	dugc
的式	deui
的式	diui
的的确确	ddqq
的起心肝	dqxg
皇历	hlli
皇太子	htzi
皇权	hlqr
皇气	hlqi
皎皎	jnjn
皓首穷经	huqj
皖南	wjnj
皮子	pizi
皮影戏	pyxi
皮条	pitn
皮棉	pimm
皮特	pite
皮箧	piqp
皮肤病	pfbk
皮袋	pidd
皮货	piho
皮费	pifw
皱褶	vzve
盈余	ykyu
益友	yiyz
益发	yifa
益处	yiiu
益阳	yiyh
盐城	yjig
盐碱	yjjm
盐碱地	yjdi
盐蛇	yjue
监制	jmvi
监听	jmtk
监察	jmia
监护人	jhrf
监测	jmce
监理	jmli
监禁	jmjb
监粗嚟	jcli
监粗嚟	jclw
监视器	juqi
监趸	jmdy
盒子	hezi
盒带	hedd
盖世无双	guwu
盖世英雄	guyx
盖棺定论	ggdl
盗卖	dcmd
盗权	dcqr
盗窃犯	dqfj
盘桓	pjhr
盘货	pjho
盘陀	pjto
盘马弯弓	pmwg
盛世	ugui
盛事	ugui
盛产	ugij
盛名	ugmk
盛夏	ugxx
盛宴	ugyj
盛惠	ighv
盛惠	ughv
盛誉	ugyu
盟友	mgyz
盟员	mgyr
目不窥园	mbky
目不邪视	mbxu
目不邪视	mbyu
目光如豆	mgrd
目光短浅	mgdq
目击	muji
目击者	mjve
目力	muli
目视	muui
盲人瞎马	mrxm
盲佬	mhlc
盲公竹	mgvu
盲动	mhds
盲头乌蝇	mtwy
盲年	mhnm
盲摸摸	mmmo
盲眼	mhyj
直到	vidc
直升机	vuji
直属	viuu
直拍	vipd
直拨	vibo
直板	vibj
直流	vilq
直程	viig
直立	vili
直笔甩	vbuk
直肠	viih
直视	viui
直角	vijn
直译	viyi
直辖市	vxui
直选	vixr
相交	xljn
相仿	xlfh
相关性	xgxk
相宜	xlyi
相对论	xdly
相当之	xdvi
相形见绌	xxji
相思	xlsi
相持不下	xibx
相离	xlli
相继	xlji
相距	xlju
相较	xljn
相通	xlts
省会	ughv
省力	ugli
省去	ugqu
省城	ugig
省市	ugui
省府	ugfu
省悟	xkwu
省政府	uvfu
省界	ugjp
省直	ugvi
省籍	ugji
省籍	xkji
省级	ugji
省镜	ugjk
省镜	xkjk
省长	ugvh
眈天望地	dtwd
眉宇	mwyu
眉精眼企	mjyq
看做	kjzo
看头	kjtz
看守所	kuso
看官	kjgr
看轻	kjqk
看透	kjtz
看重	kjvs
真主	vfvu
真人	vfrf
真人真事	vrvu
真品	vfpb
真善美	vumw
真情实意	vquy
真意	vfyi
真是	vfui
真爱	vfai
真知	vfvi
真谛	vfdi
眯埋眼	mmyj
眼光光	yggl
眼冤	yjyr
眼凸凸	yttu
眼力	yjli
眼定定	yddk
眼崛崛	yjjt
眼巴巴	ybba
眼帘	yjlm
眼挹毛	yymc
眼核	yjhe
眼核	yjhu
眼湿湿	yuui
眼火爆	yhbc
眼热	yjre
眼甘甘	yggj
眼疾手快	yjuk
眼睁睁	yvvg
眼窝	yjwo
眼缘	yjyr
眼肚	yjdu
眼色	yjse
眼角高	yjgc
眼超超	yiic
眼镜	yjjk
眼镜蛇	yjue
着力点	vldm
着意	voyi
着数	vcuu
着眼点	vydm
睇化	dihx
睇医生	dyug
睇唔开	dwkd
睇场	diih
睇头睇尾	dtdw
睇定	didk
睇数	diuu
睇死	disi
睇水	diuv
睇白	dibd
睇真	divf
睇衰	diuk
睇送食饭	dssf
睇送食饭	dsuf
睇送食饭	dsyf
睇钱份上	dqfu
睇餸食饭	dssf
睇餸食饭	dsuf
睇餸食饭	dsyf
睚眦	yazi
睡意	uvyi
督波	dubo
瞓厉颈	flgg
瞓厉颈	fljk
瞓厉颈	xlgg
瞓厉颈	xljk
瞓身	ffuf
瞓身	xyuf
瞻顾	vjgu
矗立	iuli
矢志	uivi
矢志不移	uvby
知之为知之	vvwv
知了	viln
知事	viui
知名度	vmdu
知悉	vixi
知情人	vqrf
