新闻	srnmrn#序20000
冷淡	lajdam#序20000
即刻	zikhrk#序20000
天性	tinsij#序20000
专场	zvncxj#序20000
指明	zimij#序20000
火柴	focai#序20000
课时	fosi#序20000
离任	leiyrm#序20000
无用	mouyuj#序20000
贴切	tipcit#序20000
席卷	zikgvn#序20000
清朝	cijciu#序20000
白酒	bakzru#序20000
蕴藏	wrncoj#序20000
亲热	crnyit#序20000
货款	fofun#序20000
称作	cijzok#序20000
媲美	peimei#序20000
分之	frnzi#序20000
太湖	taiwu#序20000
缓和	wunwo#序20000
着实	zxksrt#序20000
蒸汽	zijhei#序20000
寄语	geiyv#序20000
非要	feiyiu#序20000
刷卡	catkat#序20000
会所	wuiso#序20000
端正	dvnzij#序20000
篇章	pinzxj#序20000
绝妙	zvtmiu#序20000
中风	zujfuj#序20000
薄膜	bokmok#序20000
冒充	moucuj#序20000
好些	house#序20000
撰文	zanmrn#序20000
放眼	fojjan#序20000
约旦	yxkdan#序20000
诺言	nokyin#序20000
诚挚	sijzi#序20000
也罢	yaba#序20000
后门	hrumun#序20000
指纹	zimrn#序20000
昌平	cxjpij#序20000
归宿	irisuk#序20000
江河	gojho#序20000
上旬	sxjcxn#序20000
墨水	mrksxi#序20000
当做	dojzou#序20000
集会	zapwui#序20000
并重	bijzuj#序20000
灾区	zoikxi#序20000
育人	yukyrn#序20000
装订	zojdij#序20000
出土	cxttou#序20000
反倒	fandou#序20000
居多	gxido#序20000
确诊	kokcrn#序20000
蜗牛	wojru#序20000
获益	wokyik#序20000
两面	lxjmin#序20000
订票	dejpiu#序20000
天大	tindai#序20000
奶粉	naifrn#序20000
彼岸	beijon#序20000
摇摆	yiubai#序20000
旺季	wojiri#序20000
毗邻	peilxn#序20000
难关	nanian#序20000
后人	hruyrn#序20000
交待	gaudoi#序20000
偏差	pinca#序20000
儿科	yifo#序20000
牵挂	hinia#序20000
肝炎	gonyim#序20000
后备	hrubei#序20000
宴会	yinwui#序20000
可比	hobei#序20000
打发	dafat#序20000
乾坤	kinqrn#序20000
走俏	zruciu#序20000
河水	hosxi#序20000
片面	pinmin#序20000
脚印	gxkyrn#序20000
蔷薇	cxjmei#序20000
南国	namiok#序20000
地支	deizi#序20000
及早	krpzou#序20000
正直	zijzik#序20000
而今	yigrm#序20000
顺手	sxnsru#序20000
迎新	yijsrn#序20000
分部	frnbou#序20000
导出	doucxt#序20000
强硬	kxjjaj#序20000
水流	sxilru#序20000
沿革	yvngak#序20000
通向	tujhxj#序20000
悲观	beigun#序20000
静脉	zijmrk#序20000
高超	gouciu#序20000
厅长	tejzxj#序20000
混淆	wrnjau#序20000
示例	silri#序20000
脉搏	mrkbok#序20000
求医	kruyi#序20000
分量	frnlxj#序20000
调频	tiuprn#序20000
孵化	fufa#序20000
提要	triyiu#序20000
破灭	pomit#序20000
管线	gunsin#序20000
蠕虫	yvcuj#序20000
集散	zapsan#序20000
以期	yikei#序20000
毅然	jriyin#序20000
病因	bejyrn#序20000
单亲	dancrn#序20000
集资	zapzi#序20000
不妥	brtto#序20000
功劳	gujlou#序20000
惊醒	gijsij#序20000
低档	dridoj#序20000
危及	jrikrp#序20000
嗜好	sihou#序20000
围观	wrigun#序20000
牵头	hintru#序20000
毅力	jrilik#序20000
作假	zokga#序20000
采纳	coinap#序20000
揭幕	kitmok#序20000
总分	zujfrn#序20000
空缺	hujkvt#序20000
读写	dukse#序20000
土豆	toudru#序20000
干线	gonsin#序20000
惟有	wriyru#序20000
春运	cxnwrn#序20000
荣幸	wijhrj#序20000
秋风	crufuj#序20000
税款	sxifun#序20000
还给	wankrp#序20000
降幅	gojfuk#序20000
惊恐	gijhuj#序20000
偏高	pingou#序20000
持平	cipij#序20000
生源	srjyvn#序20000
过错	ioco#序20000
驾驭	gayv#序20000
吻合	mrnhrp#序20000
年均	ninirn#序20000
转机	zvngei#序20000
隐约	yrnyxk#序20000
执教	zrpgau#序20000
供销	gujsiu#序20000
延安	yinon#序20000
喜庆	heihij#序20000
挂号	iahou#序20000
仙女	sinnxi#序20000
妇联	fulvn#序20000
沦为	lxnwri#序20000
丑陋	crulru#序20000
显出	hincxt#序20000
屠杀	tousat#序20000
提款	trifun#序20000
任期	yrmkei#序20000
胸怀	hujwai#序20000
试探	sitam#序20000
点火	dimfo#序20000
全然	cvnyin#序20000
公款	gujfun#序20000
争吵	zrjcau#序20000
逗号	druhou#序20000
宝座	bouzo#序20000
对峙	dxici#序20000
打法	dafat#序20000
决胜	kvtsij#序20000
焦急	ziugrp#序20000
特权	drkkvn#序20000
酒后	zruhru#序20000
喜气	heihei#序20000
印染	yrnyim#序20000
跳楼	tiulru#序20000
兼并	gimbij#序20000
逃跑	toupau#序20000
生平	srjpij#序20000
冷笑	lajsiu#序20000
暴跌	boudit#序20000
概要	koiyiu#序20000
深渊	srmyvn#序20000
忍耐	yrnnoi#序20000
国画	iokwa#序20000
金门	grmmun#序20000
纯正	sxnzij#序20000
冤家	yvnga#序20000
屡屡	lxilxi#序20000
西侧	srizrk#序20000
逃亡	toumoj#序20000
桂冠	irigun#序20000
正要	zijyiu#序20000
江北	gojbrk#序20000
紧跟	grngrn#序20000
耕耘	gajwrn#序20000
继而	griyi#序20000
中层	zujcrj#序20000
拖鞋	tohai#序20000
染料	yimliu#序20000
民心	mrnsrm#序20000
求实	krusrt#序20000
罪名	zximij#序20000
遥遥	yiuyiu#序20000
好汉	houhon#序20000
商讨	sxjtou#序20000
坠毁	zxiwri#序20000
日夜	yrtye#序20000
牵动	hinduj#序20000
自立	zilap#序20000
触及	zukkrp#序20000
许昌	hxicxj#序20000
降雨	gojyv#序20000
察觉	catgok#序20000
婀娜	ono#序20000
挤压	zriat#序20000
满分	munfrn#序20000
癫痫	dinhan#序20000
远景	yvngij#序20000
邻近	lxngrn#序20000
鬼脸	irilim#序20000
冒着	mouzxk#序20000
文坛	mrntan#序20000
亲临	crnlrm#序20000
两手	lxjsru#序20000
善意	sinyi#序20000
果树	iosv#序20000
体魄	tripak#序20000
内政	noizij#序20000
原告	yvngou#序20000
大院	daiyvn#序20000
微观	meigun#序20000
鱼类	yvlxi#序20000
订立	dijlap#序20000
上进	sxjzxn#序20000
匆忙	cujmoj#序20000
廊坊	lojfoj#序20000
药用	yxkyuj#序20000
衣着	yizxk#序20000
邪教	cegau#序20000
降水	gojsxi#序20000
精简	zijgan#序20000
学说	hoksvt#序20000
朝气	ziuhei#序20000
水管	sxigun#序20000
病变	bejbin#序20000
象棋	zxjkei#序20000
上调	sxjtiu#序20000
唐朝	tojciu#序20000
漆黑	crthrk#序20000
笔试	brtsi#序20000
结实	gitsrt#序20000
贪婪	tamlam#序20000
并列	bijlit#序20000
守望	srumoj#序20000
星河	sijho#序20000
欣然	yrnyin#序20000
起义	heiyi#序20000
事发	sifat#序20000
流转	lruzvn#序20000
追溯	zxisou#序20000
公章	gujzxj#序20000
抵挡	dridoj#序20000
民兵	mrnbij#序20000
罪行	zxihrj#序20000
卫冕	wrimin#序20000
递增	drizrj#序20000
陈旧	crngru#序20000
双层	sxjcrj#序20000
光环	iojwan#序20000
回合	wuihrp#序20000
国境	iokgij#序20000
留念	lrunim#序20000
药剂	yxkzri#序20000
诚心	sijsrm#序20000
运河	wrnho#序20000
铅笔	yvnbrt#序20000
年头	nintru#序20000
猪肉	zvyuk#序20000
筹划	cruwak#序20000
过节	iozit#序20000
额头	jaktru#序20000
冷暖	lajnvn#序20000
唐诗	tojsi#序20000
干活	gonwut#序20000
书架	svga#序20000
计生	grisrj#序20000
钻研	zvnyin#序20000
舞会	mouwui#序20000
轻型	hijyij#序20000
特邀	drkyiu#序20000
篇幅	pinfuk#序20000
通宵	tujsiu#序20000
宁可	nijho#序20000
无端	moudvn#序20000
硕果	sekio#序20000
舒畅	svcxj#序20000
药学	yxkhok#序20000
评判	pijpun#序20000
过早	iozou#序20000
微风	meifuj#序20000
炸药	zayxk#序20000
铺设	poucit#序20000
离职	leizik#序20000
判处	puncv#序20000
副本	fubun#序20000
季报	iribou#序20000
年末	ninmut#序20000
羊肉	yxjyuk#序20000
贿赂	kuilou#序20000
雄伟	hujwri#序20000
接纳	zipnap#序20000
狭小	hapsiu#序20000
小结	siugit#序20000
标语	biuyv#序20000
预留	yvlru#序20000
成像	sijzxj#序20000
成群	sijqrn#序20000
防汛	fojsxn#序20000
后缀	hruzxi#序20000
一等	yrtdrj#序20000
大风	daifuj#序20000
撞击	zojgik#序20000
取暖	cxinvn#序20000
无能	mounrj#序20000
我等	jodrj#序20000
违纪	wrigei#序20000
抚摸	fumo#序20000
苦笑	fusiu#序20000
电量	dinlxj#序20000
皮带	peidai#序20000
固有	guyru#序20000
坦白	tanbak#序20000
基石	geisek#序20000
安康	onhoj#序20000
衣裳	yisxj#序20000
子弟	zidri#序20000
丢掉	diudiu#序20000
地名	deimej#序20000
放电	fojdin#序20000
晚期	mankei#序20000
益阳	yikyxj#序20000
大举	daigxi#序20000
警钟	gijzuj#序20000
急流	grplru#序20000
特快	drkfai#序20000
有病	yrubej#序20000
中选	zujsvn#序20000
交涉	gausip#序20000
速成	cuksij#序20000
开局	hoiguk#序20000
窒息	zrtsik#序20000
兑现	dxiyin#序20000
光阴	iojyrm#序20000
对准	dxizxn#序20000
改用	goiyuj#序20000
月经	yvtgij#序20000
滨海	brnhoi#序20000
冲锋	cujfuj#序20000
诊疗	crnliu#序20000
山谷	sanguk#序20000
提请	tricij#序20000
鲜活	sinwut#序20000
物料	mrtliu#序20000
交织	gauzik#序20000
元月	yvnyvt#序20000
原型	yvnyij#序20000
抨击	pijgik#序20000
缔造	trizou#序20000
货源	foyvn#序20000
饼干	bejgon#序20000
联军	lvnirn#序20000
帐篷	zxjpuj#序20000
改观	goigun#序20000
晚年	mannin#序20000
私自	sizi#序20000
腰包	yiubau#序20000
院子	yvnzi#序20000
进场	zxncxj#序20000
头皮	trupei#序20000
无毒	mouduk#序20000
坦然	tanyin#序20000
化险为夷	fahimwriyi#序20000
曼谷	manguk#序20000
总站	zujzam#序20000
中档	zujdoj#序20000
哲理	zitlei#序20000
带入	daiyrp#序20000
放学	fojhok#序20000
现成	yinsij#序20000
番茄	fanke#序20000
视界	sigai#序20000
轻便	hijbin#序20000
全长	cvncxj#序20000
投降	truhoj#序20000
倾心	kijsrm#序20000
山林	sanlrm#序20000
接通	ziptuj#序20000
日产	yrtcan#序20000
发自	fatzi#序20000
相邻	sxjlxn#序20000
睡衣	sxiyi#序20000
确信	koksxn#序20000
秘方	beifoj#序20000
盖章	goizxj#序20000
被子	peizi#序20000
鄙视	peisi#序20000
集邮	zapyru#序20000
特使	drksi#序20000
偏见	pingin#序20000
函授	hamsru#序20000
增减	zrjgam#序20000
身躯	srnkxi#序20000
限额	hanjak#序20000
恐吓	hujhak#序20000
宜宾	yibrn#序20000
国门	iokmun#序20000
美满	meimun#序20000
辗转	zinzvn#序20000
四肢	seizi#序20000
讲课	gojfo#序20000
殖民	zikmrn#序20000
翻开	fanhoi#序20000
救灾	gruzoi#序20000
别致	bitzi#序20000
协定	hipdij#序20000
大亨	daihrj#序20000
无间	mougan#序20000
纷争	frnzrj#序20000
着装	zxkzoj#序20000
评说	pijsvt#序20000
到会	douwui#序20000
周密	zrumrt#序20000
国宝	iokbou#序20000
缠绕	cinyiu#序20000
良种	lxjzuj#序20000
岂能	heinrj#序20000
踪影	zujyij#序20000
追杀	zxisat#序20000
宣判	svnpun#序20000
朴素	poksou#序20000
泥土	nritou#序20000
深知	srmzi#序20000
触犯	zukfan#序20000
可恶	howu#序20000
灭亡	mitmoj#序20000
见效	ginhau#序20000
分担	frndam#序20000
多头	dotru#序20000
安家	onga#序20000
打扫	dasou#序20000
变异	binyi#序20000
长足	cxjzuk#序20000
惊慌	gijfoj#序20000
昌盛	cxjsij#序20000
耿直	grjzik#序20000
光亮	iojlxj#序20000
清算	cijsvn#序20000
现出	yincxt#序20000
直奔	zikbrn#序20000
自理	zilei#序20000
写字	sezi#序20000
了事	liusi#序20000
执意	zrpyi#序20000
向后	hxjhru#序20000
地主	deizv#序20000
得名	drkmij#序20000
暗访	rmfoj#序20000
特派	drkpai#序20000
督导	dukdou#序20000
美貌	meimau#序20000
按期	onkei#序20000
工序	gujzxi#序20000
憔悴	ciusxi#序20000
支架	ziga#序20000
驳回	bokwui#序20000
认购	yijkru#序20000
就地	zrudei#序20000
硬度	jajdou#序20000
重叠	cujdip#序20000
进京	zxngij#序20000
停机	tijgei#序20000
伤势	sxjsri#序20000
两旁	lxjpoj#序20000
抗衡	kojhrj#序20000
北欧	brkru#序20000
水稻	sxidou#序20000
水路	sxilou#序20000
灭火	mitfo#序20000
空洞	hujduj#序20000
藏书	cojsv#序20000
食宿	siksuk#序20000
吸毒	krpduk#序20000
围攻	wriguj#序20000
奔放	brnfoj#序20000
强弱	kxjyxk#序20000
机理	geilei#序20000
麻痹	mabei#序20000
世俗	srizuk#序20000
美梦	meimuj#序20000
强壮	kxjzoj#序20000
成全	sijcvn#序20000
毒性	duksij#序20000
喜讯	heisxn#序20000
理化	leifa#序20000
附则	fuzrk#序20000
枯燥	fucou#序20000
乐于	lokyv#序20000
乘法	sijfat#序20000
大计	daigri#序20000
减缓	gamwun#序20000
当面	dojmin#序20000
移除	yicxi#序20000
缺失	kvtsrt#序20000
冷门	lajmun#序20000
召回	ziuwui#序20000
性交	sijgau#序20000
融化	yujfa#序20000
通关	tujian#序20000
厚重	hrucuj#序20000
登台	drjtoi#序20000
先驱	sinkxi#序20000
骨折	irtzit#序20000
漂泊	piubok#序20000
关照	ianziu#序20000
启程	kricij#序20000
无损	mousvn#序20000
奋发	frnfat#序20000
次序	cizxi#序20000
上街	sxjgai#序20000
印证	yrnzij#序20000
征稿	zijgou#序20000
水域	sxiwik#序20000
留恋	lrulvn#序20000
杂交	zapgau#序20000
讲授	gojsru#序20000
宠爱	cujoi#序20000
就绪	zrusxi#序20000
循序	cxnzxi#序20000
忏悔	camfui#序20000
租借	zouze#序20000
近似	grnci#序20000
迟早	cizou#序20000
阁下	gokha#序20000
行长	hojzxj#序20000
骆驼	lokto#序20000
外在	joizoi#序20000
优劣	yrulvt#序20000
细小	srisiu#序20000
自救	zigru#序20000
禁令	grmlij#序20000
不单	brtdan#序20000
倒闭	doubri#序20000
山羊	sanyxj#序20000
神色	srnsik#序20000
老兄	louhij#序20000
饭碗	fanwun#序20000
点钟	dimzuj#序20000
吉利	grtlei#序20000
做主	zouzv#序20000
容积	yujzik#序20000
暖气	nvnhei#序20000
理发	leifat#序20000
紧缩	grnsuk#序20000
俘虏	fulou#序20000
履历	leilik#序20000
爱慕	oimou#序20000
星火	sijfo#序20000
麒麟	keilxn#序20000
深造	srmcou#序20000
例行	lrihrj#序20000
琢磨	dxkmo#序20000
真伪	zrnjri#序20000
主业	zvyip#序20000
以南	yinam#序20000
溃疡	kuiyxj#序20000
遍地	pindei#序20000
效法	haufat#序20000
闭目塞听	brimuksrktij#序20000
防空	fojhuj#序20000
丹东	danduj#序20000
浮躁	frucou#序20000
走红	zruhuj#序20000
大路	dailou#序20000
抗战	kojzin#序20000
玩耍	wunsa#序20000
间隙	ganqik#序20000
外销	joisiu#序20000
全称	cvncij#序20000
妇幼	fuyru#序20000
敲响	hauhxj#序20000
拆卸	cakse#序20000
差价	caga#序20000
全员	cvnyvn#序20000
同乡	tujhxj#序20000
河道	hodou#序20000
法案	faton#序20000
流利	lrulei#序20000
致死	zisei#序20000
赞誉	zanyv#序20000
消磨	siumo#序20000
勤劳	krnlou#序20000
衬托	crntok#序20000
落成	loksij#序20000
废墟	frihxi#序20000
微弱	meiyxk#序20000
庆幸	hijhrj#序20000
趁机	crngei#序20000
关切	iancit#序20000
不无	brtmou#序20000
检举	gimgxi#序20000
无期	moukei#序20000
腹泻	fukse#序20000
颜料	janliu#序20000
外包	joibau#序20000
名贵	mijiri#序20000
抽取	crucxi#序20000
磨损	mosvn#序20000
排出	paicxt#序20000
舞弊	moubri#序20000
使出	sricxt#序20000
来历	loilik#序20000
极点	gikdim#序20000
精制	zijzri#序20000
西欧	sriru#序20000
侵袭	crmzap#序20000
问及	mrnkrp#序20000
忙于	mojyv#序20000
怒火	noufo#序20000
椭圆	toyvn#序20000
英勇	yijyuj#序20000
花团锦簇	fatvngrmcuk#序20000
挡住	dojzv#序20000
乘机	sijgei#序20000
增量	zrjlxj#序20000
矩阵	gxizrn#序20000
附中	fuzuj#序20000
印章	yrnzxj#序20000
谈及	tamkrp#序20000
杂文	zapmrn#序20000
提炼	trilin#序20000
欢快	funfai#序20000
哺乳	bouyv#序20000
抗癌	kojjam#序20000
争端	zrjdvn#序20000
辨认	binyij#序20000
长效	cxjhau#序20000
突变	drtbin#序20000
军医	irnyi#序20000
中游	zujyru#序20000
请假	cejga#序20000
求爱	kruoi#序20000
证人	zijyrn#序20000
顽固	wangu#序20000
苛刻	hohrk#序20000
京都	gijdou#序20000
兼任	gimyrm#序20000
奋进	frnzxn#序20000
花纹	famrn#序20000
上部	sxjbou#序20000
技师	geisi#序20000
党派	dojpai#序20000
门类	munlxi#序20000
市价	siga#序20000
普法	poufat#序20000
烹调	pajtiu#序20000
稽查	krica#序20000
关上	iansxj#序20000
侥幸	hiuhrj#序20000
先导	sindou#序20000
挑起	tiuhei#序20000
温室	wrnsrt#序20000
纲领	gojlij#序20000
此地	cidei#序20000
囊括	nojkut#序20000
抽屉	crutri#序20000
车票	cepiu#序20000
天水	tinsxi#序20000
妊娠	yrmsrn#序20000
后起之秀	hruheizisru#序20000
含糊	hrmwu#序20000
阴暗	yrmrm#序20000
得力	drklik#序20000
并进	bijzxn#序20000
大宗	daizuj#序20000
择优	zakyru#序20000
痊愈	cvnyv#序20000
笔下	brtha#序20000
反面	fanmin#序20000
城墙	sijcxj#序20000
报废	boufri#序20000
山村	sancvn#序20000
监听	gamtij#序20000
听课	tejfo#序20000
国营	iokyij#序20000
冶炼	yelin#序20000
和美	womei#序20000
抢险	cxjhim#序20000
蘑菇	mogu#序20000
伴奏	bunzru#序20000
取证	cxizij#序20000
收缴	srugiu#序20000
攻坚	gujgin#序20000
学报	hokbou#序20000
馒头	mantru#序20000
侵蚀	crmsik#序20000
围墙	wricxj#序20000
夹杂	gapzap#序20000
忧愁	yrusru#序20000
流言	lruyin#序20000
融洽	yujhrp#序20000
黑板	hrkban#序20000
区位	kxiwri#序20000
寒风	honfuj#序20000
齐心	crisrm#序20000
清白	cijbak#序20000
劳累	loulxi#序20000
否决	frukvt#序20000
水量	sxilxj#序20000
买方	maifoj#序20000
失真	srtzrn#序20000
金库	grmfu#序20000
超载	ciuzoi#序20000
凝固	yijgu#序20000
力图	liktou#序20000
痛心	tujsrm#序20000
蕴含	wrnhrm#序20000
开端	hoidvn#序20000
干旱	gonhon#序20000
低谷	driguk#序20000
助力	zolik#序20000
坦诚	tansij#序20000
大字	daizi#序20000
学制	hokzri#序20000
定额	dijjak#序20000
客家	hakga#序20000
撤消	citsiu#序20000
沿用	yvnyuj#序20000
考查	hauca#序20000
造势	zousri#序20000
骑马	kema#序20000
产能	cannrj#序20000
岭南	lijnam#序20000
考评	haupij#序20000
救治	gruzi#序20000
人参	yrn#序20000
矿物	qojmrt#序20000
请客	cejhak#序20000
集结	zapgit#序20000
饺子	gauzi#序20000
卖淫	maiyrm#序20000
捐助	gvnzo#序20000
传入	cvnyrp#序20000
光缆	iojlam#序20000
肝脏	gonzoj#序20000
独占	dukzim#序20000
突袭	drtzap#序20000
裁定	coidij#序20000
不力	brtlik#序20000
动心	dujsrm#序20000
告急	gougrp#序20000
条目	tiumuk#序20000
兽医	sruyi#序20000
稍稍	sausau#序20000
探亲	tamcrn#序20000
正气	zijhei#序20000
浪花	lojfa#序20000
见习	ginzap#序20000
雨季	yviri#序20000
低级	drikrp#序20000
翻版	fanban#序20000
互惠	wuwri#序20000
抽签	crucim#序20000
热诚	yitsij#序20000
黄瓜	wojia#序20000
区划	kxiwak#序20000
多于	doyv#序20000
正中	zijzuj#序20000
珍稀	zrnhei#序20000
不菲	brtfei#序20000
交战	gauzin#序20000
侵占	crmzim#序20000
启迪	kridik#序20000
屏障	pijzxj#序20000
警官	gijgun#序20000
物力	mrtlik#序20000
雇主	guzv#序20000
地势	deisri#序20000
大笔	daibrt#序20000
对口	dxihru#序20000
改组	goizou#序20000
补救	bougru#序20000
叫好	giuhou#序20000
牵涉	hinsip#序20000
空心	hujsrm#序20000
说谎	svtfoj#序20000
防洪	fojhuj#序20000
隐含	yrnhrm#序20000
麻雀	mazxk#序20000
奋战	frnzin#序20000
