双星	aabj
遣词造句	qijs
四座	qijv
四千	qijx
四边	qijz
田地	qilc
四声	qild
勘误表	qilk
四起	qill
甲壳	qiln
甲板	qimj
虫害	qinf
四害	qinf
田赛	qinf
虫灾	qinx
国计民生	qipj
四壁	qipo
虫蛀	qiqd
四围	qiqf
甲虫	qiqi
田螺	qiqq
甲基	qiqv
四角	qiri
甲鱼	qirt
四射	qirx
罚没	qisw
四万	qith
四体	qitm
四化	qitt
罪该万死	qitt
四平	qitv
四下	qity
四伏	qity
罚下	qity
四出	qiue
甲醛	qiuh
罚钱	qivf
田舍	qivf
四邻	qivj
四维	qiwt
甲烷	qixn
甲类	qixy
虫子	qizi
甲子	qizi
四强	qizs
男婴	qjbb
男排	qjfn
男工	qjii
毋庸讳言	qjii
黑压压	qjjl
男装	qjkl
蟠桃	qjmv
图书室	qjnt
男足	qjol
毋庸置疑	qjqt
男色	qjrd
因祸得福	qjsj
四边形	qjth
遗臭万年	qjtl
四不像	qjtr
黑社会	qjvf
国库券	qjvy
罚不当罪	qjwq
四书五经	qjww
男孩子	qjzz
甲状腺	qkdg
蛛网	qknx
恩将仇报	qktf
罪责难逃	qlav
回收率	qldw
回收站	qldy
欺上瞒下	qlgt
罢课	qlib
罢手	qljf
略知皮毛	qljj
畀以重任	qljt
罢笔	qlkj
虬髯	qlks
罢赛	qlnf
罢官	qlnp
罢职	qlpo
甲壳虫	qlqi
蝮蛇	qlqn
蛙泳	qlsd
悬壶济世	qlsh
略知一二	qltf
罢休	qltm
圆舞曲	qlui
国土资源部	qlvd
国土资源	qlvs
罢考	qlys
基督教	qlyz
基本条件	qmat
基本矛盾	qmdj
基本方针	qmdv
因材施教	qmdy
基本建设	qmei
黑板报	qmfp
基本功	qmij
基本原则	qmjb
困厄	qmjc
思想感情	qmjy
思想上	qmli
困窘	qmnv
思想家	qmnx
困守	qmnx
思想品德	qmos
基本路线	qmow
基本国策	qmqk
基本法	qmsl
思想体系	qmtj
困顿	qmtu
基本单位	qmvt
思想性	qmyj
基本点	qmyo
基本情况	qmyv
蛇胆	qndb
蛇头	qndd
国内市场	qndl
国内新闻	qndn
国家旅游局	qndp
圆周率	qndw
蟾宫折桂	qnfm
国家规定	qnfn
罪魁	qngw
罪孽	qnhj
国家税务局	qnhp
国家利益	qnhv
国家计委	qnih
其实不然	qnjd
国家重点	qnjy
罪责	qnlb
蛇毒	qnlq
国家机关	qnmv
罪案	qnnr
国家安全	qnnv
蛇尾	qnpj
蛇蝎	qnqb
国宾馆	qnrl
固定汇率	qnsd
蛇行	qnsf
罪愆	qnss
略见一斑	qnte
国家体委	qnth
恩同再造	qntj
图穷匕见	qntn
罪人	qnvi
回归线	qnwf
国家经委	qnwh
罪过	qnxd
国家教委	qnyh
回电	qobl
回赠	qobv
回转	qocf
回车	qoci
蜗轮	qocv
蝇头	qodd
圆通	qodn
圆熟	qodo
回禀	qodq
其中之一	qodt
圆环	qoej
回退	qoek
回春	qoev
圆球	qoex
回味无穷	qofn
其味无穷	qofn
回执	qofx
回荡	qohs
回敬	qohs
回访	qoid
回廊	qojd
回手	qojf
回返	qojj
因噎废食	qojv
回函	qojx
回迁	qojx
回还	qojy
圆筒	qokn
回声	qold
圆柱	qomd
蜗杆	qomf
甚嚣尘上	qoml
圆梦	qomm
回门	qoni
圆周	qonl
圆寂	qonl
圆盘	qons
团中央	qony
回响	qooj
回路	qool
助听器	qooo
回民	qopt
蜗居	qopx
回回	qoqo
圆角	qori
回流	qosd
圆润	qosn
圆滑	qosq
回潮	qosx
回信	qoti
圆顶	qotj
回天	qoty
圆锥	qovt
回乡	qowj
回炉	qoxd
回火	qoxi
回教	qoyz
圆弧	qozs
国际主义	qpdd
国际市场	qpdl
贵阳市	qpdn
国际新闻	qpdn
国防部	qpdo
国际交流	qpds
国际贸易	qpgb
遣散	qphd
国际社会	qpjv
国民收入	qplj
国际象棋	qprm
国际法	qpsl
国际货币	qptj
国际互联网	qptn
国际歌	qpto
国际合作	qpvt
遣送	qpvy
国民经济	qpws
基层组织	qpww
国际组织	qpww
国际性	qpyj
国际惯例	qpyt
国防大学	qpyw
斯斯文文	qqdd
恩恩怨怨	qqdd
甲骨文	qqdx
默默无语	qqfi
蚍蜉撼树	qqfm
螺杆	qqmf
螺栓	qqmv
螺帽	qqni
蛆虫	qqqi
蛔虫	qqqi
团团圆圆	qqqq
螺母	qqqs
蛊惑	qqto
蛇蝎心肠	qqud
螺钉	qqvt
螺纹	qqwd
县团级	qqwj
蝴蝶结	qqwl
黑色素	qrlw
囡囡	qrqr
置身事外	qrtd
男女有别	qrxo
骨鲠在喉	qrxo
男女老少	qrym
男女老幼	qryw
母鸡	qsag
四海为家	qsdn
四海之内皆兄弟	qsdv
贯彻执行	qsfs
贯彻落实	qshn
母语	qsiw
母爱	qsjn
母系	qsjw
胃溃疡	qsjz
母乳	qsjz
母树	qsma
母本	qsmt
田径赛	qsnf
因循守旧	qsni
罗马尼亚	qspt
蚂蚱	qsql
母女	qsri
母液	qssd
黑洞洞	qssn
黑沉沉	qssn
母体	qstm
斯洛伐克	qstx
欺行霸市	qsud
母线	qswf
母性	qsyj
母子	qszi
畏难	qtat
蜕化变质	qtdj
甚至于	qtfi
黑恶势力	qtfj
四两拨千斤	qtfj
团体操	qtfo
囤积	qtho
国事访问	qtin
虾皮	qtja
回天乏术	qtjm
具体而微	qtjs
县政府	qtjt
具体地说	qtli
畏罪	qtqn
虾仁	qttf
具体来说	qtti
具体化	qttt
蛊惑人心	qtvu
回形针	qtvx
虾米	qtxi
畏惧	qtyq
回心转意	qucd
毗连	qucz
思亲	qudm
思恋	qudm
思辨	qudx
思春	quev
蠕动	qufg
思慕	quhb
思谋	quih
思想上	quml
蛐蛐	ququ
思凡	quwd
思乡	quwj
思古	quxo
思忖	quyx
其时	qvbx
界碑	qvcg
界石	qvci
囚车	qvci
助人为乐	qvdc
基肥	qvdd
欺人之谈	qvdi
甚为	qvdj
蜕变	qvdm
斯文	qvdx
圈外	qvdy
四个现代化	qvet
四人帮	qvfp
欺瞒	qvgh
欺世	qvhl
蜕皮	qvja
因人而异	qvje
基质	qvjj
欺压	qvjl
甚而	qvjn
畛域	qvlt
期权	qvma
界标	qvmf
甚少	qvmj
思前想后	qvmj
囚禁	qvmm
圈椅	qvmy
圈定	qvnt
圈内	qvnv
基隆	qvpa
四合院	qvpn
畏首畏尾	qvqp
基色	qvrd
男盗女娼	qvrr
甚好	qvrz
囚徒	qvsl
界河	qvst
斟酒	qvsu
勘正	qvtl
甚或	qvto
蜕化	qvtt
蜷伏	qvty
蜷曲	qvui
欺凌	qvvl
基线	qvwf
四舍五入	qvwj
蜷缩	qvwn
基业	qvwt
团总支	qvxa
困兽犹斗	qvxd
圈点	qvyo
欺人太甚	qvyq
欺善怕恶	qvyt
助纣为虐	qwdy
累进	qwfn
回光返照	qwjb
畏缩不前	qwjv
鸭绿江	qwsi
思绪万千	qwtj
助学金	qwvi
螺丝钉	qwvt
团组织	qwwo
累犯	qwxj
置备	qxaq
团支部	qxdo
恩断义绝	qxdw
囿于	qxfi
黑灯瞎火	qxgx
固原	qxjg
团支书	qxjj
罪有应得	qxjs
置办	qxjv
团校	qxmd
毋宁	qxnt
固网	qxnx
固守	qxnx
置喙	qxol
贯注	qxsd
罗布泊	qxsg
黑龙江省	qxsm
置信	qxti
固顶	qxtj
置疑	qxtl
团体赛	qxtn
固化	qxtt
国有资产	qxvd
国有企业	qxvw
黑猩猩	qxxj
黑糊糊	qxxx
固态	qxyd
团费	qxzs
罹难	qyat
因明	qybd
恩遇	qybn
因由	qydi
罩衣	qydk
畸变	qydm
回忆录	qyes
罩衫	qyjk
因应	qyjw
恩师	qynt
恩宠	qynx
遗老遗少	qyqm
恩泽	qysa
因循	qysj
恩惠	qytb
因式	qyti
四大皆空	qyun
恩典	qyuv
恩人	qyvi
恩准	qyvt
因缘	qywl
因数	qyxr
因袭	qyxt
母老虎	qyyw
甲乙双方	qzad
骨子里	qzbl
男子汉	qzsa
甲乙丙丁	qztt
男孩子	qzzi
怒放	radh
怒目	ragi
怒斥	rajk
怒骂	raoo
奴婢	rarg
怒江	rasi
奴役	rasw
怒潮	rasx
好处费	razs
久旱逢甘雨	rbau
负电	rbbl
龟头	rbdd
负于	rbfi
好景不长	rbjk
负疚	rbjr
好景不常	rbjw
负起	rbll
负极	rbmj
负案	rbnr
负号	rbot
如日中天	rbot
如影随形	rbpt
负罪	rbqn
娼妇	rbre
娼妓	rbrx
龟裂	rbtd
负值	rbtx
龟缩	rbwn
负约	rbws
负数	rbxr
好日子	rbzi
象牙之塔	rcdl
急转弯	rcdm
婚恋	rcdm
躯干	rcfi
婚否	rcjy
婚庆	rcjy
躯壳	rcln
婚龄	rclw
婚检	rcmv
嫖客	rcna
婚宴	rcnb
婚期	rcqv
嫖娼	rcrb
婚嫁	rcrn
躯体	rctm
婚事	rcto
婚俗	rctv
婚典	rcuv
婚配	rcuz
婚约	rcws
好高务远	rdaf
饥肠辘辘	rdcc
解放区	rdcx
妒意	rddb
好端端	rdde
解放后	rddj
身外之物	rddj
皱巴巴	rddl
色盲	rddl
嫡亲	rddm
嬗变	rddm
解放前	rddv
媚外	rddy
色斑	rded
色拉	rdfd
媚眼	rdge
色鬼	rdgw
色散	rdhd
蟹黄	rdhd
妇产科	rdhd
姑妄言之	rdid
色诱	rdih
色谱	rdiv
解手	rdjf
解放后	rdjj
解放初	rdjk
色魔	rdjm
如意算盘	rdkn
解气	rdkz
解毒	rdlq
色素	rdlw
色相	rdmg
解构	rdms
色样	rdmv
解放军报	rdnf
姑妄听之	rdod
解嘲	rdox
解聘	rdpd
解职	rdpo
勉为其难	rdqa
解围	rdqf
解困	rdqm
解放思想	rdqm
好意思	rdqu
奴颜婢膝	rdrd
娘娘	rdrd
姣好	rdrz
解渴	rdsb
鱼肝油	rdsd
解酒	rdsu
嫡传	rdtf
嫣然一笑	rdtk
解惑	rdto
解囊	rdto
媚惑	rdto
逸豫可以亡身	rdtr
如胶似漆	rdts
解下	rdty
解放前	rdvd
姣美	rdve
女主人	rdvi
鲜为人知	rdvl
好为人师	rdvn
色欲	rdvv
娘儿	rdwi
解约	rdws
色光	rdww
色狼	rdxj
蟹粉	rdxv
解恨	rdye
争名夺利	rdyh
解套	rdyk
婚外情	rdyl
女为悦己者容	rdyn
解放战争	rdyr
解忧	rdyx
负离子	rdzi
娘子	rdzi
色弱	rdzs
急务	reaj
急难	reat
急电	rebl
争购	rebs
皱眉	redj
急变	redm
争脸	redv
争持	refl
争艳	refr
急眼	rege
煞白	regi
雏菊	rehs
皱褶	rejk
急病	rejt
奴隶社会	rejv
急智	rely
争权	rema
妇检	remv
急用	renf
争宠	renx
争鸣	reog
急聘	repd
急骤	rest
雏形	reth
急事	reto
争着	revf
妇道	revj
争当	rewe
争雄	rexg
争战	reyo
急遽	reyx
妇孺	rezu
奸贼	rfbt
奸夫	rffv
妹夫	rffv
奸诈	rfil
奸计	rfix
身无彩凤双飞翼	rfjj
久拖不决	rfjv
奸笑	rfkj
始于足下	rfot
女扮男装	rfqk
色拉油	rfsd
奸佞	rftf
身无分文	rfvd
奸细	rfwq
奸雄	rfxg
鲜艳夺目	rfyg
奸情	rfyl
妹子	rfzi
姬妾	rgdr
怒目而视	rgjj
始祖	rgjy
婢女	rgri
触目皆是	rgub
如鸟兽散	rgvh
媒妁	rhrs
媒婆	rhsj
如获至宝	rhtn
如花似锦	rhtv
媒人	rhvi
如芒在背	rhxk
女婴	ribb
角膜	ridh
女方	ridh
角球	riex
女兵	rigv
解说词	riij
好说话	riij
女巫	riiv
婉言谢绝	riiw
角力	riji
角质	rijj
身历	rijj
身段	rijk
身受	rijn
争论不休	rijt
女将	rikd
身长	riki
女篮	rikn
身板	rimj
角楼	rimx
角门	rini
急诊室	rint
身穿	rinv
好说歹说	riti
女佣	ritn
妖言惑众	ritv
女仆	rity
角钢	rivn
危言耸听	rivo
身姿	rivr
女真	rixq
身教	riyz
身孕	rizj
好自为之	rjdd
娥眉	rjdj
危房	rjdp
娇柔	rjdt
身不由己	rjdz
色彩斑斓	rjed
努力提高	rjfd
饥不择食	rjfv
嫁祸于人	rjfv
妖魔鬼怪	rjgy
争先恐后	rjij
免疫力	rjji
妖魔	rjjm
危重	rjjt
身手不凡	rjjw
危笃	rjks
身先士卒	rjld
危城	rjlj
邂逅相遇	rjmb
娇小	rjmi
危楼	rjmx
娇客	rjna
好不容易	rjnb
色厉内荏	rjnh
妙手空空	rjnn
娇宠	rjnx
危局	rjpj
娇贵	rjqb
妙手回春	rjqe
久而久之	rjrd
娇媚	rjrd
妖媚	rjrd
娇嫩	rjrt
如痴如醉	rjru
怒不可遏	rjtb
危殆	rjtd
妙不可言	rjti
急不可耐	rjtj
急不可待	rjts
娇羞	rjvf
姑息养奸	rjvr
始乱终弃	rjwd
娇儿	rjwi
娇纵	rjwv
妖精	rjxl
妖怪	rjya
嫉恨	rjye
危惧	rjyq
娇惯	rjyq
娇生惯养	rjyv
妙笔生花	rkjh
奶制品	rkoo
嬉笑怒骂	rkro
怒气冲冲	rkvv
嬉戏	rlax
饭量	rlbt
饭票	rlcf
饲育	rldg
如此这般	rldn
蚀刻	rldy
饲草	rlhb
饥荒	rlhd
饭菜	rlhj
如此说来	rlit
饱读	rlix
如此而已	rlje
饰物	rljf
饭后	rljj
如上所述	rljm
饱受	rljn
饭厅	rljt
饶舌	rljx
馆长	rlki
嬉笑	rlkj
女青年	rllc
饭桶	rlmd
蚀本	rlmt
嬉闹	rlnd
饥寒	rlnf
饱览	rlnk
饯别	rloj
馋嘴	rlol
饭局	rlpj
饥民	rlpt
兔起鹘落	rlqh
好声好气	rlrk
饥渴	rlsb
饮泣	rlsd
饯行	rlsf
饿死	rltd
负责任	rltj
女士们	rltn
饭前	rlvd
饿着	rlvf
饱含	rlvj
饭盒	rlvt
饱尝	rlwn
饭堂	rlwn
饮誉	rlwv
饶有	rlxd
如此类推	rlxf
急起直追	rlxj
饴糖	rlxj
饭桌	rlyb
饱餐	rlyd
饮恨	rlye
饱以老拳	rlyv
婊子	rlzi
饮弹	rlzs
妙处	rmay
妙方	rmdh
娇小玲珑	rmee
好样的	rmgs
妙语	rmiw
妙计	rmix
妙手	rmjf
好极了	rmji
尔后	rmjj
如梦初醒	rmju
妙笔	rmkj
妙趣	rmll
妙用	rmnf
尔耳	rmpi
好容易	rnbs
娴雅	rnci
饥寒交迫	rndg
女同胞	rnds
婉拒	rnfg
始见于	rnfi
久违	rnfj
久留	rngd
婉谢	rnir
婉辞	rnjx
久等	rnkl
嫁妆	rnkr
娴静	rnld
久别	rnoj
嫁娶	rnpa
婶娘	rnrd
嫉贤妒能	rnrg
婶婶	rnrn
嫔妃	rnrz
饮用水	rnsi
如临深渊，如履薄冰	rnsv
久仰	rntc
婉丽	rntn
好家伙	rntx
嫁人	rnvi
久经	rnwz
危害性	rnyj
如临大敌	rnyj
身家性命	rnyv
婶子	rnzi
鳏寡孤独	rnzx
免票	rocf
象牙	roci
逸乐	rocm
逸豫	rodt
如云	rofg
免于	rofi
如若	rohx
如许	roil
免试	roit
絮语	roiw
免谈	roix
如厕	rojb
兔唇	rojf
免了	roji
免收	roli
如梦	romm
免检	romv
逸闻	ronp
絮叨	rood
象限	rope
逸民	ropt
象形	roth
免刑	roth
逸事	roto
如约	rows
如故	roxo
好吃懒做	royt
勉强地	rozl
如隔三秋	rpeh
负隅顽抗	rpff
如履薄冰	rphv
饮鸩止渴	rpls
危险期	rpqv
好聚好散	rprh
娓娓	rprp
如臂使指	rptf
危险性	rpyj
触礁	rqct
姻亲	rqdm
触目	rqgi
如图所示	rqjf
鱼贯而入	rqjj
如期而至	rqjt
解甲归田	rqnq
触网	rqnx
如蚁附膻	rqpd
触怒	rqra
触角	rqri
触觉	rqwn
触发	rqya
急如星火	rrbx
婀娜多姿	rrdv
妇女节	rrhp
久负盛名	rrjd
好好先生	rrjj
好久不见	rrjn
絮絮叨叨	rroo
危如累卵	rrqc
婚姻法	rrsl
如饥似渴	rrts
娓娓道来	rrvt
好好学习	rrwj
好好学习，天天向上	rrwl
勉勉强强	rrzz
好汉不吃眼前亏	rsjf
饱汉不知饿汉饥	rsjr
急行军	rsnc
妈咪	rsox
饮水思源	rsqs
如泣如诉	rsri
娇滴滴	rssd
急匆匆	rsss
如法炮制	rsxk
鱼水情	rsyl
鱼叉	rtad
鲜果	rtbm
如何是好	rtbr
鱼肚	rtdl
鲜亮	rtdo
嫣然	rtdy
鱼群	rtej
鲜灵	rtex
鲜于	rtfi
怒形于色	rtfr
婢作夫人	rtfv
鱼白	rtgi
鲜卑	rtgj
嫩芽	rthc
鱼苗	rthq
鱼唇	rtjf
久假不归	rtjn
身体力行	rtjs
鱼鹰	rtjt
身价百倍	rtjt
鳞片	rtki
好整以暇	rtlb
鱼塘	rtlj
鱼缸	rtlx
解囊相助	rtmq
鱼死网破	rtnc
鱼肉	rtnv
象形字	rtnz
嫩叶	rtox
负债累累	rtqq
姨母	rtqs
鱼虾	rtqt
鱼贯	rtqx
姨娘	rtrd
姨妈	rtrs
鱿鱼	rtrt
鲜嫩	rtrt
嫉恶如仇	rtrt
鲜奶	rtrz
鱼池	rtsc
嫩滑	rtsq
身体健康	rttj
鱼刺	rttn
鲸吞	rtty
始作俑者	rtty
鱼雷	rtuq
鲜美	rtve
姨父	rtvx
嫩绿	rtwe
嫣红	rtwi
鱼翅	rtxa
姨丈	rtxn
鱼粉	rtxv
身心交瘁	rudj
孀居	rupx
如醉如痴	rurj
急需解决	rurv
如出一辙	rutc
身心健康	rutj
好善乐施	rvcd
好兆头	rvdd
姘头	rvdd
嫌弃	rvdg
欠产	rvdj
解决方案	rvdn
欠税	rvhv
饮食店	rvjy
鳞次栉比	rvmu
解决问题	rvnb
欠安	rvnr
嫌穷	rvnv
好人家	rvnx
饲养员	rvob
嫌隙	rvpm
欠身	rvri
好人好事	rvrt
欠下	rvtd
欠债	rvtl
欠佳	rvtl
嫌恶	rvtw
欠下	rvty
如坐针毡	rvvj
欠资	rvvr
饱食终日	rvwb
饮食业	rvwt
嫌犯	rvxj
始终不渝	rwjs
如约而至	rwjt
始终不懈	rwjy
身经百战	rwjy
躺椅	rwmy
躲闪	rwnv
争风吃醋	rwou
始终如一	rwrt
久经沙场	rwsl
躲开	rwth
躺倒	rwtt
饱经风霜	rwwu
久经考验	rwys
危在旦夕	rxbd
急刹车	rxci
鱼米之乡	rxdw
始料未及	rxfj
射程	rxho
始料不及	rxjj
射箭	rxkv
姑表	rxlk
如数家珍	rxne
怒火中烧	rxox
妓院	rxpn
姑嫂	rxrg
婚丧嫁娶	rxrp
姑妈	rxrs
姑姑	rxrx
鱼龙混杂	rxsx
身在曹营心在汉	rxus
姑父	rxvx
饶有兴趣	rxwl
饶有风趣	rxwl
射猎	rxxj
射精	rxxl
射频	rxyj
如丧考妣	rxyr
争奇斗艳	rydf
饿虎扑食	ryfv
急性病	ryjt
好大喜功	ryli
姥姥	ryry
好奇心	ryui
女大十八变	ryxd
欠发达地区	ryyc
争夺战	ryyo
好戏	rzax
好景	rzbd
好意	rzdb
好斗	rzdd
奶头	rzdd
好胜	rzdj
好脸	rzdv
好动	rzfg
好报	rzfp
好远	rzfw
奶茶	rzhv
好话	rzij
好说	rziv
兔子不吃窝边草	rzjh
身强力壮	rzjk
好生	rzjl
好受	rzjn
好办	rzjv
好梦	rzmm
好客	rzna
好味	rzof
争强好胜	rzrd
奶妈	rzrs
奶油	rzsd
奶水	rzsi
好酒	rzsu
好歹	rztd
好似	rztl
好使	rztt
好恶	rztw
奶酪	rzua
妇孺皆知	rzul
好过	rzxd
好战	rzyo
好强	rzzs
滩头	sadd
微处理机	saem
微处理器	saeo
微观世界	sahq
汉书	sajj
滩地	salc
酒逢知己千杯少	salm
汉中	saoi
汉口	saoi
汉阳	sapb
汉民	sapt
汉奸	sarf
汉江	sasi
滩涂	sasv
汉代	satv
汉人	savi
涤纶	sawv
汉朝	saxb
汉子	sazi
混账	sbbk
温煦	sbbs
得时	sbbx
浅显易懂	sbby
剿匪	sbcn
微电脑	sbdd
温良	sbde
混迹	sbdm
水电站	sbdy
微量元素	sbfl
混进	sbfn
旬刊	sbfn
温热	sbfx
得势	sbfx
温带	sbhn
得利	sbhn
混和	sbho
清明节	sbhp
温厚	sbjb
沃野千里	sbjb
得手	sbjf
漫延	sbjl
温床	sbjm
混入	sbjn
混血	sbjq
得病	sbjt
湿疹	sbjv
得悉	sbjx
湿气	sbkz
湿地	sblc
水电站	sbld
得志	sblu
温标	sbmf
水晶宫	sbno
得宜	sbnq
涅磐	sbns
混同	sbnt
巢穴	sbnv
测字	sbnz
测距	sbol
混混	sbsb
测温	sbsb
漫流	sbsd
温水	sbsi
得法	sbsl
温润	sbsn
混浊	sbsq
温驯	sbst
巢湖	sbsx
与时俱进	sbtf
与日俱增	sbtl
验明正身	sbtr
得来	sbtx
剿灭	sbtx
漫天	sbty
测出	sbue
温差	sbvf
混纺	sbwd
混有	sbxd
混杂	sbxm
得救	sbxx
混战	sbyo
沓子	sbzi
得劲	sbzi
汇票	sccf
流连忘返	scdj
渐变	scdm
涸辙之鲋	scdr
汽车站	scdy
洒扫	scfe
漂白	scgi
漂移	schd
洒落	schs
汽车工业	sciw
汇成	scjj
渐成	scjj
渐近	scjk
汇入	scjn
洒向	scjn
添砖加瓦	scjt
池塘	sclj
游乐场所	sclj
渐趋	scll
汽轮机	scmw
汇展	scph
游乐园	scqf
法西斯	scqv
洒泪	scsg
池水	scsi
湮没	scsw
汇价	sctv
湮灭	sctx
汇出	scue
汇兑	scvo
渐次	scvr
汇合	scvt
池子	sczi
淡然处之	sdad
油石	sdci
游乐	sdcm
油泵	sdcs
油轮	sdcv
滚轮	sdcv
流连	sdcz
浪头	sddd
流放	sddh
浩然之气	sddk
注脚	sddl
汕头市	sddn
油亮	sddo
游离	sddx
油然	sddy
泫然	sddy
往外	sddy
滚珠	sdek
油耗	sdem
油印	sdep
游动	sdfg
游魂	sdfg
流逝	sdfj
涌进	sdfn
油井	sdfn
流进	sdfn
滚热	sdfx
满腔热情	sdfy
往昔	sdhb
流芳	sdhd
游移	sdhd
微服私访	sdhi
济世	sdhl
淤积	sdho
街头巷尾	sdhp
游荡	sdhs
滴落	sdhs
流落	sdhs
浪荡	sdhs
油茶	sdhv
沾亲带故	sdhx
泣诉	sdij
潜意识	sdio
淳厚	sdjb
油库	sdjc
游牧	sdjf
油然而生	sdjj
油压	sdjl
浑然不知	sdjl
注疏	sdjl
油彩	sdjm
涌向	sdjn
水产品	sdjo
泣血	sdjq
淤血	sdjq
浑然不觉	sdjw
滚翻	sdjx
游憩	sdjx
流离失所	sdkj
油箱	sdkm
油管	sdkn
滚筒	sdkn
滴管	sdkn
滴答	sdkv
沼气	sdkz
油坊	sdld
油垢	sdlj
德意志	sdlu
油罐	sdlx
油桶	sdmd
游标	sdmf
清产核资	sdmv
淳朴	sdmy
勾股定理	sdne
淤塞	sdnf
油门	sdni
油船	sdns
游艇	sdns
游船	sdns
济宁	sdnt
滚刀肉	sdnv
流窜	sdnv
驰名中外	sdod
洋为中用	sdon
油层	sdpf
游民	sdpt
沪剧	sdpx
漠然置之	sdqd
游园	sdqf
油墨	sdqh
滚圆	sdqo
够意思	sdqu
温文尔雅	sdrc
游泳衣	sdsd
涌流	sdsd
油污	sdsf
流汗	sdsf
滴灌	sdsh
淤滞	sdsh
油水	sdsi
滴水	sdsi
油渍	sdsl
治外法权	sdsm
淤泥	sdsp
油泥	sdsp
游泳池	sdss
忽高忽低	sdst
流水线	sdsw
滚烫	sdsz
海外侨胞	sdtd
包产到户	sdtd
流到	sdtg
滚开	sdth
浩然正气	sdtk
流体	sdtm
流速	sdto
浪迹天涯	sdts
浑然一体	sdtt
液化	sdtt
流下	sdty
济贫	sdvd
游弋	sdvi
游资	sdvr
注塑	sdvu
沽名钓誉	sdvw
流线	sdwf
往常	sdwn
游学	sdwn
游兴	sdwv
满腹经纶	sdww
油光	sdww
流光	sdww
游丝	sdww
流经	sdwz
行之有效	sdxd
津巴布韦	sdxf
淬火	sdxi
油头粉面	sdxj
游逛	sdxj
油炸	sdxl
油布	sdxn
油烟	sdxq
满腹狐疑	sdxt
油灯	sdxt
油灰	sdxx
液态	sdyd
浓眉大眼	sdyg
油性	sdyj
溜之大吉	sdyl
满头大汗	sdys
游子	sdzi
勺子	sdzi
很对	seax
很暗	sebd
微贱	sebf
江山易改，本性难移	sebh
海王星	sebj
很晚	sebr
消耗量	sebt
很早	sebx
包车	seci
徽章	sedb
汕头市	sedd
包产	sedj
很脏	sedj
很新	sedm
很亮	sedo
包退	seek
游山玩水	sees
水灵灵	seex
律动	sefg
包干	sefi
包扎	sefl
包抄	sefm
包换	sefr
很热	sefx
很能	segd
包藏	sehk
微利	sehn
包租	sehq
很薄	sehs
刨花	seht
包蕴	sehw
很苦	sehx
浸透	sehz
很旧	seib
包工	seii
微词	seij
微调	sein
包皮	seja
很厚	sejb
包席	sejh
很广	seji
包厢	sejm
刨床	sejm
浸入	sejn
很受	sejn
很重	sejt
很丑	sejx
包管	sekn
很坏	selj
很短	sely
包场	selz
很棒	seme
很松	semv
油印机	semw
包机	semw
包间	senb
循环赛	senf
微雕	senl
很穷	senv
演奏家	senx
包罗	seqd
包圆	seqo
湍急	sere
浸湿	sesb
湍流	sesd
汪汪	sese
涔涔	sese
微行	sesf
浸水	sesi
包涵	sesj
循环往复	sesl
浸润	sesn
浸染	sesx
海峡两岸	sete
包修	seti
微末	setm
很严	setw
微分	sevd
包公	sevg
刨冰	sevs
很冷	sevv
包销	sevw
微缩	sewn
微细	sewq
包给	sewv
微光	seww
微粒	sexd
很慢	seyb
很忙	seyd
深山老林	seym
徽州	seyy
汗珠子	sezi
很弱	sezs
浅易	sfbs
行医	sfcl
行车道	sfcv
汗腺	sfdg
行迹	sfdm
行腔	sfdn
行商	sfdn
行文	sfdx
汗珠	sfek
勾魂摄魄	sffg
污损	sffo
乌托邦	sffp
行规	sffv
行草	sfhb
潜藏	sfhk
法拉利	sfhn
溢于言表	sfil
汗毛	sfjf
污物	sfjf
潜质	sfjj
汗衫	sfjk
浅近	sfjk
潜入	sfjn
行将	sfkd
行装	sfkl
汗青	sfld
行款	sflf
乌拉圭	sfll
行乞	sflz
浅析	sfmj
行楷	sfmu
马拉松	sfmv
潜艇	sfns
行窃	sfnv
活动家	sfnx
行距	sfol
浅陋	sfpt
游击队	sfpv
行署	sfqy
浅色	sfrd
行色	sfrd
海拉尔	sfrm
浅滩	sfsa
污渍	sfsl
潜水艇	sfsn
污泥	sfsp
污浊	sfsq
行骗	sfst
潜伏期	sfth
行刺	sftn
行囊	sfto
流于形式	sftt
包打天下	sftt
汇丰银行	sfvs
激动人心	sfvu
行人道	sfvv
潜逃	sfvw
渺无人烟	sfvx
浅绿	sfwe
浅红	sfwi
浅尝	sfwn
行经	sfwz
行数	sfxr
行凶	sfxu
污点	sfyo
乌干达	sfyz
勾连	sgcz
激变	sgdm
汉白玉	sged
泪珠	sgek
治印	sgep
激灵	sgex
勾魂	sgfg
激打	sgft
激扬	sgfz
泪眼	sgge
够瞧的	sggs
洋白菜	sghj
勾勒	sghp
勾芡	sghr
激荡	sghs
泪花	sght
潜台词	sgij
泪痕	sgje
勾选	sgjl
渗入	sgjn
激将	sgkd
激越	sgll
治标	sgmf
渺小	sgmi
治本	sgmt
治军	sgnc
治家	sgnx
勾践	sgol
治罪	sgqn
治好	sgrz
激流	sgsd
治水	sgsi
渗漏	sgsp
泊位	sgtd
渗出	sgue
勾兑	sgvo
溜冰	sgvs
勾销	sgvw
治党	sgwn
治学	sgwn
激赏	sgwn
治丧	sgxv
漂白粉	sgxv
