双双	aaaa
贵族	qbdh
遗产	qbdj
遗忘	qbdl
遗迹	qbdm
遗留	qbgd
遗物	qbjf
遗失	qbkv
遗址	qbll
贵客	qbna
贵宾	qbng
遗嘱	qbop
贵阳	qbpb
遗传	qbtf
遗体	qbtm
遗憾	qbyj
贵州	qbyy
墨西哥	qcto
骨碌	qdce
逻辑	qdco
骨头	qddd
胃肠	qddz
骨干	qdfi
骨折	qdfj
骨科	qdhd
骨架	qdjo
骨气	qdkz
骨肉	qdnv
胃口	qdoi
蟑螂	qdqd
骨骼	qdqd
骨髓	qdqd
骷髅	qdqd
蝙蝠	qdqt
螃蟹	qdrd
男主角	qdri
罗马	qdst
罗列	qdtd
四通八达	qdvy
男朋友	qdxa
骨灰	qdxx
国务院	qeap
具备	qeaq
国旗	qedh
国立	qedi
国产	qedj
国脚	qedl
罪名	qedo
国外	qedy
国王	qeei
悬崖峭壁	qeep
国运	qefg
国营	qehn
悬崖勒马	qehs
罪证	qeit
国语	qeiw
国库	qejc
国庆节	qejh
国度	qejh
国力	qeji
国庆	qejy
国籍	qeke
罪状	qeky
国境	qeld
国土	qeli
国内外	qend
国宝	qene
国门	qeni
国内	qenv
国家	qenx
国别	qeoj
国防	qepd
国际	qepf
国泰民安	qepn
国民	qept
国民党	qepw
罪行	qesf
国债	qetl
具体	qetm
国歌	qeto
国画	qetq
国货	qett
罪恶	qetw
国会	qevf
国人	qevi
国道	qevj
国企	qevl
具有	qexd
国有	qexd
罪犯	qexj
国情	qeyl
围观	qfan
园区	qfcx
县市	qfdn
助理	qfeb
悬崖	qfej
悬挂	qffl
因势利导	qfhe
县委	qfhr
园艺	qfhz
围攻	qfia
助手	qfjf
助力	qfji
助威	qfjt
县长	qfki
园地	qflc
县城	qflj
围墙	qflx
园林	qfmm
围棋	qfmq
悬空	qfnv
围困	qfqm
围剿	qfsb
悬浮	qfsj
悬殊	qftd
园丁	qfti
悬念	qfvj
县级	qfwj
悬赏	qfwn
助兴	qfwv
围绕	qfwx
助教	qfyz
罪魁祸首	qgjv
蚯蚓	qgqz
黑暗	qhbd
黑市	qhdn
黑夜	qhdt
默契	qhfd
黑白	qhgi
黑幕	qhhb
默认	qhiv
黑板	qhmj
黑客	qhna
蝌蚪	qhqd
默默	qhqh
黑色	qhrd
墨水	qhsi
黑洞	qhsn
黑马	qhst
黑体	qhtm
黑人	qhvi
墨盒	qhvt
蜡烛	qhxq
黑龙江	qhxs
四处	qiay
田野	qibl
四方	qidh
四月	qidi
四通	qidn
四肢	qidx
四季	qihz
四面	qijq
罚款	qilf
四川	qimi
田间	qinb
四周	qinl
四项基本原则	qiqb
田园	qiqf
四海	qisl
田径	qisz
罚单	qivb
四个	qivi
罚金	qivi
甲级	qiwj
四十	qixi
男方	qjdh
悬而未决	qjfv
国庆节	qjhp
其貌不扬	qjjf
男生	qjjl
男篮	qjkn
男士	qjli
四面楚歌	qjmt
因特网	qjnx
蟋蟀	qjqd
恩重如山	qjre
男女	qjri
图书馆	qjrl
骨瘦如柴	qjrl
四面八方	qjvd
男人	qjvi
男儿	qjwi
男友	qjxa
男性	qjyj
男孩	qjzd
男子	qjzi
罢工	qlii
罢了	qlji
因地制宜	qlkn
蜻蜓	qlqj
蜘蛛	qlqk
蚱蜢	qlqz
罢免	qlro
甲午战争	qlyr
困难	qmat
困扰	qmfx
困苦	qmhx
困乏	qmjd
因小失大	qmky
困境	qmld
基本上	qmli
四川省	qmmj
蜥蜴	qmqb
困惑	qmto
困倦	qmtv
罪名	qndo
国内外	qndy
罪证	qnit
墨守成规	qnjf
罪状	qnky
蜿蜒	qnqj
螟蛉	qnqv
罪行	qnsf
罪恶	qntw
固定资产	qnvd
罪犯	qnxj
回音	qodb
回头	qodd
回放	qodh
回旋	qodh
回族	qodh
回扣	qofo
回报	qofp
回击	qofu
圆规	qofv
回眸	qogg
回程	qoho
回落	qohs
回顾	qojc
回升	qojh
回应	qojw
蜗牛	qoki
回答	qokv
回笼	qokx
回复	qolb
回去	qolg
回收	qoli
回想	qomg
回归	qone
回帖	qoni
回师	qont
回家	qonx
回味	qoof
回避	qopo
回国	qoqe
蜈蚣	qoqv
圆圈	qoqv
回馈	qorl
圆满	qosh
回到	qotg
圆形	qoth
回来	qotx
回首	qovj
回合	qovt
回绝	qowr
圆桌	qoyb
回忆	qoyz
因陋就简	qpdk
遣返	qpjj
螳臂当车	qpwc
国民党	qpwn
螺旋	qqdh
默默无闻	qqfn
螳螂捕蝉	qqfq
蝈蝈	qqqq
螺丝	qqww
蜻蜓点水	qqys
蟾蜍	qrqv
国色天香	qrth
母亲	qsdm
黔驴技穷	qsfn
母校	qsmd
蚂蚁	qsqd
囫囵	qsqv
罪恶滔天	qtst
四平八稳	qtvh
畏缩	qtwn
思量	qubt
思科	quhd
思议	quid
思想	qumg
思路	quol
蠕虫	quqi
思潮	qusx
思念	quvj
毗邻	quvj
思维	quwt
思绪	quwy
思索	quxn
思考	quys
思虑	quyu
基石	qvci
基础	qvcu
期望	qvdl
基建	qvef
基于	qvfi
期刊	qvfn
勘探	qvfn
期盼	qvgv
欺诈	qvil
基调	qvin
其后	qvjj
界面	qvjq
基地	qvlc
基督	qvlm
勘查	qvmb
基本上	qvml
基本	qvmt
期间	qvnb
其实	qvnd
其它	qvnt
界定	qvnt
期内	qvnv
圈阅	qvnv
勘察	qvnx
其中	qvoi
界限	qvpe
期限	qvpe
基层	qvpf
蝉联	qvpv
蛤蟆	qvqh
基因	qvqy
欺负	qvrb
勘测	qvsb
期满	qvsh
期待	qvsl
欺骗	qvst
其他	qvtc
甚至	qvtg
其一	qvti
期末	qvtm
期货	qvtt
斟酌	qvus
基金	qvvi
其次	qvvr
其余	qvvt
基准	qvvt
界线	qvwf
四分五裂	qvwt
囚犯	qvxj
基数	qvxr
圈套	qvyk
基点	qvyo
圈子	qvzi
累积	qwho
累计	qwix
累加	qwjo
累赘	qwlh
螳螂	qwqd
累累	qwqw
蛛丝马迹	qwsd
团购	qxbs
贯通	qxdn
固然	qxdy
置于	qxfi
置换	qxfr
固执	qxfx
团委	qxhr
毋庸	qxje
团长	qxki
固定	qxnt
贯穿	qxnv
团员	qxob
团聚	qxpa
团队	qxpv
蝴蝶	qxqh
团圆	qxqo
置身	qxri
黑龙江	qxsi
贯彻	qxst
置顶	qxtj
团体	qxtm
固体	qxtm
团伙	qxtx
团结	qxwl
置业	qxwt
固有	qxxd
恩赐	qybb
因果	qybm
恩怨	qydc
因为	qydj
署名	qydo
固步自封	qyjl
恩爱	qyjn
因特网	qyjn
因而	qyjn
因此	qylt
因素	qylw
贵州省	qymj
因其	qyqv
畸形	qyth
罪大恶极	qytm
因故	qyxo
恩情	qyyl
因子	qyzi
奴隶	raes
努力	raji
怒气	rakz
怒吼	raoz
奴仆	raty
怒火	raxi
奴才	raxj
身败名裂	rbdt
负担	rbfb
负荷	rbht
如果说	rbiv
负面	rbjq
负重	rbjt
触景生情	rbjy
负气	rbkz
负责	rblb
负载	rblc
负伤	rbtl
负债	rbtl
负心	rbui
负有	rbxd
她的	rcgs
婚后	rcjj
婚礼	rcjy
娱乐圈	rcqv
婚姻	rcrq
她们	rctn
婚前	rcvd
婚介	rcvn
婚纱	rcwm
急转直下	rcxt
解难	rdat
妨碍	rdcb
解码	rdcs
好高骛远	rddf
解放	rddh
解放军	rddn
解剖	rddo
解雇	rddp
解脱	rddv
解散	rdhd
色带	rdhn
色调	rdin
解说	rdiv
解读	rdix
邂逅	rdjj
解压	rdjl
色彩	rdjm
嫡系	rdjw
解释	rdjx
解答	rdkv
解析	rdmj
解禁	rdmm
解放军	rdnc
妨害	rdnf
解密	rdnu
娘家	rdnx
解除	rdpv
妯娌	rdrb
女主角	rdri
色泽	rdsa
解开	rdth
解体	rdtm
解冻	rdvt
解决	rdvz
女朋友	rdxa
解数	rdxr
解救	rdxx
色情	rdyl
妒忌	rdzl
争斗	redd
争端	rede
争辩	redx
急于	refi
争执	refx
急迫	regz
妇科	rehd
争议	reid
争论	reiv
急诊	reiv
急了	reji
争先	rejl
争办	rejv
争气	rekz
争相	remg
急躁	reol
争吵	reom
争取	repa
妇联	repv
急剧	repx
妇女	reri
急流	resd
急切	retd
急件	retk
急速	reto
急促	reto
争霸	reuh
急需	reuj
争创	revc
皱纹	rewd
妇幼	rewj
争光	reww
急救	rexx
急忙	reyd
急性	reyj
争夺	reyx
奸商	rfdn
奸臣	rfgi
妩媚	rfrd
妹妹	rfrf
奸污	rfsf
奸淫	rfsj
急于求成	rfxj
始于	rgfi
鱼目混珠	rgse
始末	rgtm
始终	rgwa
始发	rgya
触目惊心	rgyu
负荆请罪	rhiq
好莱坞	rhls
如花似玉	rhte
媒体	rhtm
媒介	rhvn
身处	riay
身影	ribd
妙语连珠	rice
女童	ridb
女郎	ride
身为	ridj
身旁	ridn
身高	rido
女王	riei
女排	rifn
身世	rihl
角落	rihs
女工	riii
身手	rijf
角度	rijh
急功近利	rijh
身后	rijj
女生	rijl
女神	rijy
身边	rijz
女装	rikl
女士	rili
身上	rili
女权	rima
身材	rimx
身家	rinx
女足	riol
身躯	rirc
角色	rird
女色	rird
女婿	rirj
女娲	riro
女流	risd
身份证	riti
身体	ritm
身份	ritv
身价	ritv
身心	riui
女人	rivi
女儿	riwi
女友	rixa
角逐	rixz
女性	riyj
女孩	rizd
女子	rizi
身子	rizi
危难	rjat
姓氏	rjct
姓名	rjdo
娇艳	rjfr
如释重负	rjjr
危及	rjjz
嬉皮笑脸	rjkd
娇气	rjkz
如愿以偿	rjlt
危机	rjmw
危害	rjnf
危险	rjpv
嫉妒	rjrd
危急	rjre
媳妇	rjre
妊娠	rjrj
妖娆	rjrx
好不好	rjrz
媲美	rjve
馈赠	rlbv
饭碗	rlcn
馒头	rldd
饼干	rlfi
馆藏	rlhk
饱和	rlho
饭店	rljy
妙趣横生	rlmj
饮用	rlnf
饰品	rloo
饮品	rloo
饥饿	rlrl
娃娃	rlrl
饭馆	rlrl
饶恕	rlro
姹紫嫣红	rlrw
饱满	rlsh
饮水	rlsi
饰演	rlsn
饮酒	rlsu
饮食	rlvd
饲养	rlve
负责人	rlvi
饮料	rlxd
饲料	rlxd
饺子	rlzi
妙龄	rmlw
危机四伏	rmqt
争权夺利	rmyh
婉转	rncf
娴熟	rndo
嫁接	rnfd
久远	rnfw
婉言	rnii
身临其境	rnql
久久	rnrn
姗姗	rnrn
婉约	rnws
嫁给	rnwv
如果	robm
如是	robt
娱乐	rocm
如意	rodb
如能	rogd
如期	rohe
免税	rohv
如愿	rojg
急中生智	rojl
勉励	rojt
免疫	rojw
免去	rolg
如上	roli
如此	rolt
象棋	romh
象棋	romq
如实	rond
如同	ront
免职	ropo
免除	ropv
如图	roqa
如期	roqv
免得	rosb
象征	rost
免征	rost
如下	rotd
如一	roti
如何	rott
如下	roty
免遭	roub
如今	rovj
如常	rown
如有	roxd
如数	roxr
兔子	rozi
免费	rozs
勉强	rozs
婀娜	rprj
触电	rqbl
触动	rqfg
触摸	rqfh
姐夫	rqfv
触及	rqjz
姐妹	rqrf
姐姐	rqrq
姐弟	rqvz
姻缘	rqwl
触犯	rqxj
娓娓动听	rrfo
娓娓而谈	rrji
如鱼得水	rrss
好逸恶劳	rrth
姗姗来迟	rrtp
急流勇退	rsde
姊妹	rsrf
妈妈	rsrs
馋涎欲滴	rsvs
鲜明	rtbd
好事多磨	rtdj
鲜艳	rtfr
鲜花	rtht
鲁莽	rthy
身份证	rtit
鲜血	rtjq
鲤鱼	rtrt
鲜活	rtsj
嫌疑人	rtvi
鲜红	rtwi
兔死狗烹	rtxd
兔死狐悲	rtxn
鱼类	rtxy
鲁迅	rtzx
如雷贯耳	ruqp
欠条	rvam
欠账	rvbk
欠妥	rvjr
解铃还须系铃人	rvjv
欠款	rvlf
欠缺	rvlx
饮食男女	rvqr
婵娟	rvro
嫌疑	rvtl
争分夺秒	rvyh
躲藏	rwhk
躲避	rwpo
嫦娥	rwrj
饱经沧桑	rwsa
躲在	rwxi
触类旁通	rxdd
射击	rxfu
射手	rxjf
姑息	rxjg
射门	rxni
姑且	rxqf
姑娘	rxrd
如火如荼	rxrh
妓女	rxri
如狼似虎	rxty
煞有介事	rxvt
射线	rxwf
尔虞我诈	ryji
如虎添翼	rysj
怒发冲冠	ryvn
好处	rzay
好转	rzcf
好多	rzdd
女孩子	rzdz
好玩	rzef
好运	rzfg
好的	rzgs
煞费苦心	rzhu
好评	rzit
好看	rzjf
好手	rzjf
好了	rzji
好书	rzjj
好感	rzjt
好不	rzjy
奶牛	rzki
好笑	rzkj
好坏	rzlj
好些	rzlt
好想	rzmg
好用	rznf
好听	rzoj
好吃	rzol
好啊	rzop
好吗	rzos
好色	rzrd
好久	rzrn
好象	rzro
奶奶	rzrz
好好	rzrz
好汉	rzsa
好事	rzto
好像	rztr
好比	rzui
好心	rzui
好人	rzvi
好几	rzwi
好学	rzwn
好友	rzxa
好在	rzxi
奶粉	rzxv
好奇	rzyt
女孩子	rzzi
汉族	sadh
汉英	sahn
汉语	saiw
汉城	salj
汉字	sanz
洛阳	sapb
汉化	satt
温暖	sbbj
测量	sbbt
很明显	sbbw
得票	sbcf
得意	sbdb
得主	sbde
渴望	sbdl
得名	sbdo
温柔	sbdt
测控	sbfn
温泉	sbgs
温和	sbho
测试	sbit
测评	sbit
漫谈	sbix
温度	sbjh
湿度	sbjh
得力	sbji
温习	sbji
得了	sbji
混蛋	sbjl
混乱	sbjx
得奖	sbkd
测算	sbkg
漫长	sbki
得失	sbkv
温馨	sbld
得以	sbld
得知	sbly
温顺	sbmj
测定	sbnt
温室	sbnt
得逞	sboe
得罪	sbqe
得罪	sbqn
温饱	sbrl
漫漫	sbsb
漫游	sbsd
湿润	sbsn
测验	sbst
混沌	sbst
混淆	sbsx
得到	sbtg
得体	sbtm
漫画	sbtq
得出	sbue
得分	sbvd
混凝土	sbvl
混合	sbvt
得益	sbvv
得当	sbwe
测绘	sbwv
温存	sbxi
瀑布	sbxn
渴求	sbxx
漫步	sbyi
温情	sbyl
温州	sbyy
汇市	scdn
漂亮	scdo
洒脱	scdv
汇率	scdw
渐进	scfn
汇报	scfp
匈牙利	schn
汇款	sclf
江西省	scmj
汇聚	scpa
渐渐	scsc
漂流	scsd
漂泊	scsg
漂浮	scsj
汇演	scsn
涟漪	scsx
汇集	scti
汇总	scvo
汇编	scwd
油条	sdam
游戏	sdax
液晶	sdbb
注明	sdbd
流畅	sdbi
往日	sdbi
流星	sdbj
流量	sdbt
注意	sddb
流产	sddj
德高望重	sddj
流氓	sddl
流亡	sddl
流通	sddn
得意忘形	sddt
油腻	sddt
油脂	sddt
游玩	sdef
涌现	sden
流动	sdfg
涌动	sdfg
滚动	sdfg
游击	sdfu
涂脂抹粉	sdfx
注目	sdgi
油菜	sdhj
流利	sdhn
流程	sdho
浪花	sdht
流言	sdii
游说	sdiv
游记	sdiz
注意力	sdji
往返	sdjj
往后	sdjj
游历	sdjj
滚蛋	sdjl
液压	sdjl
海市蜃楼	sdjm
涌入	sdjn
流向	sdjn
注入	sdjn
流入	sdjn
流血	sdjq
注重	sdjt
流感	sdjt
注释	sdjx
注视	sdjy
泳装	sdkl
流失	sdkv
油气	sdkz
往复	sdlb
往年	sdlc
流毒	sdlq
流域	sdlt
洗衣机	sdmw
游客	sdna
浏览	sdnk
游览	sdnk
注册	sdnn
注定	sdnt
涪陵	sdpl
滚屏	sdpv
油田	sdqi
注解	sdrd
注射	sdrx
沼泽	sdsa
浪漫	sdsb
往往	sdsd
游泳	sdsd
滚滚	sdsd
流浪	sdsd
流行	sdsf
游行	sdsf
彷徨	sdsg
流泪	sdsg
流水	sdsi
流派	sdsj
油漆	sdsm
滂沱	sdsn
漩涡	sdso
彻头彻尾	sdsp
得意洋洋	sdss
浪潮	sdsx
流传	sdtf
混为一谈	sdti
浑然天成	sdtj
液体	sdtm
往事	sdto
油画	sdtq
游侠	sdtt
油价	sdtv
往来	sdtx
往下	sdty
流出	sdue
流露	sduo
往前	sdvd
游人	sdvi
注销	sdvw
济南市	sdxd
油料	sdxd
济南	sdxn
江郎才尽	sdxp
游刃有余	sdxv
漳州	sdyy
浪费	sdzs
微观	sean
很难	seat
微量	sebt
津贴	seby
微软	secr
很轻	secz
包裹	sedb
漫山遍野	sedb
很多	sedd
汕头	sedd
包头	sedd
包月	sedi
很高	sedo
包括	sefj
包揽	sefn
很远	sefw
微薄	sehs
包袱	sejk
很近	sejk
包庇	seju
包办	sejv
很不	sejy
很长	seki
微笑	sekj
包装	sekl
很想	semg
很小	semi
微小	semi
很少	semj
微机	semw
很紧	sena
律师	sent
包容	senv
包围	seqf
很累	seqw
微妙	serm
很久	sern
很好	serz
微微	sese
活灵活现	sese
微波	sesj
很深	sesn
徘徊	sesq
浸泡	sess
汪洋	sesv
很低	setc
微型	seth
很美	seve
很差	sevf
包含	sevj
微风	sewx
很有	sexd
微米	sexi
很大	seyi
很快	seyz
包子	sezi
很强	sezs
微弱	sezs
行星	sfbj
浅显	sfbw
行贿	sfbx
行车	sfci
行为	sfdj
汗颜	sfdj
海誓山盟	sfeb
行动	sffg
潜能	sfgd
污秽	sfhe
行程	sfho
污蔑	sfhq
浅薄	sfhs
浅谈	sfix
污辱	sfjf
潜力	sfji
漫无边际	sfjp
行长	sfki
污垢	sflj
行走	sfll
行李	sfmz
行军	sfnc
行家	sfnx
包打听	sfoj
行踪	sfol
循规蹈矩	sfol
汗水	sfsi
潜水	sfsi
污水	sfsi
浙江	sfsi
源远流长	sfsk
浙江省	sfsm
行云流水	sfss
行驶	sfst
污染	sfsx
行径	sfsz
行列	sftd
行政	sftl
行事	sfto
行使	sftt
潜伏	sfty
潜心	sfui
行人	sfvi
行销	sfvw
行当	sfwe
行业	sfwt
潜在	sfxi
行情	sfyl
激昂	sgbc
勾通	sgdn
治理	sgeb
激动	sgfg
勾搭	sgfh
激进	sgfn
渺茫	sghs
渗透	sghz
溜了	sgji
治疗	sgjj
满目疮痍	sgjj
激励	sgjt
治病	sgjt
激起	sgll
勾起	sgll
激增	sglv
激素	sglw
治安	sgnr
治国	sgqe
激怒	sgra
泪水	sgsi
激活	sgsj
激烈	sgtd
勾画	sgtq
激化	sgtt
骄兵必败	sgub
渠道	sgvj
治愈	sgvt
勾当	sgwe
勾结	sgwl
激光	sgww
激发	sgya
激情	sgyl
激战	sgyo
溜达	sgyz
水落石出	shcu
灌输	shcv
满意	shdb
满脸	shdv
港元	shfw
滞留	shgd
港台	shgo
洪荒	shhd
滞后	shjj
灌篮	shkn
泄气	shkz
泄密	shnu
洪灾	shnx
港口	shoi
满足	shol
潜移默化	shqt
潇洒	shsc
港湾	shsd
灌溉	shse
港澳台	shsg
洪水	shsi
灌水	shsi
港澳	shsj
泄漏	shsp
满天	shty
泄露	shuo
满分	shvd
滞销	shvw
满怀	shyj
水晶	sibb
水星	sibj
水电	sibl
水果	sibm
水量	sibt
江西	sici
水产	sidj
水肿	sido
水文	sidx
与之	sidz
江山	siei
水运	sifg
江苏	sihj
水稻	sihj
江苏省	sihm
水利	sihn
水库	sijc
水力	siji
水质	sijj
水面	sijq
与否	sijy
水管	sikn
江北	sikt
水上	sili
水域	silt
江门	sini
流言蜚语	sini
水灾	sinx
水中	sioi
水路	siol
与其	siqv
水流	sisd
水源	sisj
水泥	sisp
鸿沟	siss
江河	sist
江淮	sist
江湖	sisx
水位	sitd
水平	sitv
水分	sivd
与会	sivf
水准	sivt
水乡	siwj
江南	sixn
派对	sjax
源码	sjcs
波音	sjdb
源头	sjdd
派头	sjdd
洗衣	sjdk
洗衣机	sjdm
水乳交融	sjdt
添加剂	sjdx
循环	sjej
彼岸	sjej
浮现	sjen
活动	sjfg
波动	sjfg
浮动	sjfg
源于	sjfi
波折	sjfj
淡而无味	sjfo
活捉	sjfo
源泉	sjgs
须臾	sjgv
派兵	sjgv
淫秽	sjhe
淫荡	sjhs
浩荡	sjhs
洗手	sjjf
微生物	sjjf
源自	sjjg
活力	sjji
波段	sjjk
派生	sjjl
淫乱	sjjx
沥青	sjld
彼此	sjlt
须知	sjly
活塞	sjnf
澳门	sjni
渡口	sjoi
派别	sjoj
活跃	sjol
浮躁	sjol
微不足道	sjov
汲取	sjpa
洗刷	sjpn
派遣	sjqp
微乎其微	sjqs
游手好闲	sjrn
洗涤	sjsa
波浪	sjsd
源流	sjsd
浮浅	sjsf
波涛	sjsf
循序渐进	sjsf
浩渺	sjsg
渊源	sjsj
没办法	sjsl
婆娑	sjsm
泛滥	sjsn
波澜	sjsn
洗澡	sjso
派驻	sjst
洗漱	sjst
深入浅出	sjsu
洗染	sjsx
澳洲	sjsy
活泼	sjsy
得不到	sjtg
派出	sjue
浮出	sjue
涵养	sjve
涵盖	sjve
波兰	sjve
活着	sjvf
洗钱	sjvf
派人	sjvi
波纹	sjwd
漫不经心	sjwu
滚瓜烂熟	sjxd
渡过	sjxd
渊博	sjxt
浮夸	sjyf
浩大	sjyi
活性	sjyj
汽车	skci
汗牛充栋	skdm
滥竽充数	skdx
河北省	skmj
汽油	sksd
清明	slbd
清晨	slbj
清晰	slbm
待遇	slbn
法则	slbn
清早	slbx
海鸥	slcx
街头	sldd
法郎	slde
清新	sldm
清高	sldo
清脆	sldr
海外	sldy
清理	sleb
海岸	slej
清退	slek
海峡	slet
清扫	slfe
海报	slfp
法规	slfv
海拔	slfx
海岛	slge
清白	slgi
洁白	slgi
清香	slhb
徒劳	slhn
海带	slhn
清秀	slhz
法语	sliw
海底	sljc
法庭	sljj
清廉	sljv
海边	sljz
清算	slkg
法制	slkn
海地	sllc
清静	slld
海上	slli
街上	slli
海域	sllt
清查	slmb
清楚	slmm
待机	slmw
与此同时	slnb
海军	slnc
法宝	slne
海归	slne
清闲	slnm
法官	slnp
清官	slnp
法案	slnr
法定	slnt
法师	slnt
清空	slnv
法网	slnx
海啸	sloe
海口	sloi
法院	slpn
清除	slpv
法国	slqe
洁具	slqe
海螺	slqq
淑女	slri
海尔	slrm
海鲜	slrt
海滩	slsa
海湾	slsd
清澈	slsd
海浪	slsd
法律	slse
法治	slsg
海港	slsh
海水	slsi
清水	slsi
清洗	slsj
澎湃	slsj
清洁	slsl
海滨	slsn
海洋	slsv
海事	slto
清华	sltt
清代	sltv
清偿	sltw
清醒	slub
清单	slvb
清仓	slvc
清凉	slvd
清贫	slvd
法人	slvi
法令	slvj
街道	slvj
洁净	slvr
清净	slvr
海盗	slvr
海关	slvy
海绵	slwg
法学	slwn
清纯	slwt
满城风雨	slwu
清风	slwx
待续	slwx
清朝	slxb
海南省	slxm
海南	slxn
清真	slxq
清点	slyo
清爽	slyx
洛杉矶	smcw
海枯石烂	smcx
沙尘	smml
浮想联翩	smpd
漆黑	smqh
沙滩	smsa
湘潭	smsc
淋漓	smsd
沙漠	smsh
湘江	smsi
淅沥	smsj
沐浴	smsv
没想到	smtg
沙龙	smxt
沙发	smya
深处	snay
注册码	sncs
演变	sndm
深夜	sndt
演义	sndx
深刻	sndy
海内外	sndy
演奏	snev
演示	snfm
演进	snfn
深远	snfw
演技	snfx
沉睡	sngj
深蓝	snhn
沉积	snho
深秋	snhx
演艺	snhz
演讲	snif
演说	sniv
深厚	snjb
沉痛	snjd
深度	snjh
演习	snji
深造	snjl
深入	snjn
深受	snjn
深奥	snjn
沉重	snjt
深感	snjt
深圳市	snld
注册表	snlk
深圳	snlm
深知	snly
温家宝	snne
滥用	snnf
沉闷	snnu
深究	snnv
洞察	snnx
演员	snob
演唱	snob
浏览器	snoo
深层	snpf
沉默	snqh
沉思	snqu
深思	snqu
溶解	snrd
浑身	snri
溶液	snsd
沉浸	snse
深浅	snsf
深水	snsi
沉浮	snsj
深渊	snsj
深沉	snsn
沉淀	snsn
润滑	snsq
徘徊	snsq
沉没	snsw
渲染	snsx
深切	sntd
海阔天空	sntn
深化	sntt
演化	sntt
演出	snue
沉着	snvf
演绎	snwa
演练	snwt
淀粉	snxv
深情	snyl
句号	soot
演唱会	sovf
句子	sozi
沈阳市	spdn
洗耳恭听	spho
浓厚	spjb
浓度	spjh
泥土	spli
沈阳	sppb
沈阳市	sppd
泥沙	spsm
漏洞	spsn
泥泞	spsn
骄阳似火	sptx
浓缩	spwn
浓郁	spxd
邋遢	sqbj
深思熟虑	sqdy
满园春色	sqer
滑稽	sqhx
溃疡	sqjz
滑坡	sqlj
包罗万象	sqtr
滑雪	sque
滑冰	sqvs
沮丧	sqxv
衡量	srbt
涣散	srhd
沉鱼落雁	srhj
衡水	srsi
渔业	srwt
浩如烟海	srxs
沧海桑田	ssaq
津津乐道	sscv
海淀区	sscx
沟通	ssdn
忽然	ssdy
沸沸扬扬	ssff
乌云	ssfg
浑水摸鱼	ssfr
港澳台	ssgo
浩浩荡荡	sshh
汗马功劳	ssih
水泄不通	ssjd
沾沾自喜	ssjl
衍生	ssjl
法律顾问	ssjn
滴水不漏	ssjs
添油加醋	ssju
忽视	ssjy
波澜壮阔	sskn
淘气	sskz
滴水穿石	ssnc
水涨船高	ssnd
江泽民	sspt
淋漓尽致	sspt
忽略	ssqa
匆匆	ssss
泡沫	ssst
淘汰	sssy
沧海一粟	sstc
淘金	ssvi
循循善诱	ssvi
水深火热	ssxf
津津有味	ssxo
洋洋大观	ssya
匆忙	ssyd
惩处	stay
马车	stci
源代码	stcs
马匹	stcw
行政区	stcx
马脚	stdl
驯服	stdp
征服	stdp
征文	stdx
骤然	stdy
驿站	stdy
驻外	stdy
河山	stei
驱动	stfg
骚动	stfg
驻扎	stfl
骚扰	stfx
很可能	stgd
征稿	sthd
骀荡	sths
征税	sthv
征询	stis
验证	stit
征订	stit
彻底	stjc
马到成功	stji
马力	stji
驳斥	stjj
驳斥	stjk
河段	stjk
添加	stjo
深恶痛绝	stjw
骚乱	stjx
河北省	stkm
征管	stkn
河北	stkt
驻地	stlc
马上	stli
验收	stli
征收	stli
骑士	stli
征用	stnf
马路	stol
骗取	stpa
驱除	stpv
惩罚	stqi
马甲	stqi
驳回	stqo
添置	stqx
征婚	strc
河流	stsd
惩治	stsg
河水	stsi
驰骋	stst
骑马	stst
骆驼	stst
匍匐	stst
征集	stti
骄傲	sttl
水天一色	sttr
驻华	sttt
驯养	stve
骗人	stvi
河道	stvj
河谷	stvv
征兆	stvw
得天独厚	stxj
河南省	stxm
河南	stxn
马克	stxo
马克思	stxq
征求	stxx
驱逐	stxz
马虎	styw
马达	styz
骗子	stzi
得心应手	sujj
派出所	sujj
酒后	sujj
酒店	sujy
酒杯	sumj
酒楼	sumx
酒家	sunx
酒吧	suod
泌尿	sups
酒精	suxl
沧桑	svaa
涂鸦	svci
沁人肺腑	svdd
沦为	svdj
衔接	svfd
洽谈	svix
滋补	svjk
滋生	svjl
没关系	svjw
滋长	svki
混凝土	svli
浴室	svnt
滋味	svof
骇人听闻	svon
沧海	svsl
滋润	svsn
洋溢	svsv
涂料	svxd
涂改	svzl
消亡	swdl
消退	swek
消耗	swem
湖光山色	swer
